date,open,high,low,close,volume
2024-01-01,50.00,50.60,49.40,50.00,1000000
2024-01-02,50.02,50.66,49.46,50.06,1042073
2024-01-03,50.08,50.72,49.52,50.12,1045464
2024-01-04,50.18,50.78,49.58,50.18,1007056
2024-01-05,50.28,50.84,49.64,50.24,962159
2024-01-06,50.34,50.89,49.69,50.29,952053
2024-01-07,50.35,50.94,49.74,50.34,986029
2024-01-08,50.35,50.98,49.78,50.38,1032849
2024-01-09,50.37,51.02,49.82,50.42,1049467
2024-01-10,50.43,51.05,49.85,50.45,1020605
2024-01-11,50.50,51.07,49.87,50.47,972798
2024-01-12,50.54,51.09,49.89,50.49,950000
2024-01-13,50.53,51.10,49.90,50.50,973171
2024-01-14,50.48,51.10,49.90,50.50,1021008
2024-01-15,50.44,51.09,49.89,50.49,1049530
2024-01-16,50.44,51.08,49.88,50.48,1032514
2024-01-17,50.47,51.05,49.85,50.45,985604
2024-01-18,50.47,51.03,49.83,50.43,951930
2024-01-19,50.43,50.99,49.79,50.39,962450
2024-01-20,50.34,50.95,49.75,50.35,1007493
2024-01-21,50.25,50.90,49.70,50.30,1045647
2024-01-22,50.21,50.85,49.65,50.25,1041832
2024-01-23,50.19,50.79,49.59,50.19,999557
2024-01-24,50.17,50.73,49.53,50.13,957688
2024-01-25,50.12,50.67,49.47,50.07,954721
2024-01-26,50.01,50.61,49.41,50.01,993382
2024-01-27,49.91,50.55,49.35,49.95,1038127
2024-01-28,49.84,50.48,49.28,49.88,1047818
2024-01-29,49.81,50.42,49.22,49.82,1013545
2024-01-30,49.80,50.37,49.17,49.77,966818
2024-01-31,49.76,50.31,49.11,49.71,950598
2024-02-01,49.69,50.27,49.07,49.67,979798
2024-02-02,49.59,50.22,49.02,49.62,1027571
2024-02-03,49.53,50.18,48.98,49.58,1049995
2024-02-04,49.53,50.15,48.95,49.55,1026454
2024-02-05,49.55,50.13,48.93,49.53,978590
2024-02-06,49.56,50.11,48.91,49.51,950411
2024-02-07,49.53,50.10,48.90,49.50,967823
2024-02-08,49.49,50.10,48.90,49.50,1014818
2024-02-09,49.46,50.11,48.91,49.51,1048189
2024-02-10,49.48,50.12,48.92,49.52,1037255
2024-02-11,49.55,50.14,48.94,49.54,992068
2024-02-12,49.62,50.17,48.97,49.57,954173
2024-02-13,49.65,50.21,49.01,49.61,958411
2024-02-14,49.65,50.25,49.05,49.65,1000885
2024-02-15,49.65,50.29,49.09,49.69,1042545
2024-02-16,49.70,50.35,49.15,49.75,1045089
2024-02-17,49.80,50.40,49.20,49.80,1006178
2024-02-18,49.90,50.46,49.26,49.86,961587
2024-02-19,49.97,50.52,49.32,49.92,952312
2024-02-20,50.00,50.58,49.38,49.98,986881
2024-02-21,50.01,50.65,49.45,50.05,1033511
2024-02-22,50.06,50.71,49.51,50.11,1049331
2024-02-23,50.15,50.77,49.57,50.17,1019796
2024-02-24,50.25,50.83,49.63,50.23,972060
2024-02-25,50.33,50.88,49.68,50.28,950012
2024-02-26,50.35,50.93,49.73,50.33,973922
2024-02-27,50.35,50.97,49.77,50.37,1021808
2024-02-28,50.36,51.01,49.81,50.41,1049643
2024-02-29,50.41,51.04,49.84,50.44,1031836
2024-03-01,50.48,51.07,49.87,50.47,984759
2024-03-02,50.54,51.09,49.89,50.49,951694
2024-03-03,50.53,51.10,49.90,50.50,963040
2024-03-04,50.49,51.10,49.90,50.50,1008367
2024-03-05,50.45,51.09,49.89,50.49,1046001
2024-03-06,50.44,51.08,49.88,50.48,1041341
2024-03-07,50.46,51.06,49.86,50.46,998672
2024-03-08,50.48,51.03,49.83,50.43,957224
2024-03-09,50.44,51.00,49.80,50.40,955103
2024-03-10,50.36,50.96,49.76,50.36,994260
2024-03-11,50.27,50.91,49.71,50.31,1038694
2024-03-12,50.21,50.86,49.66,50.26,1047552
2024-03-13,50.19,50.81,49.61,50.21,1012691
2024-03-14,50.18,50.75,49.55,50.15,966161
2024-03-15,50.14,50.69,49.49,50.09,950742
2024-03-16,50.04,50.62,49.42,50.02,980610
2024-03-17,49.93,50.56,49.36,49.96,1028305
2024-03-18,49.85,50.50,49.30,49.90,1049976
2024-03-19,49.81,50.44,49.24,49.84,1025698
2024-03-20,49.80,50.38,49.18,49.78,977794
2024-03-21,49.78,50.33,49.13,49.73,950305
2024-03-22,49.71,50.28,49.08,49.68,968505
2024-03-23,49.62,50.23,49.03,49.63,1015661
2024-03-24,49.54,50.19,48.99,49.59,1048418
2024-03-25,49.52,50.16,48.96,49.56,1036659
2024-03-26,49.54,50.13,48.93,49.53,991196
2024-03-27,49.56,50.12,48.92,49.52,953827
2024-03-28,49.54,50.10,48.90,49.50,958909
2024-03-29,49.50,50.10,48.90,49.50,1001769
2024-03-30,49.46,50.10,48.90,49.50,1043003
2024-03-31,49.47,50.12,48.92,49.52,1044699
2024-04-01,49.53,50.14,48.94,49.54,1005299
2024-04-02,49.60,50.16,48.96,49.56,961026
2024-04-03,49.64,50.20,49.00,49.60,952585
2024-04-04,49.65,50.24,49.04,49.64,987737
2024-04-05,49.65,50.28,49.08,49.68,1034163
2024-04-06,49.68,50.33,49.13,49.73,1049179
2024-04-07,49.77,50.39,49.19,49.79,1018980
2024-04-08,49.87,50.44,49.24,49.84,971330
2024-04-09,49.95,50.50,49.30,49.90,950039
2024-04-10,49.99,50.57,49.37,49.97,974681
2024-04-11,50.01,50.63,49.43,50.03,1022601
2024-04-12,50.04,50.69,49.49,50.09,1049741
2024-04-13,50.12,50.75,49.55,50.15,1031149
2024-04-14,50.23,50.81,49.61,50.21,983918
2024-04-15,50.31,50.87,49.67,50.27,951473
2024-04-16,50.35,50.92,49.72,50.32,963642
2024-04-17,50.35,50.96,49.76,50.36,1009239
2024-04-18,50.36,51.00,49.80,50.40,1046340
2024-04-19,50.40,51.04,49.84,50.44,1040837
2024-04-20,50.47,51.06,49.86,50.46,997787
2024-04-21,50.53,51.08,49.88,50.48,956772
2024-04-22,50.54,51.10,49.90,50.50,955500
2024-04-23,50.50,51.10,49.90,50.50,995140
2024-04-24,50.46,51.10,49.90,50.50,1039249
2024-04-25,50.44,51.09,49.89,50.49,1047271
2024-04-26,50.46,51.07,49.87,50.47,1011833
2024-04-27,50.48,51.04,49.84,50.44,965515
2024-04-28,50.46,51.01,49.81,50.41,950902
2024-04-29,50.39,50.97,49.77,50.37,981429
2024-04-30,50.30,50.93,49.73,50.33,1029030
2024-05-01,50.23,50.88,49.68,50.28,1049940
2024-05-02,50.20,50.82,49.62,50.22,1024935
2024-05-03,50.19,50.76,49.56,50.16,977004
2024-05-04,50.15,50.70,49.50,50.10,950215
2024-05-05,50.07,50.64,49.44,50.04,969197
2024-05-06,49.96,50.58,49.38,49.98,1016499
