ts_ms,ts_iso,direction,entry_price,bracket_hi,bracket_lo,range_at_fire,spread_at_entry,l2_imb_at_entry,px_5s,fav_5s,px_17s,fav_17s,px_30s,fav_30s,px_60s,fav_60s
1776861011465,2026-04-22T12:30:11+00:00,SHORT,4750.65,4760.0,4750.65,9.350000000000364,0.22000000000025466,0.4982,4750.780,-0.130,4750.550,0.100,4749.940,0.710,4749.810,0.840
1776861012681,2026-04-22T12:30:12+00:00,SHORT,4750.139999999999,4760.0,4750.139999999999,9.860000000000582,0.22000000000025466,0.4936,4750.640,-0.500,4750.470,-0.330,4749.970,0.170,4749.800,0.340
1776861039555,2026-04-22T12:30:39+00:00,SHORT,4750.139999999999,4760.0,4750.139999999999,9.860000000000582,0.22000000000025466,0.4981,4749.630,0.510,4749.480,0.660,4749.560,0.580,4750.470,-0.330
1776861041504,2026-04-22T12:30:41+00:00,SHORT,4750.02,4760.0,4750.02,9.979999999999563,0.22000000000025466,0.5,4749.200,0.820,4749.390,0.630,4749.810,0.210,4750.490,-0.470
1776861042698,2026-04-22T12:30:42+00:00,SHORT,4750.02,4760.0,4750.02,9.979999999999563,0.21999999999934516,0.5,4749.380,0.640,4749.540,0.480,4749.800,0.220,4750.420,-0.400
1776861043865,2026-04-22T12:30:43+00:00,SHORT,4749.83,4760.0,4749.83,10.170000000000073,0.21999999999934516,0.4926,4749.430,0.400,4750.190,-0.360,4749.930,-0.100,4750.070,-0.240
1776861045137,2026-04-22T12:30:45+00:00,SHORT,4749.5599999999995,4760.0,4749.5599999999995,10.44000000000051,0.22000000000025466,0.492,4749.140,0.420,4749.870,-0.310,4750.070,-0.510,4750.050,-0.490
1776861046509,2026-04-22T12:30:46+00:00,SHORT,4749.25,4760.0,4749.25,10.75,0.22000000000025466,0.4995,4749.750,-0.500,4749.860,-0.610,4749.910,-0.660,4749.930,-0.680
1776861049457,2026-04-22T12:30:49+00:00,SHORT,4749.25,4760.0,4749.25,10.75,0.22000000000025466,0.4516,4749.720,-0.470,4748.980,0.270,4749.840,-0.590,4749.920,-0.670
1776861066167,2026-04-22T12:31:06+00:00,SHORT,4749.139999999999,4760.0,4749.139999999999,10.860000000000582,0.22000000000025466,0.5044,4749.790,-0.650,4750.200,-1.060,4750.000,-0.860,4751.470,-2.330
1776863375440,2026-04-22T13:09:35+00:00,LONG,4750.360000000001,4750.360000000001,4739.0,11.360000000000582,0.22000000000025466,0.5005,4745.590,-4.770,4744.500,-5.860,4743.640,-6.720,4742.880,-7.480
1776864004463,2026-04-22T13:20:04+00:00,LONG,4746.09,4746.09,4736.469999999999,9.6200000000008,0.22000000000025466,0.5,4743.350,-2.740,4742.070,-4.020,4743.540,-2.550,4742.930,-3.160
1776868549271,2026-04-22T14:35:49+00:00,SHORT,4730.6,4739.6900000000005,4730.6,9.090000000000146,0.22000000000025466,0.5,4732.430,-1.830,4733.380,-2.780,4732.460,-1.860,4730.700,-0.100
1776868609078,2026-04-22T14:36:49+00:00,SHORT,4730.57,4739.6900000000005,4730.57,9.1200000000008,0.22000000000025466,0.5,4731.960,-1.390,4731.970,-1.400,4730.520,0.050,4734.880,-4.310
1776945706077,2026-04-23T12:01:46+00:00,LONG,4730.13,4730.13,4720.030000000001,10.099999999999454,0.22000000000025466,0.5758,4730.970,0.840,4730.050,-0.080,4730.550,0.420,4730.630,0.500
1776945707559,2026-04-23T12:01:47+00:00,LONG,4730.13,4730.13,4720.030000000001,10.099999999999454,0.21999999999934516,0.4978,4732.030,1.900,4730.280,0.150,4730.620,0.490,4731.060,0.930
1776945708759,2026-04-23T12:01:48+00:00,LONG,4730.15,4730.15,4720.030000000001,10.119999999998981,0.22000000000025466,0.5146,4730.910,0.760,4729.980,-0.170,4730.680,0.530,4731.580,1.430
1776945710016,2026-04-23T12:01:50+00:00,LONG,4730.35,4730.35,4720.030000000001,10.319999999999709,0.22000000000025466,0.5072,4731.750,1.400,4730.410,0.060,4730.830,0.480,4731.520,1.170
1776945711212,2026-04-23T12:01:51+00:00,LONG,4730.76,4730.76,4720.030000000001,10.729999999999563,0.22000000000025466,0.4882,4731.730,0.970,4730.350,-0.410,4730.520,-0.240,4731.100,0.340
1776945712507,2026-04-23T12:01:52+00:00,LONG,4731.889999999999,4731.889999999999,4720.030000000001,11.859999999998763,0.22000000000025466,0.5264,4730.950,-0.940,4730.410,-1.480,4730.960,-0.930,4730.830,-1.060
1776945769468,2026-04-23T12:02:49+00:00,LONG,4732.0599999999995,4732.0599999999995,4720.280000000001,11.779999999998836,0.21999999999934516,0.5027,4731.160,-0.900,4731.980,-0.080,4731.270,-0.790,4729.680,-2.380
1776948377877,2026-04-23T12:46:17+00:00,SHORT,4732.469999999999,4742.389999999999,4732.469999999999,9.920000000000073,0.22000000000025466,0.5,4733.400,-0.930,4732.490,-0.020,4734.440,-1.970,4735.790,-3.320
1776949321314,2026-04-23T13:02:01+00:00,SHORT,4731.67,4740.85,4731.67,9.180000000000291,0.22000000000025466,0.4914,4731.700,-0.030,4731.940,-0.270,4730.760,0.910,4732.640,-0.970
1776949322556,2026-04-23T13:02:02+00:00,SHORT,4731.280000000001,4740.85,4731.280000000001,9.569999999999709,0.22000000000025466,0.5255,4731.240,0.040,4731.440,-0.160,4730.510,0.770,4733.080,-1.800
1776949323807,2026-04-23T13:02:03+00:00,SHORT,4730.74,4740.85,4730.74,10.110000000000582,0.22000000000025466,0.5111,4731.790,-1.050,4731.420,-0.680,4730.060,0.680,4733.630,-2.890
1776949347763,2026-04-23T13:02:27+00:00,SHORT,4730.74,4740.85,4730.74,10.110000000000582,0.21999999999934516,0.4992,4730.520,0.220,4730.250,0.490,4731.300,-0.560,4733.920,-3.180
1776952849724,2026-04-23T14:00:49+00:00,SHORT,4719.79,4729.280000000001,4719.79,9.490000000000691,0.22000000000025466,0.4737,4719.070,0.720,4720.800,-1.010,4720.250,-0.460,4719.110,0.680
1776952851162,2026-04-23T14:00:51+00:00,SHORT,4719.719999999999,4729.280000000001,4719.719999999999,9.56000000000131,0.22000000000025466,0.5057,4718.930,0.790,4721.020,-1.300,4719.830,-0.110,4719.150,0.570
1776952853810,2026-04-23T14:00:53+00:00,SHORT,4719.65,4729.280000000001,4719.65,9.630000000001019,0.22000000000025466,0.4929,4719.120,0.530,4720.590,-0.940,4720.380,-0.730,4719.190,0.460
1776952855711,2026-04-23T14:00:55+00:00,SHORT,4718.950000000001,4729.1900000000005,4718.950000000001,10.239999999999782,0.22000000000025466,0.5167,4720.400,-1.450,4720.910,-1.960,4719.860,-0.910,4719.960,-1.010
1776952857617,2026-04-23T14:00:57+00:00,SHORT,4718.91,4728.84,4718.91,9.930000000000291,0.21999999999934516,0.4958,4719.790,-0.880,4721.080,-2.170,4719.130,-0.220,4719.510,-0.600
1776952896708,2026-04-23T14:01:36+00:00,SHORT,4718.719999999999,4728.82,4718.719999999999,10.100000000000364,0.22000000000025466,0.4993,4717.730,0.990,4719.190,-0.470,4718.410,0.310,4720.090,-1.370
1776959122392,2026-04-23T15:45:22+00:00,SHORT,4724.17,4733.629999999999,4724.17,9.459999999999127,0.22000000000025466,0.5091,4723.700,0.470,4722.840,1.330,4723.070,1.100,4722.830,1.340
1776959123675,2026-04-23T15:45:23+00:00,SHORT,4724.08,4733.629999999999,4724.08,9.549999999999272,0.22000000000025466,0.5007,4723.910,0.170,4722.440,1.640,4723.260,0.820,4722.600,1.480
1776959126467,2026-04-23T15:45:26+00:00,SHORT,4724.049999999999,4733.629999999999,4724.049999999999,9.579999999999927,0.22000000000025466,0.4975,4724.140,-0.090,4723.260,0.790,4724.070,-0.020,4724.090,-0.040
1776959127757,2026-04-23T15:45:27+00:00,SHORT,4723.8099999999995,4733.629999999999,4723.8099999999995,9.819999999999709,0.22000000000025466,0.4998,4723.990,-0.180,4723.970,-0.160,4723.690,0.120,4724.200,-0.390
1776959128958,2026-04-23T15:45:28+00:00,SHORT,4723.8099999999995,4733.629999999999,4723.8099999999995,9.819999999999709,0.22000000000025466,0.5,4723.800,0.010,4723.710,0.100,4723.170,0.640,4724.020,-0.210
1776959131664,2026-04-23T15:45:31+00:00,SHORT,4723.76,4733.629999999999,4723.76,9.869999999998981,0.22000000000025466,0.5003,4722.550,1.210,4723.430,0.330,4723.380,0.380,4722.630,1.130
1776959134567,2026-04-23T15:45:34+00:00,SHORT,4723.65,4733.629999999999,4723.65,9.979999999999563,0.22000000000025466,0.4894,4722.620,1.030,4723.060,0.590,4723.130,0.520,4721.760,1.890
1776959135815,2026-04-23T15:45:35+00:00,SHORT,4723.3099999999995,4733.629999999999,4723.3099999999995,10.319999999999709,0.21999999999934516,0.4991,4722.450,0.860,4722.970,0.340,4723.200,0.110,4720.920,2.390
1776959139718,2026-04-23T15:45:39+00:00,SHORT,4722.66,4733.629999999999,4722.66,10.969999999999345,0.22000000000025466,0.4891,4723.970,-1.310,4723.850,-1.190,4722.440,0.220,4720.770,1.890
1776959140968,2026-04-23T15:45:40+00:00,SHORT,4722.51,4733.629999999999,4722.51,11.119999999998981,0.22000000000025466,0.4888,4723.710,-1.200,4723.850,-1.340,4722.070,0.440,4720.680,1.830
1776959169413,2026-04-23T15:46:09+00:00,SHORT,4722.51,4733.629999999999,4722.51,11.119999999998981,0.22000000000025466,0.5,4722.600,-0.090,4724.090,-1.580,4720.460,2.050,4721.700,0.810
1776963715863,2026-04-23T17:01:55+00:00,SHORT,4725.1,4734.95,4725.1,9.849999999999454,0.22000000000025466,0.4982,4725.800,-0.700,4726.140,-1.040,4726.490,-1.390,4726.750,-1.650
1776963725322,2026-04-23T17:02:05+00:00,SHORT,4724.49,4734.95,4724.49,10.460000000000036,0.22000000000025466,0.494,4725.350,-0.860,4726.090,-1.600,4725.810,-1.320,4728.900,-4.410
1776963933475,2026-04-23T17:05:33+00:00,SHORT,4720.3099999999995,4729.52,4720.3099999999995,9.210000000000946,0.21999999999934516,0.4774,4719.920,0.390,4722.530,-2.220,4723.180,-2.870,4721.520,-1.210
1776963934714,2026-04-23T17:05:34+00:00,SHORT,4719.93,4729.52,4719.93,9.590000000000146,0.22000000000025466,0.4668,4720.830,-0.900,4722.520,-2.590,4723.350,-3.420,4721.340,-1.410
1776963935912,2026-04-23T17:05:35+00:00,SHORT,4719.27,4729.450000000001,4719.27,10.180000000000291,0.22000000000025466,0.5235,4721.370,-2.100,4722.810,-3.540,4723.590,-4.320,4720.770,-1.500
1776964053620,2026-04-23T17:07:33+00:00,SHORT,4719.17,4729.450000000001,4719.17,10.280000000000655,0.22000000000025466,0.5004,4719.640,-0.470,4721.100,-1.930,4720.140,-0.970,4719.270,-0.100
1776964182761,2026-04-23T17:09:42+00:00,SHORT,4710.76,4721.360000000001,4710.76,10.600000000000364,0.22000000000025466,0.5094,4711.350,-0.590,4710.530,0.230,4706.260,4.500,4709.050,1.710
1776964184521,2026-04-23T17:09:44+00:00,SHORT,4710.76,4721.360000000001,4710.76,10.600000000000364,0.22000000000025466,0.5008,4710.950,-0.190,4708.980,1.780,4707.760,3.000,4709.250,1.510
1776964186314,2026-04-23T17:09:46+00:00,SHORT,4710.76,4721.360000000001,4710.76,10.600000000000364,0.21999999999934516,0.5033,4710.070,0.690,4708.210,2.550,4706.490,4.270,4709.490,1.270
1776964188663,2026-04-23T17:09:48+00:00,SHORT,4710.76,4721.360000000001,4710.76,10.600000000000364,0.21999999999934516,0.5,4709.920,0.840,4707.410,3.350,4707.110,3.650,4710.210,0.550
1776964190611,2026-04-23T17:09:50+00:00,SHORT,4710.76,4721.299999999999,4710.76,10.539999999999054,0.22000000000025466,0.4949,4710.030,0.730,4707.590,3.170,4707.260,3.500,4709.860,0.900
1776964191913,2026-04-23T17:09:51+00:00,SHORT,4710.07,4721.299999999999,4710.07,11.229999999999563,0.21999999999934516,0.4959,4709.530,0.540,4706.660,3.410,4707.360,2.710,4709.970,0.100
1776964193318,2026-04-23T17:09:53+00:00,SHORT,4710.02,4721.299999999999,4710.02,11.279999999998836,0.22000000000025466,0.5126,4710.770,-0.750,4707.410,2.610,4707.050,2.970,4710.320,-0.300
1776964194910,2026-04-23T17:09:54+00:00,SHORT,4709.98,4721.299999999999,4709.98,11.319999999999709,0.22000000000025466,0.5037,4710.570,-0.590,4706.300,3.680,4706.980,3.000,4710.540,-0.560
1776964196171,2026-04-23T17:09:56+00:00,SHORT,4709.299999999999,4721.299999999999,4709.299999999999,12.0,0.22000000000025466,0.4621,4709.140,0.160,4706.110,3.190,4708.070,1.230,4711.020,-1.720
1776964201263,2026-04-23T17:10:01+00:00,SHORT,4709.18,4721.29,4709.18,12.109999999999673,0.21999999999934516,0.4837,4707.240,1.940,4707.330,1.850,4708.320,0.860,4712.320,-3.140
1776964202462,2026-04-23T17:10:02+00:00,SHORT,4709.09,4720.98,4709.09,11.889999999999418,0.22000000000025466,0.4987,4707.300,1.790,4706.970,2.120,4708.380,0.710,4713.200,-4.110
1776964203822,2026-04-23T17:10:03+00:00,SHORT,4708.030000000001,4720.98,4708.030000000001,12.949999999998909,0.22000000000025466,0.4955,4706.660,1.370,4707.260,0.770,4708.730,-0.700,4713.260,-5.230
1776964205117,2026-04-23T17:10:05+00:00,SHORT,4707.76,4720.98,4707.76,13.219999999999345,0.22000000000025466,0.516,4707.420,0.340,4707.330,0.430,4708.740,-0.980,4713.310,-5.550
1776964206321,2026-04-23T17:10:06+00:00,SHORT,4707.25,4720.98,4707.25,13.729999999999563,0.22000000000025466,0.5088,4707.120,0.130,4707.050,0.200,4708.300,-1.050,4713.040,-5.790
1776964207964,2026-04-23T17:10:07+00:00,SHORT,4707.15,4720.98,4707.15,13.829999999999927,0.22000000000025466,0.5194,4706.090,1.060,4706.980,0.170,4707.730,-0.580,4713.200,-6.050
1776964211918,2026-04-23T17:10:11+00:00,SHORT,4706.66,4720.9400000000005,4706.66,14.280000000000655,0.22000000000025466,0.4877,4707.040,-0.380,4708.210,-1.550,4707.730,-1.070,4713.120,-6.460
1776964213145,2026-04-23T17:10:13+00:00,SHORT,4706.32,4720.9400000000005,4706.32,14.6200000000008,0.22000000000025466,0.4976,4707.600,-1.280,4708.730,-2.410,4709.300,-2.980,4713.530,-7.210
1776964657759,2026-04-23T17:17:37+00:00,SHORT,4708.26,4717.99,4708.26,9.729999999999563,0.22000000000025466,0.5041,4707.790,0.470,4709.210,-0.950,4710.360,-2.100,4708.050,0.210
1776964659696,2026-04-23T17:17:39+00:00,SHORT,4708.26,4717.99,4708.26,9.729999999999563,0.21999999999934516,0.5021,4707.540,0.720,4709.410,-1.150,4710.200,-1.940,4708.920,-0.660
1776964660913,2026-04-23T17:17:40+00:00,SHORT,4708.26,4717.99,4708.26,9.729999999999563,0.21999999999934516,0.5032,4707.810,0.450,4709.930,-1.670,4709.560,-1.300,4709.100,-0.840
1776964664570,2026-04-23T17:17:44+00:00,SHORT,4707.66,4717.99,4707.66,10.329999999999927,0.22000000000025466,0.5064,4707.840,-0.180,4709.810,-2.150,4708.710,-1.050,4708.530,-0.870
1776964666508,2026-04-23T17:17:46+00:00,SHORT,4707.65,4717.99,4707.65,10.340000000000146,0.22000000000025466,0.5211,4708.700,-1.050,4711.310,-3.660,4709.080,-1.430,4708.670,-1.020
1776964668907,2026-04-23T17:17:48+00:00,SHORT,4707.58,4717.99,4707.58,10.409999999999854,0.22000000000025466,0.5008,4708.570,-0.990,4710.380,-2.800,4709.790,-2.210,4708.800,-1.220
1776964734559,2026-04-23T17:18:54+00:00,SHORT,4707.58,4717.99,4707.58,10.409999999999854,0.22000000000025466,0.5002,4708.200,-0.620,4707.040,0.540,4707.530,0.050,4708.530,-0.950
1776965420719,2026-04-23T17:30:20+00:00,SHORT,4704.0599999999995,4713.29,4704.0599999999995,9.230000000000473,0.22000000000025466,0.4986,4704.900,-0.840,4709.170,-5.110,4708.100,-4.040,4705.230,-1.170
1776965493216,2026-04-23T17:31:33+00:00,SHORT,4703.969999999999,4713.29,4703.969999999999,9.320000000000618,0.22000000000025466,0.4999,4704.650,-0.680,4708.280,-4.310,4708.880,-4.910,4710.640,-6.670
1776965805973,2026-04-23T17:36:45+00:00,SHORT,4702.610000000001,4714.18,4702.610000000001,11.569999999999709,0.22000000000025466,0.4159,4702.740,-0.130,4700.780,1.830,4701.190,1.420,4702.030,0.580
1776965809566,2026-04-23T17:36:49+00:00,SHORT,4702.469999999999,4714.18,4702.469999999999,11.710000000000946,0.22000000000025466,0.4959,4699.610,2.860,4699.630,2.840,4702.100,0.370,4702.740,-0.270
1776965811720,2026-04-23T17:36:51+00:00,SHORT,4701.35,4714.18,4701.35,12.829999999999927,0.22000000000025466,0.4909,4701.470,-0.120,4700.070,1.280,4703.150,-1.800,4702.620,-1.270
1776965812964,2026-04-23T17:36:52+00:00,SHORT,4700.8099999999995,4714.18,4700.8099999999995,13.3700000000008,0.22000000000025466,0.4948,4701.270,-0.460,4700.220,0.590,4702.780,-1.970,4702.580,-1.770
1776965825589,2026-04-23T17:37:05+00:00,SHORT,4699.32,4714.18,4699.32,14.860000000000582,0.22000000000025466,0.5,4700.990,-1.670,4703.180,-3.860,4702.320,-3.000,4702.330,-3.010
1776965910961,2026-04-23T17:38:30+00:00,SHORT,4699.15,4713.21,4699.15,14.0600000000004,0.22000000000025466,0.4727,4699.450,-0.300,4700.420,-1.270,4701.770,-2.620,4700.580,-1.430
1776966080016,2026-04-23T17:41:20+00:00,SHORT,4692.54,4702.799999999999,4692.54,10.259999999999309,0.22000000000025466,0.4998,4691.810,0.730,4691.020,1.520,4690.130,2.410,4685.110,7.430
1776966107472,2026-04-23T17:41:47+00:00,SHORT,4689.6900000000005,4699.26,4689.6900000000005,9.569999999999709,0.21999999999934516,0.5041,4690.050,-0.360,4688.730,0.960,4683.660,6.030,4684.570,5.120
1776966119006,2026-04-23T17:41:59+00:00,SHORT,4689.67,4699.23,4689.67,9.55999999999949,0.22000000000025466,0.4618,4688.710,0.960,4683.240,6.430,4690.720,-1.050,4680.820,8.850
1776966125762,2026-04-23T17:42:05+00:00,SHORT,4688.5,4698.0599999999995,4688.5,9.55999999999949,0.22000000000025466,0.4935,4685.950,2.550,4690.380,-1.880,4690.120,-1.620,4678.100,10.400
1776966129109,2026-04-23T17:42:09+00:00,SHORT,4687.04,4696.6,4687.04,9.5600000000004,0.22000000000025466,0.5,4682.870,4.170,4688.720,-1.680,4687.550,-0.510,4678.360,8.680
1776966130366,2026-04-23T17:42:10+00:00,SHORT,4685.9,4696.15,4685.9,10.25,0.21999999999934516,0.491,4683.260,2.640,4690.170,-4.270,4687.890,-1.990,4679.560,6.340
1776966132574,2026-04-23T17:42:12+00:00,SHORT,4685.79,4696.15,4685.79,10.359999999999673,0.22000000000025466,0.4563,4683.660,2.130,4692.040,-6.250,4688.160,-2.370,4680.060,5.730
1776966172762,2026-04-23T17:42:52+00:00,SHORT,4682.01,4696.15,4682.01,14.139999999999418,0.22000000000025466,0.4622,4681.540,0.470,4679.080,2.930,4680.100,1.910,4680.620,1.390
1776966174014,2026-04-23T17:42:54+00:00,SHORT,4681.74,4695.49,4681.74,13.75,0.22000000000025466,0.4489,4680.820,0.920,4680.240,1.500,4679.330,2.410,4681.700,0.040
1776966181180,2026-04-23T17:43:01+00:00,SHORT,4680.48,4695.4400000000005,4680.48,14.960000000000946,0.22000000000025466,0.4598,4678.360,2.120,4681.530,-1.050,4679.400,1.080,4681.300,-0.820
1776966184123,2026-04-23T17:43:04+00:00,SHORT,4678.32,4693.79,4678.32,15.470000000000255,0.21999999999934516,0.4909,4678.360,-0.040,4681.000,-2.680,4679.610,-1.290,4682.630,-4.310
1776966188707,2026-04-23T17:43:08+00:00,SHORT,4677.9400000000005,4693.79,4677.9400000000005,15.849999999999454,0.22000000000025466,0.4985,4681.390,-3.450,4680.100,-2.160,4681.270,-3.330,4680.120,-2.180
1776966260661,2026-04-23T17:44:20+00:00,SHORT,4677.9400000000005,4692.87,4677.9400000000005,14.929999999999382,0.21999999999934516,0.5,4676.170,1.770,4674.980,2.960,4676.510,1.430,4673.110,4.830
1776966262707,2026-04-23T17:44:22+00:00,SHORT,4677.360000000001,4690.57,4677.360000000001,13.209999999999127,0.21999999999934516,0.5043,4674.870,2.490,4674.420,2.940,4676.950,0.410,4673.270,4.090
1776966264664,2026-04-23T17:44:24+00:00,SHORT,4677.360000000001,4689.87,4677.360000000001,12.509999999999309,0.22000000000025466,0.4984,4673.600,3.760,4674.450,2.910,4676.450,0.910,4673.120,4.240
1776966265927,2026-04-23T17:44:25+00:00,SHORT,4676.280000000001,4688.450000000001,4676.280000000001,12.170000000000073,0.21999999999934516,0.4999,4674.360,1.920,4674.240,2.040,4676.620,-0.340,4672.420,3.860
1776966267160,2026-04-23T17:44:27+00:00,SHORT,4675.04,4688.43,4675.04,13.390000000000327,0.22000000000025466,0.4956,4674.920,0.120,4674.180,0.860,4676.890,-1.850,4671.310,3.730
1776966268366,2026-04-23T17:44:28+00:00,SHORT,4673.49,4688.43,4673.49,14.94000000000051,0.22000000000025466,0.5025,4675.520,-2.030,4674.390,-0.900,4676.650,-3.160,4671.410,2.080
1776966319567,2026-04-23T17:45:19+00:00,SHORT,4673.01,4688.38,4673.01,15.36999999999989,0.22000000000025466,0.5,4673.120,-0.110,4673.070,-0.060,4674.310,-1.300,4675.950,-2.940
1776966403127,2026-04-23T17:46:43+00:00,SHORT,4666.6,4678.26,4666.6,11.659999999999854,0.22000000000025466,0.5373,4664.840,1.760,4666.980,-0.380,4666.970,-0.370,4676.640,-10.040
1776966404763,2026-04-23T17:46:44+00:00,SHORT,4665.46,4678.26,4665.46,12.800000000000182,0.22000000000025466,0.4934,4665.610,-0.150,4667.440,-1.980,4667.680,-2.220,4678.640,-13.180
1776966406872,2026-04-23T17:46:46+00:00,SHORT,4664.92,4678.26,4664.92,13.340000000000146,0.21999999999934516,0.5126,4664.780,0.140,4665.390,-0.470,4667.150,-2.230,4678.820,-13.900
1776966408016,2026-04-23T17:46:48+00:00,SHORT,4664.57,4678.26,4664.57,13.69000000000051,0.22000000000025466,0.5115,4665.300,-0.730,4666.100,-1.530,4668.090,-3.520,4680.070,-15.500
1776966455532,2026-04-23T17:47:35+00:00,LONG,4678.26,4678.26,4664.5599999999995,13.700000000000728,0.22000000000025466,0.5623,4676.060,-2.200,4681.500,3.240,4681.580,3.320,4684.300,6.040
1776966467178,2026-04-23T17:47:47+00:00,LONG,4679.219999999999,4679.219999999999,4664.5599999999995,14.659999999999854,0.22000000000025466,0.5004,4680.550,1.330,4682.380,3.160,4683.850,4.630,4685.050,5.830
1776966469472,2026-04-23T17:47:49+00:00,LONG,4680.26,4680.26,4664.5599999999995,15.700000000000728,0.22000000000025466,0.5292,4679.940,-0.320,4683.020,2.760,4684.330,4.070,4685.380,5.120
1776966470676,2026-04-23T17:47:50+00:00,LONG,4681.33,4681.33,4664.5599999999995,16.770000000000437,0.21999999999934516,0.5024,4681.370,0.040,4683.170,1.840,4684.720,3.390,4685.470,4.140
1776966472632,2026-04-23T17:47:52+00:00,LONG,4681.37,4681.37,4664.5599999999995,16.8100000000004,0.22000000000025466,0.5059,4682.680,1.310,4683.920,2.550,4684.390,3.020,4684.480,3.110
1776966475028,2026-04-23T17:47:55+00:00,LONG,4681.389999999999,4681.389999999999,4664.5599999999995,16.829999999999927,0.21999999999934516,0.535,4681.640,0.250,4683.430,2.040,4684.360,2.970,4682.450,1.060
1776966476270,2026-04-23T17:47:56+00:00,LONG,4682.13,4682.13,4664.5599999999995,17.57000000000062,0.21999999999934516,0.4993,4681.950,-0.180,4683.600,1.470,4684.020,1.890,4682.680,0.550
1776966477967,2026-04-23T17:47:57+00:00,LONG,4682.77,4682.77,4664.5599999999995,18.210000000000946,0.22000000000025466,0.4969,4682.130,-0.640,4684.010,1.240,4684.260,1.490,4682.020,-0.750
1776966488214,2026-04-23T17:48:08+00:00,LONG,4683.219999999999,4683.219999999999,4664.5599999999995,18.659999999999854,0.22000000000025466,0.5,4683.140,-0.080,4684.360,1.140,4685.110,1.890,4682.190,-1.030
1776966490187,2026-04-23T17:48:10+00:00,LONG,4684.01,4684.01,4664.5599999999995,19.450000000000728,0.22000000000025466,0.5,4683.870,-0.140,4684.160,0.150,4684.500,0.490,4683.090,-0.920
1776966494269,2026-04-23T17:48:14+00:00,LONG,4684.530000000001,4684.530000000001,4664.5599999999995,19.970000000001164,0.22000000000025466,0.5,4684.170,-0.360,4684.300,-0.230,4684.790,0.260,4681.540,-2.990
1776966495721,2026-04-23T17:48:15+00:00,LONG,4684.530000000001,4684.530000000001,4664.5599999999995,19.970000000001164,0.21999999999934516,0.4989,4684.720,0.190,4684.010,-0.520,4685.280,0.750,4682.040,-2.490
1776966515962,2026-04-23T17:48:35+00:00,LONG,4684.77,4684.77,4664.799999999999,19.970000000001164,0.22000000000025466,0.5,4684.760,-0.010,4683.170,-1.600,4682.540,-2.230,4684.970,0.200
1776966517616,2026-04-23T17:48:37+00:00,LONG,4684.77,4684.77,4664.889999999999,19.88000000000102,0.21999999999934516,0.5,4685.640,0.870,4682.420,-2.350,4682.540,-2.230,4683.680,-1.090
1776966521776,2026-04-23T17:48:41+00:00,LONG,4685.29,4685.29,4665.34,19.949999999999818,0.22000000000025466,0.5,4685.210,-0.080,4682.140,-3.150,4682.390,-2.900,4683.530,-1.760
1776966564411,2026-04-23T17:49:24+00:00,LONG,4685.530000000001,4685.530000000001,4665.54,19.99000000000069,0.22000000000025466,0.5,4683.550,-1.980,4684.470,-1.060,4683.370,-2.160,4680.200,-5.330
1776967008872,2026-04-23T17:56:48+00:00,LONG,4704.76,4704.76,4693.73,11.030000000000655,0.22000000000025466,0.5,4705.290,0.530,4704.480,-0.280,4705.710,0.950,4706.120,1.360
1776967011767,2026-04-23T17:56:51+00:00,LONG,4705.780000000001,4705.780000000001,4694.530000000001,11.25,0.22000000000025466,0.5,4705.180,-0.600,4704.770,-1.010,4704.770,-1.010,4705.470,-0.310
1776967027177,2026-04-23T17:57:07+00:00,LONG,4705.9400000000005,4705.9400000000005,4694.530000000001,11.409999999999854,0.22000000000025466,0.5,4706.820,0.880,4705.110,-0.830,4704.950,-0.990,4705.900,-0.040
1776967031467,2026-04-23T17:57:11+00:00,LONG,4707.34,4707.34,4695.950000000001,11.389999999999418,0.21999999999934516,0.5,4706.110,-1.230,4705.640,-1.700,4704.600,-2.740,4706.620,-0.720
1776967315717,2026-04-23T18:01:55+00:00,LONG,4720.52,4720.52,4707.88,12.640000000000327,0.22000000000025466,0.5095,4716.110,-4.410,4716.260,-4.260,4714.420,-6.100,4716.480,-4.040
1776967316929,2026-04-23T18:01:56+00:00,LONG,4721.4400000000005,4721.4400000000005,4707.88,13.5600000000004,0.22000000000025466,0.5136,4715.550,-5.890,4715.320,-6.120,4714.020,-7.420,4716.480,-4.960
1776967506338,2026-04-23T18:05:06+00:00,SHORT,4712.13,4722.3099999999995,4712.13,10.179999999999382,0.21999999999934516,0.5,4712.110,0.020,4714.110,-1.980,4714.730,-2.600,4716.330,-4.200
1777022742708,2026-04-24T09:25:42+00:00,SHORT,4682.42,4691.96,4682.42,9.539999999999964,0.22000000000025466,0.5099,4683.420,-1.000,4685.130,-2.710,4686.650,-4.230,4686.370,-3.950
1777028698269,2026-04-24T11:04:58+00:00,LONG,4690.700000000001,4690.700000000001,4681.33,9.3700000000008,0.22000000000025466,0.5369,4692.430,1.730,4695.840,5.140,4692.110,1.410,4688.040,-2.660
1777028702567,2026-04-24T11:05:02+00:00,LONG,4691.1900000000005,4691.1900000000005,4681.33,9.860000000000582,0.22000000000025466,0.5325,4694.800,3.610,4692.980,1.790,4692.420,1.230,4687.470,-3.720
