entry_ts_unix,exit_ts_unix,symbol,side,engine,entry,exit,gross_pnl,mfe,mae,exit_reason,hold_sec,spread_at_entry,confluence_score
1726758000,1726815030,XAUUSD,SHORT,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,2581.47,2604.63,-0.231657,0.9735,23.4705,SL_HIT,57030,0,0
1726822800,1727189600,XAUUSD,LONG,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,2609.68,2647.11,0.374359,37.235,7.0765,TP_HIT,366800,0,0
1726822800,1727189600,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2609.68,2647.11,0.374359,37.235,7.0765,TP_HIT,366800,0,0
1726822800,1727189600,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,2609.68,2647.11,0.374359,37.235,7.0765,TP_HIT,366800,0,0
1727096400,1727206792,XAUUSD,LONG,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,2626.91,2662.3,0.35396,35.2005,4.213,TP_HIT,110392,0,0
1727233200,1727247910,XAUUSD,LONG,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,2669.95,2652.48,-0.174703,0.33,18.52,SL_HIT,14710,0,0
1727276400,1727692480,XAUUSD,LONG,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,2658.85,2642.25,-0.165983,26.747,16.8025,SL_HIT,416080,0,0
1727204400,1727693431,XAUUSD,LONG,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,2657.17,2638.53,-0.186401,28.427,19.178,SL_HIT,489031,0,0
1727197200,1727694152,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2653.41,2635.3,-0.181151,32.18,18.3185,SL_HIT,496952,0,0
1727197200,1727694152,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,2653.41,2635.3,-0.181151,32.18,18.3185,SL_HIT,496952,0,0
1727701200,1727789620,XAUUSD,SHORT,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2639.3,2659.49,-0.201987,14.516,20.6975,SL_HIT,88420,0,0
1727794800,1727964001,XAUUSD,LONG,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,2658.93,2640.3,-0.186241,14.2365,20.12,SL_HIT,169201,0,0
1727794800,1727964001,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2658.93,2640.3,-0.186241,14.2365,20.12,SL_HIT,169201,0,0
1728025200,1728045012,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2660.05,2644.84,-0.152085,3.17,15.453,SL_HIT,19812,0,0
1727744400,1728399702,XAUUSD,LONG,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,2636.26,2617.37,-0.188839,36.9035,19.0315,SL_HIT,655302,0,0
1728406800,1728603045,XAUUSD,SHORT,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,2609.29,2633.49,-0.242077,6.115,24.6475,SL_HIT,196245,0,0
1728406800,1728603045,XAUUSD,SHORT,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2609.29,2633.49,-0.242077,6.115,24.6475,SL_HIT,196245,0,0
1728406800,1728603045,XAUUSD,SHORT,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,2609.29,2633.49,-0.242077,6.115,24.6475,SL_HIT,196245,0,0
1728673200,1728969850,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,2658.49,2640.89,-0.17602,8.4225,17.818,SL_HIT,296650,0,0
1728424800,1729008696,XAUUSD,LONG,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,2620.64,2668.53,0.478897,47.717,17.467,TP_HIT,583896,0,0
1728608400,1729044086,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2633.74,2669.19,0.354559,35.24,0.75,TP_HIT,435686,0,0
1728622800,1729069210,XAUUSD,LONG,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,2645.41,2680.64,0.352314,35.0515,9.1565,TP_HIT,446410,0,0
1729047600,1729215011,XAUUSD,LONG,XauTrendFollow2h_2h_InsideBar_sl2.0tp4.0,2667.95,2700.64,0.326953,32.575,2.58,TP_HIT,167411,0,0
1729076400,1729216147,XAUUSD,LONG,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,2674.18,2705.97,0.317931,31.775,7.3285,TP_HIT,139747,0,0
1729069200,1729218700,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2679.45,2711.16,0.317152,31.488,12.5985,TP_HIT,149500,0,0
1729069200,1729218700,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,2679.45,2711.16,0.317152,31.488,12.5985,TP_HIT,149500,0,0
1729220400,1729515684,XAUUSD,LONG,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,2707.99,2740.11,0.321182,31.9425,6.219,TP_HIT,295284,0,0
1729220400,1729515684,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2707.99,2740.11,0.321182,31.9425,6.219,TP_HIT,295284,0,0
1729220400,1729515684,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,2707.99,2740.11,0.321182,31.9425,6.219,TP_HIT,295284,0,0
1729522800,1729671476,XAUUSD,LONG,XauTrendFollow2h_2h_Keltner_K2_sl2.0tp4.0,2725.16,2756.42,0.312627,31.085,10.8265,TP_HIT,148676,0,0
1729522800,1729671476,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N20_sl2.0tp4.0,2725.16,2756.42,0.312627,31.085,10.8265,TP_HIT,148676,0,0
1729522800,1729671476,XAUUSD,LONG,XauTrendFollow2h_2h_Donchian_N50_sl2.0tp4.0,2725.16,2756.42,0.312627,31.085,10.8265,TP_HIT,148676,0,0
