timestamp,open,high,low,close
1546300800000,125.692,125.846,125.652,125.725
1546387200000,125.725,125.733,119.063,121.528
1546473600000,121.528,123.411,121.283,122.844
1546560000000,122.844,123.855,122.583,123.647
1546646400000,123.647,123.647,123.647,123.647
1546732800000,123.661,123.915,123.614,123.856
1546819200000,123.856,124.799,123.403,124.69
1546905600000,124.691,124.859,124.119,124.599
1546992000000,124.601,125.094,124.461,125.005
1547078400000,125.006,125.065,124.358,124.625
1547164800000,124.625,124.996,124.234,124.471
1547251200000,124.471,124.471,124.471,124.471
1547337600000,124.359,124.428,124.257,124.281
1547424000000,124.28,124.366,123.768,124.177
1547510400000,124.178,124.852,123.397,124.016
1547596800000,124.016,124.416,123.523,124.298
1547683200000,124.298,124.68,123.738,124.334
1547769600000,124.334,124.973,124.316,124.705
1547856000000,124.705,124.705,124.705,124.705
1547942400000,124.632,124.752,124.621,124.658
1548028800000,124.659,124.829,124.509,124.687
1548115200000,124.686,124.708,124.044,124.264
1548201600000,124.264,124.938,124.261,124.679
1548288000000,124.68,124.898,123.784,123.982
1548374400000,123.981,125.315,123.923,124.943
1548460800000,124.943,124.943,124.943,124.943
1548547200000,124.889,125.035,124.836,124.87
1548633600000,124.87,125.012,124.598,124.876
1548720000000,124.876,125.236,124.683,125.131
1548806400000,125.131,125.463,124.882,125.16
1548892800000,125.161,125.294,124.492,124.609
1548979200000,124.609,125.734,124.362,125.428
1549065600000,125.428,125.428,125.428,125.428
1549152000000,125.397,125.476,125.358,125.359
1549238400000,125.358,125.945,125.355,125.761
1549324800000,125.765,125.872,125.28,125.431
1549411200000,125.431,125.436,124.817,125.017
1549497600000,125.017,125.067,124.346,124.453
1549584000000,124.453,124.694,124.173,124.224
1549670400000,124.224,124.224,124.224,124.224
1549756800000,124.225,124.396,124.225,124.354
1549843200000,124.354,124.877,124.335,124.508
1549929600000,124.509,125.27,124.448,125.249
1550016000000,125.25,125.536,124.89,124.958
1550102400000,124.958,125.453,124.698,124.85
1550188800000,124.849,124.857,124.229,124.754
1550275200000,124.754,124.754,124.754,124.754
1550361600000,124.711,124.914,124.698,124.892
1550448000000,124.891,125.271,124.797,125.099
1550534400000,125.101,125.538,124.767,125.396
1550620800000,125.395,125.936,125.39,125.659
1550707200000,125.66,125.868,125.323,125.535
1550793600000,125.537,125.776,125.364,125.385
1550880000000,125.385,125.385,125.385,125.385
1550966400000,125.426,125.654,125.359,125.639
1551052800000,125.64,126.302,125.38,126.196
1551139200000,126.194,126.226,125.717,125.954
1551225600000,125.954,126.347,125.536,126.157
1551312000000,126.157,126.904,125.888,126.654
1551398400000,126.651,127.499,126.646,127.167
1551484800000,127.167,127.167,127.167,127.167
1551571200000,127.302,127.38,127.152,127.327
1551657600000,127.327,127.35,126.444,126.717
1551744000000,126.718,126.936,126.361,126.478
1551830400000,126.478,126.533,126.174,126.279
1551916800000,126.279,126.429,124.669,125.017
1552003200000,125.018,125.024,124.273,124.861
1552089600000,124.861,124.861,124.861,124.861
1552176000000,124.674,124.861,124.667,124.832
1552262400000,124.761,125.465,124.48,125.352
1552348800000,125.351,125.826,125.07,125.636
1552435200000,125.636,126.14,125.454,126.006
1552521600000,126.005,126.564,125.934,126.354
1552608000000,126.355,126.57,126.12,126.228
1552694400000,126.228,126.228,126.228,126.228
1552780800000,126.183,126.297,126.182,126.268
1552867200000,126.269,126.691,126.146,126.275
1552953600000,126.276,126.615,126.093,126.538
1553040000000,126.539,126.789,126.259,126.469
1553126400000,126.471,126.602,125.684,126.039
1553212800000,126.04,126.178,123.82,124.222
1553299200000,124.222,124.222,124.222,124.222
1553385600000,124.1,124.432,124.09,124.358
1553472000000,124.359,124.818,123.878,124.532
1553558400000,124.53,125.008,124.427,124.657
1553644800000,124.655,124.737,124.049,124.338
1553731200000,124.338,124.426,123.653,124.237
1553817600000,124.235,124.637,124.142,124.331
1553904000000,124.331,124.331,124.331,124.331
1553990400000,124.64,124.677,124.436,124.563
1554076800000,124.562,124.952,124.524,124.876
1554163200000,124.877,124.879,124.476,124.701
1554249600000,124.703,125.448,124.607,125.26
1554336000000,125.259,125.391,124.968,125.302
1554422400000,125.299,125.509,125.237,125.246
1554508800000,125.246,125.246,125.246,125.246
1554595200000,125.25,125.349,125.189,125.322
1554681600000,125.322,125.618,124.984,125.442
1554768000000,125.443,125.618,125.127,125.149
1554854400000,125.151,125.454,124.777,125.148
1554940800000,125.15,125.716,125.148,125.713
1555027200000,125.712,126.766,125.686,126.542
1555113600000,126.542,126.542,126.542,126.542
1555200000000,126.54,126.682,126.509,126.636
1555286400000,126.636,126.792,126.492,126.552
1555372800000,126.552,126.682,126.198,126.346
1555459200000,126.346,126.809,126.311,126.539
1555545600000,126.539,126.561,125.652,125.81
1555632000000,125.81,125.883,125.717,125.784
1555718400000,125.784,125.784,125.784,125.784
1555804800000,125.768,125.851,125.717,125.837
1555891200000,125.838,126.067,125.749,126.019
1555977600000,126.02,126.051,125.279,125.569
1556064000000,125.572,125.597,124.803,125.137
1556150400000,125.14,125.232,124.21,124.292
1556236800000,124.292,124.714,124.088,124.404
1556323200000,124.404,124.404,124.404,124.404
1556409600000,124.389,124.515,124.387,124.492
1556496000000,124.493,125.097,124.461,124.966
1556582400000,124.967,125.089,124.473,124.995
1556668800000,124.995,125.231,124.705,124.871
1556755200000,124.868,125.122,124.552,124.584
1556841600000,124.584,124.617,124.279,124.453
1556928000000,124.453,124.453,124.453,124.453
1557014400000,123.539,124.098,123.534,123.746
1557100800000,123.747,124.296,123.36,124.109
1557187200000,124.109,124.251,123.107,123.381
1557273600000,123.379,123.518,123.109,123.208
1557360000000,123.208,123.265,122.484,123.205
1557446400000,123.203,123.614,123.042,123.505
1557532800000,123.505,123.505,123.505,123.505
1557619200000,123.279,123.452,123.173,123.197
1557705600000,123.197,123.34,122.548,122.606
1557792000000,122.607,123.4,122.605,122.872
1557878400000,122.872,123.09,122.079,122.684
1557964800000,122.682,122.963,122.54,122.772
1558051200000,122.773,122.996,122.272,122.791
1558137600000,122.791,122.791,122.791,122.791
1558224000000,122.891,123.03,122.818,123.003
1558310400000,123.006,123.191,122.535,122.936
1558396800000,122.935,123.745,122.673,123.437
1558483200000,123.438,123.507,122.94,122.949
1558569600000,122.951,123.049,122.146,122.53
1558656000000,122.53,122.822,122.433,122.46
1558742400000,122.46,122.46,122.46,122.46
1558828800000,122.512,122.656,122.501,122.599
1558915200000,122.6,122.804,122.468,122.582
1559001600000,122.582,122.701,122.001,122.129
1559088000000,122.129,122.211,121.578,122.014
1559174400000,122.015,122.258,121.671,121.685
1559260800000,121.685,121.841,120.918,120.92
1559347200000,120.92,120.92,120.92,120.92
1559433600000,120.863,120.993,120.84,120.925
1559520000000,120.924,121.65,120.784,121.495
1559606400000,121.495,121.841,121.302,121.83
1559692800000,121.83,122.265,121.474,121.63
1559779200000,121.631,122.394,121.237,122.29
1559865600000,122.292,122.716,122.099,122.588
1559952000000,122.588,122.588,122.588,122.588
1560038400000,122.835,122.921,122.719,122.758
1560124800000,122.756,122.922,122.623,122.641
1560211200000,122.641,123.178,122.622,122.899
1560297600000,122.899,123.004,122.417,122.515
1560384000000,122.515,122.56,122.135,122.183
1560470400000,122.183,122.264,121.591,121.688
1560556800000,121.688,121.688,121.688,121.688
1560643200000,121.604,121.802,121.589,121.772
1560729600000,121.774,122.125,121.645,121.833
1560816000000,121.832,121.87,121.064,121.591
1560902400000,121.591,121.653,121.17,121.471
1560988800000,121.472,121.921,121.085,121.187
1561075200000,121.186,122.124,120.95,121.969
1561161600000,121.969,121.969,121.969,121.969
1561248000000,122.017,122.23,121.975,122.164
1561334400000,122.165,122.394,122.126,122.353
1561420800000,122.353,122.465,121.65,121.837
