bar_start_ms,open,high,low,close
1753930800000,44591.703,44594.35,44579.34,44589.242
1753931700000,44588.84,44595.863,44567.85,44571.363
1753932600000,44570.875,44584.33,44569.34,44581.125
1753933500000,44581.887,44595.875,44580.363,44592.387
1753934400000,44593.4,44612.85,44593.363,44607.863
1753935300000,44607.387,44616.617,44597.363,44598.816
1753936200000,44595.73,44622.863,44589.35,44618.133
1753937100000,44618.84,44618.887,44609.316,44613.805
1753938000000,44613.863,44613.863,44589.098,44598.305
1753938900000,44599.598,44601.816,44588.83,44596.33
1753939800000,44596.36,44608.887,44590.363,44607.863
1753940700000,44608.375,44627.84,44599.613,44617.35
1753941600000,44618.098,44629.9,44598.33,44600.363
1753942500000,44600.363,44608.34,44592.875,44600.75
1753943400000,44599.957,44610.066,44590.35,44607.33
1753944300000,44607.875,44620.598,44604.85,44607.117
1753945200000,44612.97,44620.652,44590.6,44598.688
1753946100000,44599.188,44658.6,44598.6,44656.6
1753947000000,44658.906,44684.9,44642.676,44681.6
1753947900000,44682.64,44694.37,44663.152,44668.652
1753948800000,44666.14,44674.664,44626.113,44660.367
1753949700000,44660.4,44676.9,44649.52,44656.64
1753950600000,44655.664,44670.7,44645.906,44651.688
1753951500000,44649.6,44684.664,44647.902,44659.688
1753952400000,44661.18,44662.63,44639.176,44641.6
1753953300000,44639.63,44648.9,44635.4,44638.176
1753954200000,44635.664,44635.87,44600.664,44623.6
1753955100000,44624.14,44638.113,44619.13,44623.13
1753956000000,44622.2,44632.676,44609.906,44619.664
1753956900000,44620.13,44628.688,44614.613,44616.6
1753957800000,44618.17,44631.613,44604.188,44609.9
1753958700000,44609.2,44626.652,44561.7,44563.7
1753959600000,44563.64,44594.64,44534.945,44563.4
1753960500000,44562.2,44570.63,44557.63,44563.164
1753961400000,44562.2,44583.914,44560.152,44575.87
1753962300000,44576.152,44587.906,44553.7,44561.773
1753963200000,44564.883,44586.1,44561.13,44572.6
1753964100000,44572.2,44593.6,44562.63,44582.7
1753965000000,44581.7,44605.406,44557.12,44576.9
1753965900000,44575.89,44594.113,44562.36,44566.113
1753966800000,44565.176,44569.4,44545.664,44546.2
1753967700000,44545.676,44548.9,44504.363,44520.61
1753968600000,44529.746,44578.816,44432.484,44503.72
1753969500000,44505.32,44610.375,44479.1,44591.98
1753970400000,44596.742,44620.492,44518.98,44536.883
1753971300000,44536.9,44562.84,44497.387,44523.305
1753972200000,44521.316,44569.34,44518.35,44542.23
1753973100000,44543.07,44549.113,44418.883,44422.598
1753974000000,44423.883,44459.84,44330.336,44335.617
1753974900000,44335.867,44368.34,44291.375,44361.816
1753975800000,44358.4,44474.098,44355.863,44466.816
1753976700000,44464.96,44470.85,44427.598,44468.363
1753977600000,44466.875,44490.844,44429.75,44457.33
1753978500000,44454.96,44495.492,44454.96,44488.887
1753979400000,44489.9,44521.957,44473.062,44501.203
1753980300000,44500.375,44516.305,44466.86,44513.098
1753981200000,44513.375,44513.375,44447.09,44453.375
1753982100000,44453.086,44469.867,44273.383,44307.598
1753983000000,44306.863,44374.363,44253.363,44362.117
1753983900000,44362.316,44395.09,44262.992,44283.613
1753984800000,44283.4,44326.363,44219.086,44223.117
