ts,o,h,l,c,spr
1782101700,4178.5050,4180.9750,4178.4550,4180.4100,0.6572
1782101760,4180.7700,4181.0900,4178.0050,4178.6200,0.6431
1782101820,4178.6350,4178.6350,4173.9815,4175.6750,0.6521
1782101880,4175.6550,4176.8400,4173.9400,4174.7950,0.6669
1782101940,4174.8000,4176.9750,4174.7850,4176.2850,0.6596
1782102000,4176.2900,4177.3750,4175.2350,4175.5500,0.6676
1782102060,4175.6650,4176.5850,4173.9415,4174.1650,0.6358
1782102120,4174.1700,4176.5200,4173.7250,4176.5050,0.6623
1782102180,4176.5600,4178.1050,4175.3615,4176.0900,0.6713
1782102240,4176.1200,4179.6350,4176.1200,4178.9750,0.6758
1782102300,4178.9850,4180.5050,4178.8550,4180.3750,0.6711
1782102360,4180.3850,4181.0700,4179.0450,4179.5700,0.6565
1782102420,4179.6150,4179.6150,4177.7900,4178.5850,0.6717
1782102480,4178.5650,4180.6550,4178.5050,4179.8050,0.6710
1782102540,4179.8150,4180.4650,4179.3350,4180.1250,0.6949
1782102600,4180.0950,4180.8650,4179.7450,4180.0900,0.6876
1782102660,4180.1500,4180.6950,4179.6700,4179.8950,0.6255
1782102720,4179.8850,4180.0950,4177.9500,4178.4950,0.6561
1782102780,4178.6400,4179.6600,4178.2650,4179.5200,0.6408
1782102840,4179.5400,4180.6100,4179.1350,4180.0300,0.6538
1782102900,4180.0150,4180.0600,4178.7200,4178.9000,0.6448
1782102960,4178.9450,4178.9450,4177.9500,4178.3300,0.6389
1782103020,4178.3150,4178.7550,4177.1050,4177.1550,0.6253
1782103080,4177.1600,4178.2300,4177.0750,4177.3850,0.6499
1782103140,4177.5550,4177.7200,4176.2815,4176.2865,0.6093
1782103200,4176.3115,4176.7550,4175.3850,4176.0950,0.6608
1782103260,4176.0800,4176.8500,4175.8350,4176.2750,0.6367
1782103320,4176.2600,4176.3650,4175.9250,4176.1100,0.6902
1782103380,4176.1200,4176.4100,4175.2100,4175.6350,0.6513
1782103440,4175.6050,4176.3000,4175.1550,4175.7650,0.6468
1782103500,4175.7600,4176.7800,4175.5450,4175.5450,0.6401
1782103560,4175.5150,4176.2950,4174.9650,4176.2650,0.6550
1782103620,4176.2750,4178.3185,4175.4350,4178.1250,0.6680
1782103680,4178.1900,4178.8950,4177.9700,4178.0350,0.6417
1782103740,4178.0150,4178.0850,4177.3850,4177.3850,0.6622
1782103800,4177.0700,4177.1250,4175.1650,4175.8700,0.6553
1782103860,4175.8750,4176.4150,4174.8150,4176.1700,0.6388
1782103920,4176.0850,4176.7950,4175.9450,4176.2600,0.6460
1782103980,4176.2450,4177.6150,4176.0135,4177.2800,0.6606
1782104040,4177.3100,4177.3600,4175.4200,4175.4800,0.6570
1782104100,4175.4550,4176.5350,4174.9750,4175.9700,0.6227
1782104160,4176.0050,4176.0400,4172.1950,4172.3450,0.6502
1782104220,4172.4350,4172.4700,4170.7950,4171.7100,0.6646
1782104280,4171.7300,4172.9550,4171.7300,4172.0000,0.6603
1782104340,4171.9400,4172.4900,4171.3100,4171.5900,0.6621
1782104400,4171.6350,4172.7150,4171.0900,4171.9450,0.6712
1782104460,4171.9850,4172.4650,4170.7400,4170.9150,0.6507
1782104520,4170.9900,4172.1500,4170.9900,4172.0650,0.6850
1782104580,4172.0350,4173.4150,4171.4950,4173.0950,0.6710
1782104640,4173.1150,4175.3450,4173.0800,4174.0600,0.6571
1782104700,4174.0000,4174.6500,4173.7500,4174.6400,0.6509
1782104760,4174.3900,4174.4100,4173.7000,4174.2800,0.6556
1782104820,4174.2100,4176.5485,4174.2100,4176.5035,0.6205
1782104880,4176.5700,4177.1000,4175.8450,4176.1950,0.6624
1782104940,4176.2550,4178.4050,4176.0900,4177.7300,0.6713
1782105000,4177.7050,4178.4400,4177.5750,4177.7850,0.6717
1782105060,4177.7600,4177.8700,4176.1950,4177.3350,0.6834
1782105120,4177.3250,4177.7550,4176.8000,4177.7550,0.6818
1782105180,4177.7800,4177.7950,4176.9850,4177.3600,0.6744
1782105240,4177.3850,4178.1350,4176.3250,4176.4200,0.6712
1782105300,4176.4750,4176.7700,4175.4765,4176.0550,0.6722
1782105360,4176.0950,4177.4800,4175.5015,4177.2800,0.6514
1782105420,4177.2650,4177.7600,4177.0100,4177.3850,0.6468
1782105480,4177.3200,4177.3350,4176.1800,4176.1950,0.6762
1782105540,4176.1550,4176.7200,4175.7500,4176.3050,0.6660
1782105600,4176.3250,4178.0850,4176.3250,4177.8200,0.6811
1782105660,4177.7900,4177.8000,4176.9950,4177.1200,0.6588
1782105720,4177.1500,4179.0100,4177.1100,4178.7700,0.6576
1782105780,4178.8000,4178.8000,4176.5200,4177.0300,0.6435
1782105840,4177.0450,4177.1450,4175.9100,4176.4500,0.6878
1782105900,4176.4500,4176.7700,4175.6750,4175.7400,0.6816
1782105960,4175.7300,4176.7150,4175.7150,4176.4600,0.6944
1782106020,4176.5000,4176.5050,4174.5950,4174.6050,0.6362
1782106080,4174.5250,4177.5050,4174.5000,4177.4550,0.6372
1782106140,4177.4000,4177.4300,4176.2400,4176.4850,0.6609
1782106200,4176.5050,4176.9450,4175.9150,4176.6400,0.6607
1782106260,4176.6250,4177.7700,4176.6250,4177.1200,0.6603
1782106320,4177.1000,4177.3600,4176.2550,4177.2250,0.6658
1782106380,4177.1550,4177.6650,4176.7600,4176.9650,0.6715
1782106440,4176.9900,4177.1900,4175.9950,4176.4500,0.6604
1782106500,4176.4150,4176.6950,4176.1100,4176.2100,0.6428
1782106560,4176.1750,4178.8300,4175.2600,4178.2300,0.6476
1782106620,4178.1650,4178.9950,4176.2350,4176.9300,0.6528
1782106680,4176.8750,4177.6150,4176.0500,4177.5900,0.6499
1782106740,4177.5850,4178.3700,4177.3250,4178.0200,0.6548
1782106800,4178.0650,4178.3450,4177.4800,4177.4850,0.6424
1782106860,4177.4350,4177.5150,4174.8200,4175.3400,0.6548
1782106920,4175.2800,4176.0300,4175.2750,4176.0250,0.6795
1782106980,4176.0100,4176.6350,4175.7650,4176.2300,0.6563
1782107040,4176.1385,4176.9500,4175.4650,4176.8700,0.6665
1782107100,4176.8800,4177.8900,4176.2500,4177.7100,0.6588
1782107160,4177.7700,4180.0000,4177.7500,4179.2700,0.6672
1782107220,4179.3350,4179.5800,4178.1050,4178.1050,0.6766
1782107280,4178.0950,4178.2950,4177.1000,4177.2600,0.6788
1782107340,4177.1900,4179.1350,4176.9600,4179.0250,0.6597
1782107400,4179.0000,4179.1550,4178.4750,4179.1050,0.6556
1782107460,4179.3885,4180.0500,4178.8250,4179.1700,0.6455
1782107520,4179.1450,4180.2550,4178.9250,4180.2550,0.6525
1782107580,4180.1000,4180.2750,4179.7200,4180.0350,0.6401
1782107640,4180.0700,4180.1250,4178.1100,4178.1500,0.6296
1782107700,4178.1650,4178.8900,4177.7100,4178.7700,0.6519
1782107760,4178.7750,4178.8400,4177.7150,4177.8900,0.6023
1782107820,4177.9300,4180.1650,4177.4400,4180.1550,0.5325
1782107880,4180.1500,4181.0300,4180.0600,4180.0850,0.6066
1782107940,4180.0200,4182.3100,4180.0200,4181.8950,0.6543
1782108000,4181.7215,4182.2450,4180.6850,4181.7050,0.6688
1782108060,4181.6150,4182.2900,4180.7550,4181.0550,0.6438
1782108120,4181.0450,4182.0450,4180.3850,4181.7250,0.6066
1782108180,4181.7450,4181.9600,4181.1050,4181.3750,0.5799
1782108240,4181.3650,4181.9850,4180.5250,4181.8850,0.5566
1782108300,4181.8750,4182.1900,4179.7600,4179.9950,0.5690
1782108360,4179.9850,4181.3000,4179.4950,4181.2550,0.5734
1782108420,4181.3100,4182.7100,4180.7200,4182.5900,0.5463
1782108480,4182.6550,4184.6550,4182.1900,4184.4850,0.5769
1782108540,4184.4350,4184.7700,4183.5700,4183.8000,0.5859
1782108600,4183.7400,4186.1365,4183.3650,4184.1300,0.6408
1782108660,4184.1050,4184.1050,4182.5800,4182.8900,0.6518
1782108720,4182.9300,4184.6150,4182.9300,4184.0750,0.6654
1782108780,4184.0300,4186.4950,4183.7700,4185.7150,0.6407
1782108840,4185.6950,4185.8850,4185.0550,4185.5150,0.6629
1782108900,4185.4850,4187.2300,4185.4850,4186.8950,0.6634
1782108960,4186.8550,4186.9050,4184.6150,4185.3950,0.6637
1782109020,4185.4850,4187.8100,4185.2600,4187.6300,0.6500
1782109080,4187.6200,4188.0850,4186.4050,4187.5200,0.6506
1782109140,4187.4100,4187.4450,4185.5200,4186.6400,0.6587
1782109200,4186.5600,4187.9800,4186.5550,4187.8400,0.6596
1782109260,4187.8750,4187.9350,4186.9900,4187.2950,0.6564
1782109320,4187.2850,4187.9850,4187.1800,4187.1900,0.6571
1782109380,4187.1700,4188.1600,4186.7450,4187.3950,0.6719
1782109440,4187.4250,4188.8700,4186.9950,4188.8700,0.6678
1782109500,4188.8600,4189.3035,4188.0950,4188.4050,0.6597
1782109560,4188.4300,4188.4300,4187.6350,4188.3450,0.6644
1782109620,4188.2950,4188.9350,4187.9300,4188.2165,0.6632
1782109680,4188.2150,4189.3150,4187.5150,4189.3000,0.6655
1782109740,4189.4300,4194.4100,4189.3150,4194.0700,0.6796
1782109800,4194.1385,4196.8750,4190.5650,4190.8300,0.7021
1782109860,4190.9500,4191.6750,4189.4500,4191.0200,0.6781
1782109920,4191.0000,4192.3200,4190.0050,4190.4800,0.6596
1782109980,4190.4600,4192.5450,4189.7300,4190.9400,0.6731
1782110040,4190.9000,4192.9750,4190.2600,4191.3900,0.6709
1782110100,4191.3400,4194.1350,4191.1300,4193.8250,0.6792
1782110160,4193.7550,4198.0550,4192.9500,4196.2500,0.6801
1782110220,4196.5400,4196.8150,4194.5950,4196.2500,0.6731
1782110280,4196.2700,4197.2400,4195.8200,4196.9450,0.6720
1782110340,4196.9700,4197.3850,4195.6850,4196.8200,0.6667
1782110400,4196.7850,4198.6700,4193.8400,4194.3000,0.6579
1782110460,4194.4050,4194.9600,4193.5900,4193.7700,0.6515
1782110520,4193.8800,4195.5450,4193.2800,4195.0050,0.6451
1782110580,4194.9500,4195.0050,4192.8500,4193.1900,0.6480
1782110640,4193.2400,4193.8950,4192.2200,4193.2700,0.6203
1782110700,4193.2650,4194.1250,4192.5100,4193.9500,0.6759
1782110760,4193.9800,4194.1200,4191.4300,4192.1700,0.6776
1782110820,4192.2100,4193.9300,4191.5600,4192.3550,0.6470
1782110880,4192.3700,4192.6200,4190.4250,4191.2550,0.6562
1782110940,4191.4900,4193.8300,4190.7400,4193.5400,0.6685
1782111000,4193.5300,4193.7550,4192.1300,4193.4200,0.6771
1782111060,4193.5350,4194.9200,4192.5700,4193.6150,0.6661
1782111120,4193.6400,4196.4035,4193.3850,4195.8300,0.6717
1782111180,4195.8450,4196.4385,4195.5300,4196.2150,0.6597
1782111240,4196.2450,4196.8700,4195.6750,4196.0300,0.6513
1782111300,4196.0400,4196.9300,4194.8700,4196.8700,0.6526
1782111360,4196.8600,4197.0200,4195.7150,4196.1050,0.6661
1782111420,4196.1600,4196.1650,4193.2865,4194.8600,0.6609
1782111480,4194.9450,4195.8700,4194.7350,4195.3050,0.6618
1782111540,4195.2900,4195.3800,4193.5550,4193.8700,0.6635
1782111600,4193.8400,4195.4800,4193.0665,4194.7500,0.6050
1782111660,4194.8000,4195.4900,4193.8600,4194.5400,0.6060
1782111720,4194.5950,4195.5150,4193.8850,4194.6200,0.6063
1782111780,4194.5950,4196.4600,4193.3250,4193.6000,0.6007
1782111840,4193.2750,4193.4250,4191.2700,4191.6050,0.6003
1782111900,4191.7150,4193.7700,4191.4900,4193.7700,0.5879
1782111960,4193.7700,4194.4200,4192.8150,4193.8150,0.5961
1782112020,4193.7900,4195.3500,4193.0250,4195.0900,0.5953
1782112080,4195.0550,4195.7100,4194.0550,4195.0400,0.5755
1782112140,4194.9000,4197.2050,4193.6700,4196.8050,0.5953
1782112200,4196.8250,4198.5450,4196.3250,4197.5150,0.5857
1782112260,4197.4650,4197.4950,4195.5500,4195.5500,0.5868
1782112320,4195.5750,4196.7650,4195.3250,4196.5350,0.5973
1782112380,4196.5750,4197.5300,4194.1050,4195.1700,0.5973
1782112440,4195.2000,4195.5350,4193.4700,4194.5900,0.5996
1782112500,4194.5550,4196.6600,4193.9550,4196.1300,0.5904
1782112560,4196.1600,4196.2950,4195.1100,4195.9450,0.5943
1782112620,4195.7250,4198.1800,4195.4750,4197.2700,0.5975
1782112680,4197.3300,4200.0600,4196.8200,4198.2200,0.6079
1782112740,4198.2500,4198.5400,4197.0300,4197.6650,0.5941
1782112800,4197.7750,4198.2550,4196.4360,4198.1550,0.5916
1782112860,4198.1150,4198.6250,4195.7200,4196.3850,0.5937
1782112920,4196.2550,4197.5000,4196.0700,4197.0750,0.5822
1782112980,4197.1400,4198.8250,4196.9600,4198.3750,0.5941
1782113040,4198.3800,4200.7700,4198.1200,4200.5350,0.5957
1782113100,4200.5650,4200.8050,4198.5850,4198.7300,0.6323
1782113160,4198.7100,4198.9850,4197.7100,4197.7150,0.6507
1782113220,4197.6950,4199.1550,4197.6950,4198.3050,0.5911
1782113280,4198.3750,4198.5350,4196.1700,4197.1800,0.5874
1782113340,4197.2200,4198.0650,4196.3950,4196.7000,0.5990
1782113400,4196.6750,4197.1050,4194.8650,4197.1050,0.5801
1782113460,4197.0250,4197.1250,4195.3500,4196.5350,0.5938
1782113520,4196.6000,4198.4600,4196.0600,4196.6550,0.5904
1782113580,4196.7150,4198.4750,4196.7150,4198.4700,0.5994
1782113640,4198.4600,4199.0750,4197.7850,4198.8450,0.5768
1782113700,4199.0050,4199.8250,4198.5400,4199.6450,0.5918
1782113760,4199.6050,4199.6050,4197.3300,4198.7600,0.5914
1782113820,4198.7400,4200.1950,4197.7400,4198.5200,0.5895
1782113880,4198.5400,4199.2250,4198.0400,4198.5200,0.5821
1782113940,4198.5100,4199.3850,4198.0950,4198.5600,0.5890
1782114000,4198.5350,4199.4200,4197.2250,4199.3700,0.5889
1782114060,4199.6050,4200.6400,4199.4150,4200.3250,0.5835
1782114120,4200.2750,4200.6450,4199.6800,4199.8950,0.5776
1782114180,4199.9600,4200.3050,4199.4300,4200.1000,0.5349
1782114240,4200.1350,4202.5400,4199.7950,4202.2100,0.5670
1782114300,4202.2400,4204.6750,4202.2400,4204.2800,0.5933
1782114360,4204.0550,4204.3350,4202.0050,4202.0350,0.5895
1782114420,4202.0100,4202.9850,4201.4850,4202.5100,0.5961
1782114480,4202.4950,4202.8600,4202.1150,4202.2950,0.5833
1782114540,4202.2750,4203.7300,4202.1850,4202.5000,0.5900
1782114600,4202.4800,4204.7800,4202.4800,4204.3800,0.5825
1782114660,4204.4065,4207.5000,4204.1000,4206.3650,0.5987
1782114720,4206.4200,4206.4535,4205.6450,4205.8250,0.5864
1782114780,4205.8500,4205.9400,4204.1500,4204.7500,0.5770
1782114840,4204.8600,4205.8900,4204.2400,4204.2800,0.5834
1782114900,4204.2200,4205.2600,4202.5350,4204.4950,0.4831
1782114960,4204.4500,4205.7500,4203.8750,4204.5300,0.4571
1782115020,4204.4950,4204.4950,4200.1015,4200.1550,0.4889
1782115080,4200.2165,4200.2915,4197.0965,4197.8750,0.6381
1782115140,4197.9800,4198.8350,4197.2715,4197.6015,0.5866
1782115200,4197.5965,4199.1865,4197.2965,4197.3950,0.6449
1782115260,4197.4300,4198.5500,4197.3065,4198.2000,0.6539
1782115320,4198.2250,4201.0215,4198.2250,4200.9415,0.6392
1782115380,4200.8700,4200.9265,4198.7950,4199.2000,0.6193
1782115440,4199.2400,4199.8400,4197.5700,4198.7400,0.5847
1782115500,4198.8650,4199.5150,4197.5015,4199.5150,0.5869
1782115560,4199.6900,4201.3650,4199.5050,4200.8650,0.6000
1782115620,4200.8400,4201.3350,4199.4700,4199.9550,0.6050
1782115680,4200.0000,4201.4350,4199.7950,4200.5450,0.6043
1782115740,4200.6250,4200.8650,4199.8350,4199.9750,0.6017
1782115800,4200.0450,4201.0650,4198.5750,4199.5950,0.5972
1782115860,4199.6200,4199.9650,4198.6750,4199.8050,0.5883
1782115920,4199.8300,4200.8150,4199.2250,4200.7750,0.6015
1782115980,4200.8000,4201.0000,4199.1050,4199.2400,0.5893
1782116040,4199.2750,4200.6750,4198.9750,4199.3950,0.5768
1782116100,4199.4200,4201.9550,4199.4200,4201.1150,0.6051
1782116160,4201.0050,4201.0650,4198.9900,4199.5800,0.5937
1782116220,4199.4950,4200.2250,4198.8550,4200.0850,0.5717
1782116280,4200.0550,4200.9650,4199.8950,4200.7950,0.5381
1782116340,4200.8250,4201.3800,4200.4550,4200.7850,0.5443
1782116400,4200.6515,4200.9200,4198.6650,4198.7300,0.5299
1782116460,4198.8100,4199.4400,4198.1250,4199.3350,0.5359
1782116520,4199.3750,4200.1550,4198.8600,4199.0900,0.5421
1782116580,4199.0950,4199.2900,4197.2350,4197.2450,0.5423
1782116640,4197.2800,4198.2350,4197.0650,4197.1400,0.5011
1782116700,4197.4000,4198.2200,4197.0800,4198.2200,0.4929
1782116760,4198.3200,4198.7400,4197.2600,4197.4400,0.5311
1782116820,4197.5500,4198.1300,4197.2050,4197.5500,0.5445
1782116880,4197.5400,4197.7700,4197.1465,4197.3550,0.5348
1782116940,4197.3600,4198.2700,4197.1615,4197.7100,0.5346
1782117000,4197.7900,4197.8550,4194.4400,4194.4415,0.5077
1782117060,4194.7600,4196.2850,4193.9000,4195.7000,0.5359
1782117120,4195.7800,4198.1450,4195.7150,4198.0550,0.5528
1782117180,4198.1100,4199.8550,4197.9900,4198.0050,0.4977
1782117240,4198.3050,4199.1000,4197.5800,4198.9200,0.5093
1782117300,4198.9200,4198.9200,4196.7400,4197.6850,0.5133
1782117360,4197.6750,4198.2650,4197.0500,4197.8750,0.5168
1782117420,4197.9800,4198.0500,4195.3850,4196.8650,0.5304
1782117480,4196.7615,4197.3150,4196.0350,4197.0650,0.5422
1782117540,4197.0800,4197.5050,4194.8850,4194.9550,0.5327
1782117600,4194.9750,4196.0600,4194.7100,4194.8750,0.5118
1782117660,4194.8150,4194.8250,4192.7750,4192.8050,0.5203
1782117720,4192.8650,4193.5800,4192.4850,4193.5000,0.5104
1782117780,4193.5350,4194.1650,4193.1250,4193.7900,0.5322
1782117840,4193.8100,4194.6700,4193.4850,4194.5400,0.4942
1782117900,4194.5350,4194.5350,4193.2715,4193.5965,0.5148
1782117960,4193.6050,4193.6500,4192.4600,4192.9450,0.5268
1782118020,4192.9300,4193.0700,4192.3785,4192.4550,0.5408
1782118080,4192.5100,4193.4650,4192.4700,4193.3600,0.5222
1782118140,4193.4150,4195.2350,4192.9800,4195.1300,0.5057
1782118200,4195.2000,4196.2100,4195.0050,4195.7750,0.5275
1782118260,4195.7650,4195.8200,4193.5500,4193.5950,0.5045
1782118320,4193.5350,4194.2550,4193.4100,4193.8150,0.5262
1782118380,4193.8300,4193.8500,4190.7250,4190.7300,0.5404
1782118440,4190.7400,4191.9050,4190.4650,4191.2950,0.5545
1782118500,4191.1950,4192.6000,4190.7800,4191.7300,0.5311
1782118560,4191.7750,4192.0400,4190.0000,4190.0500,0.5211
1782118620,4190.1100,4190.3800,4188.8500,4189.3800,0.5384
1782118680,4189.6500,4190.9750,4189.4400,4190.6500,0.5404
1782118740,4190.6150,4191.5300,4190.3000,4190.4750,0.5260
1782118800,4190.3900,4190.8850,4189.2950,4189.9350,0.5387
1782118860,4189.7700,4190.1800,4188.6750,4189.0950,0.5425
1782118920,4189.2050,4191.2050,4188.9850,4191.2000,0.5078
1782118980,4191.1950,4193.0750,4190.6200,4190.8450,0.5246
1782119040,4190.8500,4192.3700,4189.2400,4192.1000,0.5231
1782119100,4192.1150,4194.8500,4191.9965,4193.6350,0.5534
1782119160,4193.4550,4193.4550,4191.5200,4192.4950,0.5597
1782119220,4192.7400,4192.7400,4191.3100,4191.4850,0.5784
1782119280,4191.4700,4192.1150,4191.2150,4191.5950,0.5741
1782119340,4191.7735,4192.6550,4191.7350,4191.9650,0.5712
1782119400,4192.0950,4192.0950,4190.2450,4190.4250,0.5618
1782119460,4190.4350,4190.4850,4189.1665,4190.1750,0.5764
1782119520,4190.2400,4191.5750,4190.2400,4191.4800,0.5692
1782119580,4191.6100,4191.6850,4190.3650,4190.7700,0.5624
1782119640,4190.9100,4191.3700,4189.9050,4190.0900,0.5591
1782119700,4190.0550,4191.8900,4189.2450,4191.8100,0.5628
1782119760,4191.8000,4191.9150,4189.8700,4190.0850,0.5584
1782119820,4190.1250,4190.8600,4189.9250,4190.5050,0.5653
1782119880,4190.6165,4190.6750,4189.4650,4190.4750,0.5684
1782119940,4190.6300,4191.8450,4190.1300,4190.8200,0.5645
1782120000,4190.8100,4192.6200,4190.5750,4192.5900,0.5633
1782120060,4192.5800,4194.7050,4191.6900,4194.5950,0.5776
1782120120,4194.5350,4195.3950,4192.3650,4192.7500,0.5783
1782120180,4192.7100,4193.1300,4191.9650,4193.0100,0.6014
1782120240,4193.0150,4193.6600,4191.9500,4192.0300,0.5837
1782120300,4191.8950,4192.5100,4191.1150,4191.9800,0.5760
1782120360,4192.0200,4192.3150,4190.3150,4190.3750,0.5832
1782120420,4190.3450,4191.0350,4189.6150,4190.6500,0.6267
1782120480,4190.6150,4192.6300,4190.3400,4192.2850,0.6169
1782120540,4192.1515,4193.1950,4191.5600,4191.6800,0.5881
1782120600,4191.7750,4191.8700,4189.1250,4189.5250,0.5975
1782120660,4189.4900,4191.2200,4189.4900,4190.1150,0.5824
1782120720,4190.0950,4190.3200,4189.3450,4189.6250,0.5639
1782120780,4189.5950,4190.3000,4189.2550,4189.9000,0.5616
1782120840,4189.8800,4191.3750,4189.3550,4191.3400,0.5678
1782120900,4191.3700,4193.2000,4191.3700,4192.2200,0.5803
1782120960,4192.0800,4193.9650,4191.9000,4193.5700,0.5834
1782121020,4193.5550,4194.4100,4192.4750,4192.9200,0.5864
1782121080,4192.8400,4192.9150,4191.1750,4191.1750,0.5854
1782121140,4191.2000,4192.2150,4190.6250,4190.9750,0.5769
1782121200,4191.0400,4191.3700,4190.5600,4191.1300,0.5780
1782121260,4190.9850,4193.2450,4190.8350,4192.9200,0.5832
1782121320,4192.9600,4193.6000,4192.8215,4192.8800,0.5733
1782121380,4192.8500,4193.3750,4192.3550,4193.2850,0.5576
1782121440,4193.2350,4193.7050,4192.9550,4193.6500,0.5800
1782121500,4193.5800,4194.0050,4192.9350,4193.4800,0.6059
1782121560,4193.3585,4194.5200,4192.9750,4193.8100,0.5603
1782121620,4193.8000,4194.0450,4193.4450,4193.8450,0.5957
1782121680,4193.7000,4193.9950,4192.7400,4193.5700,0.5544
1782121740,4193.4900,4194.6100,4193.2500,4194.5650,0.5457
1782121800,4194.4400,4195.7600,4194.1800,4194.8250,0.5696
1782121860,4194.8200,4194.8200,4192.6650,4192.6750,0.6270
1782121920,4192.6500,4194.3500,4192.2050,4193.6200,0.5745
1782121980,4193.4300,4197.7750,4193.2750,4197.4100,0.5671
1782122040,4197.3800,4197.4150,4195.3765,4195.5950,0.4650
1782122100,4195.6250,4196.1700,4195.4550,4196.0650,0.4674
1782122160,4196.1400,4197.1800,4196.0350,4196.4950,0.4605
1782122220,4196.4550,4196.4550,4194.7350,4194.7350,0.4561
1782122280,4194.7200,4195.6900,4194.7200,4195.3450,0.5125
1782122340,4195.3600,4197.6800,4195.3600,4197.5600,0.4999
1782122400,4197.5200,4199.0300,4196.2550,4196.7600,0.4882
1782122460,4196.7450,4198.6750,4196.0250,4198.4250,0.4867
1782122520,4198.5150,4198.7400,4197.7200,4198.5000,0.4883
1782122580,4198.4500,4199.8885,4197.8300,4199.8885,0.5352
1782122640,4200.4100,4202.7150,4199.8250,4202.3100,0.5369
1782122700,4202.2750,4203.9800,4201.5500,4203.1550,0.5497
1782122760,4203.2550,4209.5550,4203.1400,4208.1050,0.5896
1782122820,4208.1350,4209.1000,4206.9700,4207.3800,0.6066
1782122880,4207.3700,4209.5400,4207.2250,4208.8650,0.5508
1782122940,4208.8200,4208.9700,4207.5200,4208.6700,0.5610
1782123000,4208.6600,4209.6350,4207.4900,4207.6250,0.5576
1782123060,4207.5600,4208.2250,4206.2800,4206.3150,0.5764
1782123120,4206.1250,4206.1900,4203.6900,4203.9600,0.5762
1782123180,4203.9900,4204.4400,4203.2600,4203.3150,0.5755
1782123240,4203.2850,4205.5150,4203.2850,4205.3750,0.5760
1782123300,4205.4450,4206.4550,4204.4900,4204.5150,0.5713
1782123360,4204.5450,4206.0000,4204.4600,4205.2150,0.5890
1782123420,4205.3300,4206.6350,4205.2600,4206.2150,0.5705
1782123480,4206.1050,4207.2200,4205.9100,4206.5450,0.5835
1782123540,4206.4850,4207.6500,4206.1200,4207.2100,0.5569
1782123600,4207.1750,4208.3735,4207.1150,4207.5300,0.5519
1782123660,4207.5000,4208.6950,4206.9500,4208.4550,0.5524
1782123720,4208.4150,4209.3900,4205.4050,4205.4050,0.5663
1782123780,4205.3050,4206.5650,4205.1750,4206.1450,0.5701
1782123840,4206.0650,4207.0250,4205.8650,4205.8850,0.5638
1782123900,4205.9000,4206.5950,4204.5500,4204.8550,0.5529
1782123960,4204.8250,4205.2650,4204.2850,4205.1550,0.5596
1782124020,4205.2050,4205.2050,4203.0950,4203.5250,0.5599
1782124080,4203.5450,4204.5050,4203.5050,4204.2850,0.5630
1782124140,4204.3000,4204.6150,4203.6550,4204.0450,0.5615
1782124200,4204.0750,4204.4950,4201.4750,4202.7100,0.5551
1782124260,4202.6000,4203.9200,4202.2150,4203.4800,0.5773
1782124320,4203.4700,4206.0300,4203.2050,4206.0300,0.5703
1782124380,4206.1100,4210.3150,4205.2450,4208.9500,0.5375
1782124440,4208.9650,4209.1450,4207.2250,4208.2800,0.6271
1782124500,4208.3650,4209.8650,4206.6365,4207.0600,0.5982
1782124560,4206.9300,4207.0750,4204.5450,4206.5550,0.4909
1782124620,4206.5350,4207.5700,4205.5300,4207.3250,0.5442
1782124680,4207.3000,4208.1735,4206.8700,4207.5000,0.5724
1782124740,4207.4600,4209.2800,4207.4600,4208.6900,0.5534
1782124800,4208.6750,4209.9385,4208.6750,4209.8300,0.5677
1782124860,4209.7500,4210.3035,4207.4650,4208.3450,0.5550
1782124920,4208.3650,4209.3250,4208.1950,4209.0050,0.5559
1782124980,4209.0885,4209.3550,4207.2350,4207.2950,0.5664
1782125040,4207.3350,4207.4900,4206.6350,4206.9750,0.5608
1782125100,4207.1250,4207.9900,4205.3400,4206.1150,0.5652
1782125160,4206.2800,4206.5650,4204.4350,4204.5300,0.6015
1782125220,4204.5500,4208.0550,4204.5500,4207.9150,0.5415
1782125280,4207.8400,4208.0700,4207.3250,4207.3250,0.5644
1782125340,4207.4100,4207.8050,4207.2850,4207.5700,0.5569
1782125400,4207.5350,4207.7000,4206.5750,4206.6950,0.5700
1782125460,4206.7000,4210.0550,4206.7000,4209.8200,0.5666
1782125520,4209.8050,4210.0250,4208.6150,4209.9550,0.5449
1782125580,4209.7700,4210.0135,4208.7150,4208.8850,0.5413
1782125640,4208.8950,4210.1450,4208.4200,4208.8300,0.5658
1782125700,4208.9485,4209.6600,4208.4500,4209.2000,0.5460
1782125760,4209.3300,4210.0900,4209.0215,4209.9950,0.5360
1782125820,4210.0335,4210.1950,4209.1400,4209.1400,0.5360
1782125880,4209.1700,4209.2000,4208.3800,4209.0500,0.5626
1782125940,4208.9800,4209.0100,4208.1400,4208.3700,0.5592
1782126000,4208.3100,4208.9985,4208.0000,4208.6300,0.5429
1782126060,4208.6450,4209.3950,4208.3950,4209.2000,0.5722
1782126120,4209.2250,4210.4600,4209.2250,4209.4250,0.5849
1782126180,4209.3900,4209.8550,4208.8700,4208.8700,0.5709
1782126240,4208.9950,4209.9700,4208.3050,4208.9850,0.5803
1782126300,4208.9400,4209.0400,4208.2250,4208.7200,0.5678
