ts,o,h,l,c,spr
1780545480,4472.3050,4473.9065,4471.8850,4473.9065,0.8870
1780545540,4473.8815,4475.6215,4473.8800,4475.0935,0.9297
1780545600,4474.9085,4476.4000,4472.2550,4472.4100,0.9011
1780545660,4472.2950,4474.4550,4471.8000,4473.8950,0.8958
1780545720,4473.7850,4474.2500,4472.2785,4473.1300,0.9025
1780545780,4473.1450,4473.4450,4471.7150,4471.7500,0.9107
1780545840,4471.7600,4473.1800,4471.7600,4473.0300,0.8915
1780545900,4473.1050,4474.7400,4472.9765,4474.5950,0.8861
1780545960,4474.5650,4476.9650,4473.8800,4476.7650,0.9009
1780546020,4476.8850,4477.3550,4475.8885,4476.5300,0.8954
1780546080,4476.5285,4477.0185,4475.0950,4475.4700,0.8910
1780546140,4475.4300,4475.4300,4473.7350,4474.3450,0.8974
1780546200,4474.3850,4475.3900,4474.3850,4475.1635,0.9085
1780546260,4475.1350,4475.2700,4472.9765,4473.0050,0.8892
1780546320,4473.0215,4473.2150,4470.5200,4470.6950,0.8757
1780546380,4470.8300,4472.4535,4470.2665,4471.9100,0.8639
1780546440,4472.0450,4472.2550,4471.2115,4471.9215,0.8991
1780546500,4471.9315,4472.4615,4470.5585,4470.9850,0.8923
1780546560,4470.7735,4471.8085,4470.7735,4471.7000,0.8879
1780546620,4471.7350,4471.9615,4470.8700,4471.0250,0.8449
1780546680,4471.0800,4471.6750,4469.9400,4470.4700,0.8570
1780546740,4470.4600,4470.6935,4469.6000,4469.9015,0.8787
1780546800,4469.8915,4469.8915,4469.0650,4469.3950,0.8790
1780546860,4469.3850,4469.6465,4468.5150,4468.7815,0.8656
1780546920,4468.7700,4469.8450,4468.0150,4468.7715,0.8558
1780546980,4468.7115,4469.8150,4468.0900,4469.2715,0.8046
1780547040,4469.2765,4469.9065,4467.5300,4467.8100,0.7356
1780547100,4467.5765,4468.3600,4467.2750,4467.6850,0.8111
1780547160,4467.6750,4467.6800,4465.9600,4466.3315,0.7884
1780547220,4466.3515,4467.8165,4466.3100,4467.7465,0.8163
1780547280,4467.7515,4469.7765,4467.7515,4469.5050,0.9213
1780547340,4469.5065,4469.7350,4469.0800,4469.5000,0.9805
1780547400,4469.5350,4470.7965,4468.6915,4469.2600,0.9500
1780547460,4469.2415,4470.9985,4469.1400,4470.4550,0.9167
1780547520,4470.4750,4470.5165,4469.5450,4469.6100,0.9117
1780547580,4469.5800,4469.7500,4467.6365,4468.2150,0.8737
1780547640,4468.2450,4468.4800,4467.0815,4467.7250,0.8929
1780547700,4467.6950,4467.6950,4465.6000,4466.2350,0.7671
1780547760,4466.2250,4466.3800,4465.5400,4465.9700,0.7778
1780547820,4465.9900,4466.0150,4464.5800,4464.8850,0.7954
1780547880,4464.9565,4465.2815,4464.4615,4464.8315,0.8933
1780547940,4464.8615,4465.3765,4463.7600,4465.2250,0.8667
1780548000,4465.1735,4465.6250,4462.8135,4463.6915,0.8936
1780548060,4463.6900,4463.8450,4462.7850,4462.8165,0.8753
1780548120,4462.8515,4463.0900,4461.8900,4461.9900,0.8860
1780548180,4462.0385,4462.5650,4461.2300,4461.4200,0.8846
1780548240,4461.4450,4462.0985,4461.0750,4461.0935,0.8694
1780548300,4460.8885,4461.2050,4459.8350,4460.4800,0.8932
1780548360,4460.4865,4460.9900,4459.7835,4459.9150,0.8817
1780548420,4459.9050,4460.8665,4458.3600,4459.2700,0.8829
1780548480,4459.3050,4460.4050,4459.0650,4459.3250,0.8809
1780548540,4459.2115,4460.2565,4459.1950,4459.8550,0.8983
1780548600,4459.8450,4461.0965,4458.9550,4461.0350,0.7580
1780548660,4461.0365,4461.3500,4460.3950,4460.6200,0.8735
1780548720,4460.6500,4463.6100,4460.5700,4462.7550,0.8719
1780548780,4462.7185,4462.8750,4462.3450,4462.5800,0.8503
1780548840,4462.5835,4463.8200,4462.4350,4463.4950,0.8636
1780548900,4463.5300,4464.9615,4463.3350,4464.4500,0.8296
1780548960,4464.4385,4464.4385,4462.9265,4462.9650,0.8674
1780549020,4462.9200,4463.6350,4462.2765,4463.4350,0.8641
1780549080,4463.5450,4463.9600,4462.8350,4463.7915,0.8901
1780549140,4463.8565,4464.2150,4463.6115,4463.8750,0.7763
1780549200,4463.9150,4466.2150,4463.6600,4465.2500,0.6151
1780549260,4465.2550,4465.5550,4464.7900,4465.1350,0.6456
1780549320,4465.1600,4465.9350,4464.7000,4464.7200,0.7063
1780549380,4464.6750,4464.7600,4463.7350,4463.9400,0.6293
1780549440,4464.0900,4464.9350,4463.2450,4464.0200,0.6690
1780549500,4463.9150,4464.5565,4462.4250,4464.0200,0.6955
1780549560,4464.1300,4465.2150,4464.1300,4465.1150,0.6186
1780549620,4465.2350,4465.9900,4465.2150,4465.3450,0.6754
1780549680,4465.3250,4465.7800,4465.0300,4465.2000,0.6089
1780549740,4465.0535,4465.0535,4463.6200,4464.1350,0.6085
1780549800,4464.1550,4465.3250,4463.5300,4465.3250,0.5975
1780549860,4465.2850,4466.9600,4465.2850,4466.1900,0.7138
1780549920,4466.1650,4468.6950,4465.8800,4468.5650,0.6849
1780549980,4468.6750,4470.5600,4468.6750,4469.8250,0.7485
1780550040,4469.8500,4471.4150,4469.5200,4471.3000,0.6496
1780550100,4471.4800,4471.8700,4471.1100,4471.5950,0.6197
1780550160,4471.7450,4471.8150,4470.6250,4471.6700,0.5876
1780550220,4471.9850,4472.1150,4470.6400,4470.8500,0.6198
1780550280,4470.7750,4470.8300,4470.0400,4470.7250,0.6401
1780550340,4470.6700,4472.5500,4470.6700,4471.7450,0.6140
1780550400,4471.8250,4472.5550,4471.4000,4472.4850,0.6009
1780550460,4472.3800,4473.9350,4472.3800,4473.6200,0.6333
1780550520,4473.6000,4474.4300,4473.5000,4474.3500,0.5889
1780550580,4474.4200,4474.9450,4473.6100,4474.7900,0.5928
1780550640,4474.6815,4476.3950,4474.1350,4474.3750,0.6050
1780550700,4474.4250,4474.8400,4474.0650,4474.4800,0.6092
1780550760,4474.4200,4474.9500,4473.8650,4474.2150,0.6173
1780550820,4474.2950,4475.7150,4474.2950,4474.6100,0.6205
1780550880,4474.6000,4474.8600,4473.4915,4474.0250,0.6726
1780550940,4473.9850,4475.7250,4473.6965,4474.7250,0.6757
1780551000,4474.6200,4475.9415,4474.6200,4475.8315,0.6264
1780551060,4475.8250,4479.2250,4475.8250,4478.9650,0.6893
1780551120,4478.6800,4479.3435,4478.1700,4478.9100,0.5905
1780551180,4478.9450,4479.8250,4478.3550,4478.7715,0.6293
1780551240,4478.7800,4484.0350,4478.2165,4480.2350,0.7897
1780551300,4480.3685,4481.9435,4479.2050,4479.4800,0.8019
1780551360,4479.4850,4480.0700,4478.5850,4479.5450,0.7401
1780551420,4479.5750,4481.1850,4479.5750,4481.0050,0.6356
1780551480,4481.0100,4481.6200,4480.3550,4480.5950,0.6935
1780551540,4480.6100,4481.7750,4480.3600,4481.2750,0.6291
1780551600,4481.2850,4482.2850,4479.5700,4482.2850,0.6192
1780551660,4482.5700,4482.5750,4481.3200,4482.3050,0.5329
1780551720,4482.2950,4483.5650,4482.2865,4482.3100,0.6264
1780551780,4482.3450,4484.1300,4481.9650,4484.0200,0.6181
1780551840,4484.0800,4484.0800,4482.5800,4482.8450,0.6149
1780551900,4482.9300,4483.7000,4480.3200,4480.5550,0.6099
1780551960,4480.6850,4481.1750,4479.8100,4480.4100,0.5512
1780552020,4480.3500,4481.1650,4480.0500,4480.8450,0.5306
1780552080,4480.8350,4481.5200,4480.8350,4481.1600,0.5371
1780552140,4481.1450,4481.1800,4479.4600,4479.5550,0.5674
1780552200,4479.5000,4479.6250,4478.9950,4479.2050,0.6334
1780552260,4479.2150,4480.1850,4479.1000,4479.7700,0.6061
1780552320,4479.7650,4480.2550,4479.5000,4479.6000,0.5771
1780552380,4479.5850,4480.2150,4479.2850,4480.1150,0.6221
1780552440,4480.1300,4480.9650,4479.7850,4479.8000,0.6054
1780552500,4480.1200,4480.5750,4478.7650,4479.8100,0.5879
1780552560,4480.0700,4480.6550,4479.4500,4479.9950,0.5717
1780552620,4480.0400,4480.3150,4479.6600,4480.3000,0.5703
1780552680,4480.2750,4480.8500,4480.0700,4480.3250,0.5942
1780552740,4480.3650,4481.2750,4480.2650,4481.1500,0.5774
1780552800,4481.1700,4481.7800,4480.2835,4481.2850,0.5868
1780552860,4481.3100,4482.5100,4480.1200,4480.4850,0.5614
1780552920,4480.4750,4481.0900,4479.0250,4479.4050,0.5961
1780552980,4479.4100,4480.0600,4477.2650,4477.4400,0.6202
1780553040,4477.4850,4477.8000,4477.2500,4477.4850,0.5917
1780553100,4477.5550,4478.5200,4477.3700,4477.4850,0.6001
1780553160,4477.4600,4478.4400,4477.4600,4478.0550,0.5982
1780553220,4478.1000,4478.3950,4476.0150,4476.1350,0.6144
1780553280,4476.1100,4476.1250,4474.7300,4474.7700,0.6329
1780553340,4474.7665,4475.5150,4473.6750,4473.7400,0.6865
1780553400,4473.7700,4474.3450,4473.1700,4473.3700,0.6775
1780553460,4473.4300,4473.7850,4471.6050,4472.9350,0.6672
1780553520,4472.9350,4473.9700,4472.5600,4473.6300,0.6257
1780553580,4473.7300,4479.3500,4473.7300,4478.1200,0.6508
1780553640,4478.0300,4478.0300,4476.6850,4477.2350,0.6221
1780553700,4477.2550,4477.7550,4476.5450,4476.5450,0.6110
1780553760,4476.5800,4477.0700,4475.7450,4476.8050,0.5930
1780553820,4476.8200,4477.2450,4476.7600,4477.1850,0.6199
1780553880,4477.2500,4477.4250,4476.6000,4476.8750,0.6118
1780553940,4476.8650,4477.3450,4476.4450,4476.5400,0.6469
1780554000,4476.5200,4476.7000,4474.3650,4474.6115,0.5808
1780554060,4474.6450,4474.9050,4473.7800,4473.8800,0.5905
1780554120,4473.8750,4474.2950,4473.1650,4473.7500,0.5950
1780554180,4473.7350,4475.0650,4473.1600,4473.5100,0.6008
1780554240,4473.4950,4473.8350,4472.2700,4472.5800,0.5851
1780554300,4472.5950,4473.0700,4471.6150,4472.4400,0.5931
1780554360,4472.3900,4472.8200,4471.4350,4471.5500,0.6268
1780554420,4471.3800,4472.5950,4471.0450,4472.0600,0.6027
1780554480,4472.0550,4473.9050,4471.9400,4473.6450,0.5897
1780554540,4473.7050,4474.3850,4473.2615,4473.3250,0.7204
1780554600,4473.2900,4474.5900,4471.4050,4472.4550,0.7358
1780554660,4472.5300,4474.5500,4471.2200,4474.5100,0.6272
1780554720,4474.4600,4475.6250,4473.9150,4474.0250,0.6672
1780554780,4473.9700,4475.8285,4473.8900,4475.3500,0.6805
1780554840,4475.4400,4475.9900,4473.5550,4473.5550,0.6939
1780554900,4473.6335,4473.7050,4472.3150,4472.5700,0.6742
1780554960,4472.5550,4473.1400,4471.5600,4472.5550,0.6917
1780555020,4472.7100,4474.5400,4472.4850,4473.1150,0.6769
1780555080,4473.0900,4474.8600,4473.0650,4473.8500,0.6485
1780555140,4473.8400,4474.2500,4471.2650,4471.4300,0.6199
1780555200,4471.4150,4473.0850,4470.8950,4473.0750,0.5534
1780555260,4473.0200,4474.3250,4472.6400,4474.1200,0.5713
1780555320,4474.2000,4474.6200,4472.2050,4472.6150,0.5706
1780555380,4472.6350,4473.5000,4472.5500,4473.0700,0.5628
1780555440,4473.0400,4474.7900,4471.8400,4474.7200,0.6153
1780555500,4474.7350,4474.8700,4473.4200,4473.9750,0.6026
1780555560,4473.9950,4474.2100,4469.7850,4471.0700,0.5961
1780555620,4471.0600,4471.4850,4469.8650,4469.9350,0.5801
1780555680,4469.9550,4470.0250,4467.6150,4468.5650,0.5961
1780555740,4468.6200,4469.2300,4467.3800,4467.6450,0.5986
1780555800,4467.7450,4469.2700,4467.5100,4468.5950,0.6605
1780555860,4468.6700,4469.4250,4467.8600,4469.0450,0.6555
1780555920,4468.9800,4470.9550,4468.9500,4470.9150,0.6602
1780555980,4470.9500,4471.2750,4469.1600,4469.5000,0.6150
1780556040,4469.4350,4470.0050,4468.9550,4469.1800,0.6575
1780556100,4469.2650,4469.2750,4467.7750,4468.2400,0.6272
1780556160,4468.2250,4468.6550,4466.9550,4468.2200,0.6330
1780556220,4468.1950,4469.8700,4467.5800,4469.4700,0.6665
1780556280,4469.5050,4469.5050,4468.2450,4468.7450,0.6485
1780556340,4468.7350,4470.5400,4468.4650,4469.3750,0.5559
1780556400,4469.3300,4469.9600,4468.1500,4469.7950,0.5084
1780556460,4469.8050,4473.2950,4469.7900,4472.8000,0.5741
1780556520,4472.8800,4474.1650,4472.4750,4474.1550,0.5967
1780556580,4474.1550,4474.6950,4473.2350,4473.4600,0.5903
1780556640,4473.5150,4474.4250,4472.9200,4473.7800,0.5606
1780556700,4473.7700,4474.5035,4473.4000,4474.2250,0.5531
1780556760,4474.2000,4474.7150,4472.1650,4474.5150,0.5662
1780556820,4474.5300,4475.7600,4473.9000,4474.7350,0.5983
1780556880,4474.7050,4476.5300,4474.5300,4476.5100,0.5984
1780556940,4476.6000,4477.3550,4475.3050,4476.1150,0.6210
1780557000,4476.1050,4476.7565,4475.1800,4476.7500,0.5942
1780557060,4476.7600,4477.1800,4475.1200,4475.2850,0.6047
1780557120,4475.3250,4476.5150,4475.2800,4476.3000,0.6102
1780557180,4476.2700,4476.7050,4473.3400,4473.9750,0.6029
1780557240,4473.9200,4474.4100,4473.4250,4474.1150,0.5352
1780557300,4474.1200,4474.4000,4472.6350,4473.2850,0.5359
1780557360,4473.3150,4473.3150,4470.3850,4470.4700,0.5985
1780557420,4470.4900,4470.9750,4469.3650,4469.5150,0.5988
1780557480,4469.4700,4469.6250,4466.7750,4469.3500,0.5721
1780557540,4469.4050,4470.9900,4469.2400,4469.5800,0.5740
1780557600,4469.5800,4470.5850,4468.9300,4470.1350,0.5841
1780557660,4470.1600,4470.1600,4467.1000,4467.9450,0.5762
1780557720,4467.9700,4469.5050,4467.8600,4468.7150,0.5910
1780557780,4468.7950,4469.1500,4468.2550,4468.4550,0.5803
1780557840,4468.4100,4468.9800,4467.5950,4468.0400,0.5543
1780557900,4468.2050,4470.1000,4467.9550,4469.5650,0.5799
1780557960,4469.6000,4470.1500,4468.6950,4470.0350,0.5938
1780558020,4470.0500,4470.6700,4469.7350,4470.2100,0.6071
1780558080,4470.1900,4471.8300,4470.0400,4471.5700,0.5682
1780558140,4471.5750,4472.2900,4470.6650,4472.2000,0.5804
1780558200,4472.1500,4472.9650,4471.5700,4472.4500,0.5782
1780558260,4472.4250,4473.1900,4471.1000,4471.7350,0.5941
1780558320,4471.7100,4471.8650,4469.8000,4470.1850,0.5957
1780558380,4470.3000,4475.8100,4470.3000,4474.8850,0.5936
1780558440,4474.8200,4475.0850,4472.3500,4474.9800,0.5834
1780558500,4474.9700,4476.7235,4474.8000,4476.7150,0.6274
1780558560,4476.6600,4477.0450,4473.4400,4473.6800,0.6184
1780558620,4473.6200,4473.9750,4470.9550,4471.4200,0.6193
1780558680,4471.3500,4472.5700,4470.8100,4470.9200,0.5995
1780558740,4470.8700,4473.6450,4470.8300,4473.1150,0.6078
1780558800,4473.2250,4473.3650,4471.5400,4472.8350,0.5950
1780558860,4472.9050,4473.0850,4469.9100,4471.3950,0.5994
1780558920,4471.5600,4472.2150,4470.0450,4470.0850,0.5640
1780558980,4469.9250,4471.4900,4469.6550,4470.2100,0.6018
1780559040,4470.1700,4470.7600,4469.0750,4469.3750,0.5927
1780559100,4469.3550,4470.0500,4468.1900,4468.8450,0.5684
1780559160,4468.7300,4469.0100,4465.9600,4466.6200,0.5816
1780559220,4466.5750,4466.7200,4463.0000,4463.3750,0.6004
1780559280,4463.5250,4467.7750,4463.5250,4467.5450,0.6017
1780559340,4467.5650,4468.3100,4466.7050,4467.0950,0.5866
1780559400,4467.1100,4470.4450,4466.8000,4467.4250,0.6067
1780559460,4467.4800,4467.6650,4466.7550,4466.9800,0.5839
1780559520,4466.9650,4468.2050,4466.9650,4468.2050,0.5775
1780559580,4468.2400,4468.4950,4466.6100,4467.3450,0.5610
1780559640,4467.3100,4468.8000,4467.2650,4467.7600,0.5655
1780559700,4467.7500,4468.0450,4467.3550,4467.6600,0.5290
1780559760,4467.7600,4469.2400,4467.6000,4469.0350,0.5176
1780559820,4468.9950,4469.5100,4467.8600,4467.9550,0.5478
1780559880,4467.9050,4467.9050,4466.8250,4467.5350,0.5011
1780559940,4467.5750,4468.2900,4467.2400,4467.8700,0.6379
1780560000,4468.0900,4468.6300,4465.9800,4466.8950,0.6405
1780560060,4466.9600,4466.9600,4465.4950,4465.7100,0.5924
1780560120,4465.7450,4467.6700,4465.0350,4467.6050,0.5959
1780560180,4467.5650,4468.1750,4466.4350,4467.2000,0.4857
1780560240,4467.1850,4470.9250,4467.1600,4470.2900,0.5489
1780560300,4470.3700,4470.8900,4468.4100,4468.6550,0.5451
1780560360,4468.6500,4468.6550,4466.7900,4467.6700,0.5229
1780560420,4467.5350,4469.6150,4467.0850,4467.1300,0.5191
1780560480,4467.1850,4467.6900,4466.1300,4466.3900,0.5299
1780560540,4466.4050,4466.6800,4464.2900,4465.7450,0.5091
1780560600,4465.7400,4465.8450,4464.0800,4465.0050,0.5151
1780560660,4464.9850,4465.9050,4464.3850,4465.0600,0.5236
1780560720,4464.8550,4465.8335,4463.2950,4463.8600,0.5079
1780560780,4463.8750,4464.6100,4462.4050,4463.0100,0.5511
1780560840,4462.9800,4464.9150,4462.7850,4464.1650,0.5324
1780560900,4464.2650,4466.0350,4463.9350,4464.9650,0.4998
1780560960,4464.9850,4466.7950,4464.5650,4464.6950,0.5026
1780561020,4464.6800,4465.8950,4462.9400,4465.4735,0.5285
1780561080,4465.4750,4468.6150,4465.3100,4468.4050,0.5184
1780561140,4468.4350,4470.6100,4468.4100,4469.3300,0.4941
1780561200,4469.3050,4469.3350,4465.5750,4466.6450,0.4570
1780561260,4466.6950,4467.0800,4465.6800,4465.7400,0.4685
1780561320,4465.7050,4466.8250,4465.5850,4466.5950,0.4397
1780561380,4466.8350,4468.0650,4466.8350,4466.8500,0.4378
1780561440,4466.8400,4467.3100,4466.0750,4466.0750,0.4421
1780561500,4466.0950,4466.4000,4464.4150,4464.4700,0.4876
1780561560,4464.3900,4464.5250,4461.7200,4462.8600,0.4664
1780561620,4462.8300,4463.8000,4462.0650,4462.8300,0.4896
1780561680,4462.7850,4465.6900,4462.1300,4465.4350,0.4498
1780561740,4465.3850,4465.6300,4465.0450,4465.3250,0.4767
1780561800,4465.2600,4466.9400,4464.5100,4466.8550,0.4648
1780561860,4466.8900,4466.9650,4465.3700,4466.5600,0.5100
1780561920,4466.6300,4466.7800,4464.9550,4465.1100,0.4955
1780561980,4465.0650,4465.6350,4463.7050,4463.8200,0.5130
1780562040,4463.9250,4464.3100,4463.5700,4463.8100,0.4958
1780562100,4463.7900,4464.3900,4463.4400,4464.2050,0.5018
1780562160,4464.2000,4464.4100,4462.6900,4464.2300,0.4766
1780562220,4464.0365,4465.3300,4463.1300,4465.1850,0.4625
1780562280,4465.2400,4468.0350,4465.0000,4467.1650,0.5019
1780562340,4467.1050,4467.1800,4462.7050,4463.6100,0.5096
1780562400,4463.6350,4464.7450,4463.5700,4464.1900,0.3877
1780562460,4464.1550,4464.3850,4462.2150,4462.5550,0.4111
1780562520,4462.5650,4463.8500,4462.4100,4463.7750,0.4384
1780562580,4463.8400,4464.0900,4462.2670,4462.3300,0.4585
1780562640,4462.3000,4462.5000,4459.9350,4461.4600,0.4775
1780562700,4461.4300,4462.1350,4461.1000,4461.8900,0.4799
1780562760,4461.8700,4462.2350,4460.8450,4462.2300,0.4785
1780562820,4462.0300,4462.4200,4461.2400,4462.0600,0.4859
1780562880,4462.0400,4462.3650,4460.6900,4460.8900,0.4852
1780562940,4460.9115,4461.6700,4460.6150,4461.4050,0.4770
1780563000,4461.4150,4462.0650,4460.6950,4461.0000,0.4945
1780563060,4460.9500,4461.9300,4460.5400,4461.5400,0.4686
1780563120,4461.5550,4462.2900,4461.3750,4461.9000,0.4482
1780563180,4461.9600,4462.3650,4461.8650,4462.1350,0.4285
1780563240,4462.0450,4462.0450,4461.0400,4461.5150,0.4379
1780563300,4461.4150,4462.0085,4461.2250,4461.7835,0.4649
1780563360,4461.7900,4462.0950,4461.5800,4461.7250,0.4451
1780563420,4461.6300,4462.4050,4460.6450,4460.6850,0.4330
1780563480,4460.6800,4462.5835,4459.5500,4461.6400,0.4558
1780563540,4461.6150,4462.1950,4461.3600,4461.7950,0.5135
1780563600,4461.5950,4463.2850,4460.2150,4461.4200,0.5032
1780563660,4461.4150,4463.5650,4461.3400,4463.3200,0.5327
1780563720,4463.3800,4465.4600,4463.2400,4465.2300,0.5223
1780563780,4465.1600,4466.0950,4464.1400,4466.0300,0.5441
1780563840,4466.0200,4466.5300,4465.1750,4465.8100,0.4950
1780563900,4465.8950,4466.7550,4465.0300,4465.7700,0.5237
1780563960,4465.7150,4467.5650,4464.9600,4467.4900,0.5361
1780564020,4467.5200,4467.9750,4464.6800,4464.9400,0.4678
1780564080,4464.9800,4466.1650,4464.6900,4465.8550,0.4948
1780564140,4465.8150,4466.4350,4465.1100,4465.8150,0.5007
1780564200,4465.6500,4466.1600,4465.1000,4465.6600,0.4969
1780564260,4465.6450,4466.0850,4462.3650,4462.4900,0.4420
1780564320,4462.4850,4463.7800,4462.0100,4463.7450,0.4712
1780564380,4463.6100,4464.1150,4462.1800,4462.2050,0.4545
1780564440,4462.1800,4462.4400,4459.8600,4460.7850,0.4562
1780564500,4460.4500,4464.3440,4460.4500,4461.4800,0.4805
1780564560,4461.5500,4464.5500,4461.4600,4464.3200,0.4945
1780564620,4464.3650,4464.7150,4463.1650,4464.3850,0.5148
1780564680,4464.2800,4465.2300,4463.7500,4465.0100,0.5139
1780564740,4465.0250,4465.6550,4464.0050,4464.1550,0.5179
1780564800,4464.1750,4464.2400,4460.0850,4460.8000,0.4493
1780564860,4460.7100,4461.0100,4459.3050,4459.6900,0.4761
1780564920,4459.6650,4462.4435,4459.3950,4462.0100,0.5289
1780564980,4462.0350,4462.1000,4459.5350,4459.9600,0.5625
1780565040,4459.9000,4460.1850,4458.9500,4459.9700,0.5674
1780565100,4459.9900,4460.2000,4458.7400,4458.9900,0.5678
1780565160,4459.0050,4460.5250,4458.7750,4460.0550,0.5642
1780565220,4460.1100,4461.0750,4458.8050,4460.2700,0.5536
1780565280,4460.2950,4460.4550,4459.3050,4460.4550,0.5672
1780565340,4460.4450,4463.7550,4460.1850,4463.5550,0.5655
1780565400,4463.6050,4469.6900,4463.4150,4467.6150,0.5754
1780565460,4467.5550,4467.6100,4460.2585,4461.2250,0.6350
1780565520,4461.2050,4464.0900,4460.8400,4463.4650,0.6389
1780565580,4463.4450,4465.9250,4462.9750,4465.7300,0.5782
1780565640,4465.7350,4466.0250,4464.3150,4464.8600,0.5400
1780565700,4464.8400,4465.0200,4461.9500,4462.1150,0.5440
1780565760,4462.0950,4464.5250,4461.9050,4464.0350,0.5382
1780565820,4464.2550,4464.3200,4462.3300,4463.3400,0.5227
1780565880,4463.3500,4463.3500,4460.4050,4460.9700,0.4923
1780565940,4460.9100,4461.0250,4460.1550,4460.8200,0.5410
1780566000,4460.8650,4461.9350,4460.7150,4461.6450,0.5547
1780566060,4461.6450,4462.3150,4461.2450,4461.8600,0.5467
1780566120,4461.7800,4462.5000,4461.2800,4461.9950,0.5608
1780566180,4462.2300,4463.7400,4462.0750,4462.4450,0.5963
1780566240,4462.4400,4463.5150,4462.2100,4463.4800,0.5729
1780566300,4463.5150,4464.3950,4462.9600,4463.3400,0.5376
1780566360,4463.0300,4463.3600,4462.1900,4462.4500,0.5244
1780566420,4462.4700,4462.8650,4462.0700,4462.4650,0.4819
1780566480,4462.4050,4463.3150,4461.8500,4462.1800,0.5042
1780566540,4462.1550,4462.1550,4459.7000,4460.1600,0.4838
1780566600,4460.1200,4461.9000,4460.1200,4461.3900,0.4669
1780566660,4461.3100,4463.0800,4461.2950,4462.4050,0.4607
1780566720,4462.0000,4462.2550,4461.4100,4461.9200,0.4916
1780566780,4462.0700,4463.9150,4461.7600,4463.7500,0.4893
1780566840,4463.7150,4464.3900,4462.4750,4463.6150,0.4919
1780566900,4463.5650,4464.7300,4463.4750,4464.6650,0.5080
1780566960,4464.6350,4466.1200,4464.4650,4465.7050,0.5014
1780567020,4465.6600,4466.0150,4463.8700,4464.2950,0.5251
1780567080,4464.2800,4464.4600,4463.7300,4463.9050,0.5099
1780567140,4463.9150,4464.0450,4462.8850,4463.4500,0.4971
1780567200,4463.4150,4463.4600,4461.0650,4462.9550,0.5585
1780567260,4462.9700,4463.7100,4461.9900,4463.5550,0.5769
1780567320,4463.6400,4465.3000,4463.6250,4464.8150,0.5709
1780567380,4464.8200,4467.8050,4464.3150,4467.6600,0.5682
1780567440,4467.7200,4468.8400,4467.2900,4467.3000,0.5804
1780567500,4467.2600,4467.4750,4464.8965,4465.8450,0.5858
1780567560,4465.8950,4467.4200,4465.8950,4467.1250,0.5744
1780567620,4467.1650,4468.2200,4465.9800,4467.1400,0.5890
1780567680,4467.1550,4469.4550,4467.1350,4467.8300,0.5755
1780567740,4467.8450,4469.3500,4467.5450,4468.6000,0.5776
1780567800,4468.5900,4469.0200,4466.7450,4467.2700,0.5584
1780567860,4467.2550,4467.4300,4465.2350,4465.3050,0.5960
1780567920,4465.2700,4465.2750,4462.4150,4463.0550,0.5907
1780567980,4463.0450,4463.6850,4462.9900,4463.1850,0.5847
1780568040,4463.2050,4463.7750,4462.2600,4463.6100,0.5428
1780568100,4463.6700,4465.1450,4462.9650,4464.7100,0.5432
1780568160,4464.6450,4466.2950,4464.2400,4465.1800,0.5446
1780568220,4465.1700,4466.0500,4464.0850,4464.9500,0.5669
1780568280,4464.9950,4465.8000,4464.3250,4464.5050,0.5950
1780568340,4464.5065,4466.3050,4464.5065,4466.2000,0.5713
1780568400,4466.2250,4466.5800,4465.3500,4465.6250,0.5588
1780568460,4465.6500,4465.9650,4464.7950,4465.3100,0.5742
1780568520,4465.4700,4465.7000,4463.5700,4463.9950,0.5543
1780568580,4463.9500,4467.6500,4463.9500,4466.6400,0.5481
1780568640,4466.6600,4467.1450,4466.1500,4466.1950,0.5595
1780568700,4466.0900,4466.8300,4465.8800,4466.1200,0.5634
1780568760,4466.3650,4466.3650,4464.4200,4465.6250,0.5406
1780568820,4465.5650,4466.8350,4464.6650,4465.4600,0.5339
1780568880,4465.4300,4466.5300,4465.2050,4466.3000,0.5420
1780568940,4466.2050,4466.2050,4464.3650,4464.7250,0.5644
1780569000,4464.7300,4466.0050,4462.5900,4463.9200,0.5871
1780569060,4463.8600,4464.3500,4461.7850,4463.0100,0.5319
1780569120,4463.0050,4467.1750,4462.2800,4466.9250,0.5247
1780569180,4466.9700,4468.0750,4466.0350,4466.0550,0.5635
1780569240,4466.1900,4467.9200,4465.8300,4466.7665,0.4812
1780569300,4466.7715,4467.7400,4465.3350,4465.8100,0.5429
1780569360,4465.8250,4465.9800,4464.6900,4465.8550,0.5848
1780569420,4465.8200,4468.4250,4464.9650,4468.2800,0.5784
1780569480,4468.2250,4468.6900,4466.7100,4468.2050,0.5767
1780569540,4468.2750,4469.4400,4467.3350,4467.3350,0.5822
1780569600,4467.4000,4468.0950,4467.2050,4467.7200,0.5429
1780569660,4467.7150,4468.0200,4467.0900,4467.6750,0.5045
1780569720,4467.7200,4468.8300,4467.6750,4468.0000,0.4423
1780569780,4467.9900,4468.6850,4466.1950,4466.3150,0.4754
1780569840,4466.5500,4468.7050,4466.2850,4468.0900,0.4665
1780569900,4468.1000,4469.4400,4467.6200,4469.0400,0.4690
1780569960,4469.0350,4469.4300,4468.1700,4468.3400,0.5012
1780570020,4468.2100,4469.2500,4468.0500,4469.2250,0.5307
1780570080,4469.2500,4472.3050,4468.4200,4472.2850,0.5184
