ts,o,h,l,c
1759795200,1.34760,1.34806,1.33906,1.33994
1759881600,1.33996,1.34386,1.33712,1.34150
1759968000,1.34149,1.34168,1.32798,1.33119
1760054400,1.33118,1.33709,1.32614,1.33600
1760227200,1.33511,1.33631,1.33335,1.33533
1760313600,1.33535,1.33662,1.33151,1.33454
1760400000,1.33454,1.33539,1.32487,1.33513
1760486400,1.33515,1.34423,1.33348,1.34221
1760572800,1.34219,1.34546,1.34041,1.34485
1760659200,1.34485,1.34716,1.33909,1.34260
1760832000,1.34315,1.34431,1.34218,1.34402
1760918400,1.34403,1.34430,1.33898,1.33929
1761004800,1.33929,1.33981,1.33611,1.33743
1761091200,1.33742,1.33871,1.33057,1.33331
1761177600,1.33330,1.33571,1.33080,1.33254
1761264000,1.33255,1.33716,1.32873,1.33107
1761436800,1.33265,1.33359,1.33133,1.33161
1761523200,1.33163,1.33671,1.33105,1.33664
1761609600,1.33664,1.33696,1.32475,1.32512
1761696000,1.32510,1.32513,1.31404,1.32165
1761782400,1.32163,1.32163,1.31167,1.31568
1761868800,1.31567,1.31571,1.30970,1.31516
1762041600,1.31330,1.31448,1.31300,1.31414
1762128000,1.31412,1.31623,1.31082,1.31236
1762214400,1.31235,1.31393,1.30101,1.30256
1762300800,1.30259,1.30657,1.30119,1.30625
1762387200,1.30624,1.31427,1.30531,1.31170
1762473600,1.31172,1.31750,1.30948,1.31611
1762646400,1.31518,1.31627,1.31367,1.31523
1762732800,1.31521,1.31912,1.31391,1.31661
1762819200,1.31660,1.31846,1.31164,1.31303
1762905600,1.31303,1.31553,1.30845,1.31232
1762992000,1.31233,1.32161,1.31008,1.31442
1763078400,1.31443,1.32008,1.31082,1.31713
1763251200,1.31549,1.31722,1.31415,1.31513
1763337600,1.31514,1.31932,1.31360,1.31629
1763424000,1.31629,1.31770,1.31292,1.31401
1763510400,1.31401,1.31553,1.30380,1.30590
1763596800,1.30588,1.31237,1.30499,1.30903
1763683200,1.30905,1.31095,1.30388,1.30993
1763856000,1.31026,1.31035,1.30858,1.31012
1763942400,1.31012,1.31180,1.30805,1.30981
1764028800,1.30983,1.32141,1.30957,1.31876
1764115200,1.31876,1.32683,1.31245,1.32569
1764201600,1.32569,1.32688,1.32102,1.32387
1764288000,1.32389,1.32548,1.32008,1.32323
1764460800,1.32282,1.32489,1.32222,1.32270
1764547200,1.32269,1.32758,1.32032,1.32161
1764633600,1.32161,1.32330,1.31797,1.32317
1764720000,1.32318,1.33542,1.32318,1.33319
1764806400,1.33320,1.33855,1.33206,1.33363
1764892800,1.33364,1.33626,1.33161,1.33294
1765065600,1.33271,1.33425,1.33228,1.33403
1765152000,1.33405,1.33466,1.33057,1.33299
1765238400,1.33299,1.33562,1.32875,1.33051
1765324800,1.33051,1.33919,1.33015,1.33693
