ts,o,h,l,c,v
1775131800,23594.8755,23598.5000,23583.3700,23584.7665,1374
1775132100,23584.5220,23586.2335,23555.8370,23570.4030,1511
1775132400,23570.4890,23578.0275,23564.8825,23570.3755,1285
1775132700,23569.3920,23570.8755,23548.6145,23552.8370,1229
1775133000,23552.3480,23575.8755,23546.2280,23559.2210,1443
1775133300,23559.3480,23563.4930,23537.2170,23538.3605,1276
1775133600,23538.3755,23542.6200,23526.4835,23535.1090,1321
1775133900,23534.8315,23543.1365,23527.1090,23539.6365,1234
1775134200,23539.3975,23556.3755,23535.1145,23556.0815,1386
1775134500,23555.7555,23555.7555,23508.3645,23508.5870,1447
1775134800,23509.8810,23521.0870,23498.4820,23519.5095,1689
1775135100,23519.1640,23526.1090,23502.8730,23508.3590,1522
1775135400,23508.6090,23519.2500,23492.2335,23516.6310,1582
1775135700,23517.0110,23531.6175,23510.8840,23527.7665,1494
1775136000,23527.4945,23558.8920,23524.5705,23557.7280,1704
1775136300,23557.6310,23558.7390,23535.8700,23552.1200,1458
1775136600,23552.2615,23565.9835,23537.7170,23559.8370,1401
1775136900,23559.2780,23572.2720,23551.7610,23570.3370,1508
1775137200,23569.8370,23572.0110,23557.5025,23567.6090,1422
1775137500,23567.9820,23580.5245,23556.8590,23577.3480,1637
1775137800,23577.5925,23582.9725,23568.7335,23576.0000,1617
1775138100,23576.2830,23579.0330,23548.3535,23551.0000,1747
1775138400,23550.6365,23567.6585,23540.3645,23552.8260,2126
1775138700,23552.4945,23576.4835,23547.7280,23554.7060,1808
1775139000,23554.8755,23558.8810,23533.9655,23546.1255,1815
1775139300,23545.9560,23564.2830,23544.2500,23550.7210,1809
1775139600,23550.7335,23574.1340,23547.3700,23549.9615,1756
1775139900,23551.3425,23592.8535,23545.3480,23587.4085,2066
1775140200,23587.5080,23643.5135,23587.5080,23613.8315,2771
1775140500,23614.1145,23614.1145,23512.8785,23514.3510,2732
1775140800,23514.7500,23564.5870,23503.9195,23535.5110,2690
1775141100,23535.8865,23617.4505,23521.2500,23595.2555,2712
1775141400,23595.6200,23688.7500,23586.2665,23671.7445,2658
1775141700,23671.0815,23732.9945,23662.2115,23722.2610,2542
1775142000,23722.6420,23744.8715,23690.5980,23704.5275,2646
1775142300,23704.2225,23770.6365,23684.6530,23756.0165,2642
1775142600,23756.4670,23788.6255,23738.9945,23759.3880,2534
1775142900,23759.4805,23819.6310,23755.3425,23804.3755,2522
1775143200,23803.2390,23828.7525,23791.7280,23804.8975,2486
1775143500,23803.8645,23807.9860,23763.7720,23768.4560,2472
1775143800,23767.1545,23855.1230,23757.9945,23843.2555,2551
1775144100,23843.9835,24010.6200,23840.3370,24004.0080,488
1775144400,23987.3480,24032.2610,23964.4780,24027.1310,998
1775144700,24026.4615,24036.6090,23942.1090,23944.6090,2771
1775145000,23944.6120,23977.3755,23910.3785,23964.2360,2699
1775145300,23964.8425,24026.8895,23962.0275,24000.6475,2634
1775145600,24001.7500,24004.1200,23931.0330,23990.7555,2633
1775145900,23990.3700,23997.3785,23947.9505,23988.1090,2567
1775146200,23987.4945,24039.2885,23978.6200,24006.2445,2583
1775146500,24006.3700,24030.3535,23979.2720,24007.3700,2501
1775146800,24007.6065,24008.9085,23945.8370,23981.7305,2524
1775147100,23981.2170,24028.1420,23953.1035,24005.7885,2511
1775147400,24006.9780,24013.5055,23964.2665,23991.5925,2382
1775147700,23992.3755,24037.5980,23985.9670,24011.2445,2439
1775148000,24011.0165,24020.8975,23973.8700,24012.3755,2372
1775148300,24013.2775,24013.2800,23959.7445,23963.2720,2366
1775148600,23963.7005,23979.6175,23914.6530,23971.7390,2452
1775148900,23972.0955,23985.7830,23945.3990,23961.4945,2342
1775149200,23961.3895,23990.8755,23941.0110,23950.8895,2364
1775149500,23951.1365,23962.4140,23908.2665,23942.6035,2265
1775149800,23941.4890,23953.2720,23920.8425,23937.4945,2248
1775150100,23937.6420,23950.8645,23899.5055,23899.7170,2273
1775150400,23899.8865,23925.5055,23883.2445,23899.9835,2330
1775150700,23900.6200,23933.6420,23891.5055,23911.5055,2259
1775151000,23911.8755,23962.4890,23898.7280,23946.2775,2360
1775151300,23945.8260,23957.8865,23894.9805,23927.6035,2380
1775151600,23927.0925,24000.6160,23924.9985,23970.4985,2298
1775151900,23970.5165,23985.8865,23952.1365,23966.8205,2171
1775152200,23967.4890,23984.6200,23953.7690,23975.9085,2069
1775152500,23975.6010,23975.8400,23943.9725,23946.8645,2014
1775152800,23946.4780,23960.0275,23923.8480,23954.2445,2180
1775153100,23953.8645,23964.8260,23940.8645,23953.0980,2062
1775153400,23953.0000,23992.3510,23943.7280,23982.1255,2036
1775153700,23981.0110,24005.6310,23976.2610,23989.9710,2077
1775154000,23990.0190,24004.4505,23982.1105,23998.3590,1922
1775154300,23998.2500,24007.6145,23987.9725,23989.5055,1816
1775154600,23989.6090,23994.2830,23968.1365,23975.5925,1906
1775154900,23975.5110,23976.5165,23957.2415,23972.5440,1959
1775155200,23972.3645,23979.1145,23950.3645,23963.2500,1924
1775155500,23963.5055,23965.4890,23896.8590,23898.8425,2134
1775155800,23899.5760,23920.8840,23889.1090,23919.4945,2123
1775156100,23919.7940,23929.2170,23901.2335,23916.0110,2015
1775156400,23915.7745,23948.3785,23915.7745,23948.2500,2129
1775156700,23947.8865,23970.1090,23942.7665,23954.0055,2030
1775157000,23953.3605,23968.0025,23946.3205,23950.6200,1870
1775157300,23950.7885,23962.8865,23937.8315,23950.6325,1907
1775157600,23950.8810,23954.5980,23940.5870,23941.0220,1731
1775157900,23940.8700,23941.1255,23924.8425,23932.7375,2027
1775158200,23932.8880,23944.6395,23926.7225,23941.9765,1868
1775158500,23942.1310,23945.8865,23926.6215,23933.3400,1745
1775158800,23932.9835,23973.8565,23931.5980,23963.6090,1947
1775159100,23963.9890,23975.1255,23957.3645,23969.0385,1767
1775159400,23969.1530,23989.8840,23961.8590,23978.8700,1706
1775159700,23979.4945,23979.4945,23961.8755,23965.4615,1744
1775160000,23966.0095,23982.3730,23964.0760,23973.2170,1782
1775160300,23973.5440,23991.7610,23971.7635,23987.7170,1679
1775160600,23987.3825,24006.8770,23983.5000,23987.7415,1810
1775160900,23987.7500,23992.8895,23969.0000,23977.2775,1860
1775161200,23977.9615,23990.2390,23960.1420,23973.3535,1885
1775161500,23973.2335,23973.7335,23960.2500,23972.2610,1857
1775161800,23972.0980,23980.9890,23962.6090,23970.0925,1775
1775162100,23969.7635,23986.1310,23968.2375,23985.3425,1684
1775162400,23984.8990,23993.4890,23968.3590,23968.8645,1779
1775162700,23968.4875,23980.5385,23962.9835,23975.2800,1786
1775163000,23980.1145,24031.2885,23980.1145,24027.7280,2097
1775163300,24027.8260,24050.7390,24021.8810,24046.4890,2188
1775163600,24046.2800,24054.2830,24033.5110,24040.3810,1759
1775163900,24039.7665,24040.3645,24025.4890,24026.3700,1221
1775164200,24026.6255,24040.0870,24026.1200,24035.5760,874
1775430000,23894.8860,23898.3475,23848.0920,23866.5110,1521
1775430300,23865.9945,23866.7390,23822.8415,23830.2555,1587
1775430600,23830.1685,23862.9835,23809.5970,23853.2790,1696
1775430900,23852.7280,23866.6245,23838.4945,23851.5110,1382
1775431200,23851.7555,23894.1355,23846.4560,23879.1545,1299
1775431500,23879.6465,23900.2900,23867.7665,23890.3895,1186
1775431800,23889.8690,23905.1300,23871.4890,23872.2280,1268
1775432100,23874.1355,23908.0165,23862.9945,23900.8690,1105
1775432400,23900.9780,23910.4975,23886.0165,23887.7280,712
1775432700,23887.9130,23900.1300,23874.1215,23892.1520,1013
1775433000,23891.9725,23916.6080,23891.9725,23906.9835,1047
1775433300,23908.1355,23925.4240,23903.6080,23907.3690,984
1775433600,23907.1520,23918.1520,23869.0970,23888.2720,1623
1775433900,23888.1245,23920.4945,23871.8745,23885.7665,1414
1775434200,23886.4780,23901.4130,23872.8580,23897.2500,1277
1775434500,23896.9670,23913.6740,23883.6245,23904.6245,1115
1775434800,23905.8635,23916.7390,23898.2665,23898.3855,727
1775435100,23898.4890,23902.5860,23896.2555,23897.8965,509
1775435400,23897.9890,23913.2995,23897.9890,23905.4890,685
1775435700,23905.2665,23907.7475,23900.7515,23902.6300,329
1775436000,23903.3530,23907.6465,23896.7335,23897.7225,502
1775436300,23897.9185,23905.1080,23896.7060,23898.2665,584
1775436600,23897.9725,23914.6245,23897.6490,23907.1415,612
1775436900,23906.7335,23919.9945,23905.6190,23919.7280,752
1775437200,23919.8910,23984.9890,23915.9890,23984.3580,1898
1775437500,23984.2610,23994.7530,23974.7335,23989.9890,1655
1775437800,23990.4700,24001.5275,23979.1300,23992.6575,1443
1775438100,23992.7445,24000.0000,23982.8690,23989.2790,1280
1775438400,23989.4945,24030.7555,23985.5000,24012.3640,1491
1775438700,24012.2665,24020.7475,23998.6190,24000.0110,1361
1775439000,23999.8855,24016.6685,23999.7170,24010.8510,1119
1775439300,24010.2390,24024.2720,24006.2390,24010.4945,1175
1775439600,24010.6520,24030.8800,24007.7390,24027.1545,1178
1775439900,24027.4130,24035.2115,24019.4835,24021.2515,1039
1775440200,24021.6245,24029.8855,24017.3935,24024.7610,898
1775440500,24024.5125,24043.1575,24024.3800,24037.0970,993
1775440800,24036.9755,24053.1080,24036.5385,24049.2390,1125
1775441100,24049.5165,24051.6190,24040.3525,24046.4890,950
1775441400,24046.8970,24051.9670,24044.7060,24045.6355,783
1775441700,24045.7335,24048.3855,24026.0055,24026.2445,1011
1775442000,24026.0400,24049.2665,24024.7775,24038.1630,1148
1775442300,24037.9670,24067.5195,24037.9670,24062.5110,1073
1775442600,24062.0165,24062.9945,24036.2390,24037.8910,988
1775442900,24037.8565,24046.7640,24036.3690,24044.1080,822
1775443200,24044.0000,24050.7335,24041.0055,24049.2225,777
1775443500,24049.1410,24052.8620,24028.7445,24032.7830,849
1775443800,24032.4240,24033.3855,24022.8855,24024.9020,844
1775444100,24024.6355,24024.9945,24012.5805,24021.1190,1010
1775444400,24021.6395,24048.3965,24016.2390,24032.7720,1193
1775444700,24032.5440,24071.4130,24025.7555,24065.8805,1057
1775445000,24067.2610,24102.0000,24055.1575,24089.1525,1442
1775445300,24088.8455,24126.6355,24081.6740,24122.5110,1345
1775445600,24121.7500,24154.5110,24116.3800,24151.2500,1623
1775445900,24151.1465,24151.4045,24134.0110,24139.0000,1389
1775446200,24139.2445,24144.1230,24125.3470,24132.5495,1210
1775446500,24132.4240,24135.5055,24110.9890,24111.4890,1055
1775446800,24111.6080,24111.8690,24080.7610,24091.4130,1355
1775447100,24091.1355,24097.3580,24077.3910,24078.9560,1138
1775447400,24078.9810,24089.1135,24061.1340,24069.9865,1245
1775447700,24068.4670,24070.0000,24050.5440,24051.5385,1072
1775448000,24051.3360,24057.5385,24036.9045,24042.4560,1306
1775448300,24042.6465,24049.7365,24026.7555,24032.9890,1063
1775448600,24033.7170,24039.3840,24021.5000,24023.4890,1012
1775448900,24023.8965,24037.2940,23983.0330,23983.0330,1288
1775449200,23981.6635,24018.7610,23971.6410,24015.7900,1601
1775449500,24015.8620,24021.1575,24008.9835,24013.8855,1074
1775449800,24013.0290,24017.2555,24004.3565,24015.0055,1162
1775450100,24015.1245,24025.8800,24013.8855,24020.7390,952
1775450400,24020.5055,24025.9780,24009.7610,24024.3675,949
1775450700,24024.1135,24040.2775,24020.2610,24034.3825,947
1775451000,24034.6025,24044.2640,24029.8800,24039.1795,1007
1775451300,24039.2445,24041.9185,24036.5000,24040.2555,617
1775451600,24040.3855,24065.0915,24035.8745,24061.8525,1151
1775451900,24062.0970,24063.0275,24048.6135,24052.7500,937
1775452200,24052.6355,24059.8785,24043.3800,24054.6685,946
1775452500,24054.7610,24062.4615,24049.8635,24050.3855,833
1775452800,24050.1025,24059.9075,24049.8415,24057.6080,649
1775453100,24057.7610,24060.3360,24047.8800,24055.0110,675
1775453400,24054.9130,24074.9130,24050.3415,24072.1410,793
1775453700,24073.6245,24081.6190,24069.5915,24077.9755,895
1775454000,24077.7500,24085.5140,24071.1300,24080.3715,827
1775454300,24080.4240,24084.2060,24072.3745,24082.1575,796
1775454600,24082.3690,24089.0275,24075.1245,24083.4890,627
1775454900,24083.7940,24087.3400,24076.3455,24080.9505,646
1775455200,24081.5055,24087.3690,24079.5000,24081.6190,630
1775455500,24081.9835,24096.1355,24079.3360,24094.2115,780
1775455800,24094.7390,24094.7390,24084.0385,24088.3580,652
1775456100,24088.7640,24093.8690,24085.4945,24092.6080,667
1775456400,24092.4945,24093.7445,24079.6410,24092.1190,841
1775456700,24092.1395,24092.1395,24078.4945,24079.0900,759
1775457000,24079.4130,24081.7720,24064.0220,24072.3470,962
1775457300,24072.5385,24072.6300,24064.2460,24065.7445,760
1775457600,24065.4615,24067.1245,24051.1105,24054.7720,925
1775457900,24054.9945,24059.4505,24041.0165,24044.4075,977
1775458200,24044.6230,24058.8525,24043.4670,24058.8400,795
1775458500,24059.1630,24065.6740,24057.4670,24060.7390,778
1775458800,24059.7390,24060.2445,24047.8855,24053.0165,897
1775459100,24053.2735,24079.6300,24049.4780,24074.4670,1010
1775459400,24074.5970,24104.8730,24073.0000,24102.6190,1058
1775459700,24102.3745,24102.6300,24076.7665,24078.9615,970
1775460000,24079.3855,24081.3690,24065.7335,24073.6300,886
1775460300,24074.1300,24075.0000,24050.5970,24054.1740,933
1775460600,24054.1215,24064.5955,24044.3525,24055.9835,899
1775460900,24056.2555,24059.0275,24048.8910,24058.2390,708
1775461200,24057.9945,24065.5110,24051.9945,24059.9865,663
1775461500,24059.4240,24062.3800,24047.7530,24061.6685,650
1775461800,24060.7445,24118.3525,24057.8910,24080.4780,1770
1775462100,24080.3635,24089.6025,24074.6355,24084.3745,939
1775462400,24088.0055,24088.8580,24056.9020,24059.1190,963
1775462700,24059.2390,24064.2885,24046.5070,24047.5220,850
1775463000,24048.7500,24054.1190,24036.1080,24054.1190,978
1775463300,24055.6355,24082.3895,24055.5085,24067.2335,991
1775463600,24068.5030,24076.9780,24053.4945,24063.4185,815
1775463900,24063.6355,24075.1080,24062.8635,24066.1080,774
1775464200,24065.1355,24085.2335,24063.0180,24082.8910,703
1775464500,24083.0275,24098.0900,24080.7365,24090.1685,799
1775464800,24090.2335,24110.6575,24081.7555,24103.2665,907
1775465100,24103.5235,24124.7225,24100.1025,24122.2310,963
1775465400,24121.8965,24153.1300,24117.7775,24135.9725,1224
1775465700,24136.0015,24153.3855,24134.5385,24137.6285,967
1775466000,24137.2445,24162.7610,24137.2445,24162.5055,1353
1775466300,24162.4020,24164.5055,24141.8565,24155.8690,1189
1775466600,24156.0110,24162.0055,24148.1630,24155.2555,928
1775466900,24157.2555,24165.3855,24143.6190,24147.4185,938
1775467200,24148.2335,24170.1355,24147.1490,24168.7610,874
1775467500,24168.6300,24188.5440,24164.9075,24178.4920,1084
1775467800,24178.3730,24200.3470,24172.8580,24194.7665,1035
1775468100,24194.7680,24218.9945,24192.8855,24211.0915,1050
1775468400,24210.7720,24220.8910,24206.9890,24217.4810,870
1775468700,24217.2170,24219.2610,24208.5330,24214.2720,807
1775469000,24214.4920,24214.4920,24192.3635,24199.0275,920
1775469300,24199.2475,24209.0275,24195.1105,24197.8510,692
1775469600,24198.0330,24217.0275,24195.1245,24211.8580,938
1775469900,24212.4890,24226.0165,24204.3770,24210.0055,861
1775470200,24209.8525,24216.1080,24203.0000,24207.2830,674
1775470500,24207.0220,24215.5055,24196.7390,24213.1325,920
1775470800,24212.3635,24223.2225,24202.2500,24204.1135,871
1775471100,24204.3910,24212.0330,24200.2665,24209.0110,750
1775471400,24209.1245,24216.6245,24207.5920,24212.3690,644
1775471700,24212.5275,24213.2665,24205.8745,24207.8715,547
1775472000,24207.7335,24209.2475,24197.9920,24199.7610,545
1775472300,24200.0220,24206.4020,24197.5180,24201.1355,790
1775472600,24200.9945,24200.9945,24169.9780,24176.3800,1066
1775472900,24176.5110,24183.8745,24159.8825,24164.9130,1143
1775473200,24165.3635,24171.7445,24155.1245,24168.4240,1054
1775473500,24168.5110,24184.3800,24164.2005,24182.7280,826
1775473800,24182.6410,24187.1080,24176.0970,24177.9670,734
1775474100,24178.5220,24180.3745,24171.5015,24175.8525,628
1775474400,24175.2280,24178.7500,24168.5235,24171.7555,564
1775474700,24171.1630,24174.6285,24155.8565,24171.9075,897
1775475000,24171.5165,24177.2625,24164.8690,24173.2610,595
1775475300,24173.7625,24184.3910,24171.0110,24174.5860,626
1775475600,24174.6490,24178.9185,24168.7555,24172.6465,676
1775475900,24173.6300,24174.7445,24117.1195,24151.6250,1337
1775476200,24151.5860,24160.1465,24137.6245,24141.3800,1385
1775476500,24141.2500,24151.0165,24136.6190,24142.7555,1046
1775476800,24142.8305,24144.0240,24123.2885,24132.7170,1287
1775477100,24131.4835,24138.2555,24123.7390,24132.1575,993
1775477400,24132.7335,24133.7335,24111.6740,24116.3715,1086
1775477700,24116.6245,24139.5140,24110.8965,24136.0235,1022
1775478000,24135.7665,24137.5195,24112.1520,24124.1300,903
1775478300,24124.0055,24132.7500,24120.6300,24129.4130,804
1775478600,24130.0220,24137.6245,24122.6410,24136.6135,881
1775478900,24136.4835,24142.7280,24125.5220,24136.6410,929
1775479200,24136.8400,24139.3415,24120.6410,24123.5385,845
1775479500,24123.4130,24133.8605,24121.9020,24131.1190,932
1775479800,24131.2390,24144.4945,24130.2830,24136.8400,851
1775480100,24136.8800,24138.6190,24128.8910,24134.3745,818
1775480400,24134.1490,24136.2940,24122.1300,24128.4835,976
1775480700,24128.5235,24137.1285,24127.6190,24132.3635,702
1775481000,24132.6630,24138.7445,24123.7555,24132.8800,1004
1775481300,24132.6630,24139.8785,24127.7225,24129.8855,927
1775481600,24129.6380,24138.3525,24116.3855,24133.1135,1030
1775481900,24133.2335,24144.7845,24130.8605,24138.4780,934
1775482200,24138.7555,24156.7695,24128.1135,24154.6410,1202
1775482500,24154.3910,24154.8910,24145.0805,24148.0860,1057
1775482800,24148.0110,24149.7940,24138.7335,24144.7515,936
1775483100,24145.0000,24165.5220,24143.4045,24145.6300,1327
1775483400,24145.7390,24153.4835,24136.8935,24138.6080,1155
1775483700,24138.0055,24140.9020,24129.6520,24134.7445,1003
1775484000,24134.9130,24138.8690,24114.1300,24115.2610,1435
1775484300,24115.3800,24131.2170,24100.4700,24129.9960,1483
1775484600,24129.2775,24141.2555,24121.9075,24135.8855,1262
1775484900,24135.9615,24141.6340,24118.4780,24119.3745,1184
1775485200,24119.2115,24122.3785,24098.8525,24111.4075,1533
1775485500,24107.2335,24122.0290,24085.6080,24092.0055,1863
1775485800,24091.7720,24197.7280,24091.7720,24181.4890,2813
1775486100,24181.6080,24200.2830,24075.1300,24124.6740,2856
1775486400,24123.1600,24177.8675,24094.7225,24159.6190,2769
1775486700,24159.3825,24214.0015,24158.3825,24193.3455,2692
1775487000,24193.9185,24238.9945,24188.0290,24211.3855,2575
1775487300,24211.6410,24244.3915,24194.1685,24242.5810,2466
1775487600,24244.2500,24274.7445,24116.3570,24122.8355,2770
1775487900,24121.9655,24147.2090,24101.7220,24144.8730,2691
1775488200,24145.7155,24182.4655,24108.6705,24181.0800,2624
1775488500,24181.1890,24202.8290,24168.0440,24193.9060,2467
1775488800,24194.3475,24215.6280,24186.7600,24201.2975,2351
1775489100,24201.6400,24206.2145,24173.4170,24190.0390,2357
1775489400,24190.1205,24214.4745,24177.7055,24189.1455,2317
1775489700,24189.6425,24206.5855,24113.9355,24129.5575,2002
1775490000,24129.3375,24171.6645,24126.1065,24142.7375,2470
1775490300,24142.8820,24142.8820,24089.3935,24095.7400,2383
1775490600,24095.4570,24134.6490,24095.4570,24123.5465,2304
1775490900,24123.7925,24152.5235,24107.0475,24132.6830,2238
1775491200,24132.5900,24163.2500,24109.4190,24131.2465,2179
1775491500,24131.4800,24150.7445,24112.3700,24143.5335,2212
1775491800,24143.6700,24144.2795,24114.1580,24134.4325,2201
1775492100,24134.4845,24144.7610,24117.2125,24129.1465,2127
1775492400,24129.2665,24137.8520,24106.0785,24111.2120,2090
1775492700,24111.3100,24120.4880,24091.6825,24105.5590,2068
1775493000,24106.2720,24112.6590,24078.6835,24099.5245,1961
1775493300,24099.7745,24113.8800,24079.7115,24110.2880,2053
1775493600,24110.1580,24123.0740,24099.6765,24119.5200,1922
1775493900,24119.1510,24139.7410,24112.0015,24134.3360,1864
1775494200,24134.5265,24157.2940,24125.9735,24150.5035,1824
1775494500,24151.5320,24151.5320,24132.0735,24149.6310,1790
1775494800,24149.0000,24154.3715,24124.4530,24124.6370,1809
1775495100,24124.9035,24139.2385,24112.7680,24113.4530,1792
1775495400,24113.8760,24134.1525,24110.2265,24131.0500,1693
1775495700,24131.1965,24140.1935,24120.0655,24126.2875,1672
1775496000,24126.1245,24142.7525,24120.9880,24133.9655,1687
1775496300,24133.8290,24149.6045,24132.7415,24139.6365,1580
1775496600,24139.4845,24151.9630,24128.7435,24150.6085,1524
1775496900,24150.9305,24172.3775,24149.2490,24155.5445,1667
1775497200,24155.7545,24163.4290,24146.6820,24160.5780,1564
1775497500,24161.4710,24170.5610,24155.9365,24164.6905,1508
1775497800,24164.4835,24168.8900,24134.6690,24147.8155,1712
1775498100,24148.6910,24153.0155,24128.9990,24134.5415,1887
1775498400,24135.8200,24137.5700,24085.2390,24107.1335,1914
1775498700,24107.4085,24120.5090,24093.2320,24108.8645,1695
1775499000,24109.0925,24111.7045,24035.2005,24058.4345,2256
1775499300,24058.2660,24086.2535,24048.7990,24080.6000,1978
1775499600,24079.1265,24121.6830,24061.4725,24121.3795,1860
1775499900,24120.7500,24141.8520,24113.1910,24135.6775,1797
1775500200,24136.0175,24157.6710,24127.4345,24139.7145,1752
1775500500,24139.6055,24151.0675,24124.1600,24129.2040,1738
1775500800,24128.9225,24131.5060,24110.5930,24122.1410,1719
1775501100,24122.9945,24122.9945,24101.1230,24112.5500,1556
1775501400,24112.3560,24116.1100,24095.4060,24102.7755,1607
1775501700,24103.8900,24112.0905,24092.6100,24094.8045,1520
1775502000,24095.3070,24099.0010,24076.9580,24080.7265,1699
1775502300,24080.0085,24107.8515,24080.0085,24106.0255,1700
1775502600,24105.4970,24155.9525,24104.0235,24134.1880,1991
1775502900,24135.1505,24166.6730,24132.6815,24162.8075,1793
1775503200,24163.0420,24192.5260,24153.4565,24181.3365,1656
1775503500,24180.9500,24188.9930,24158.7665,24170.6635,1860
1775503800,24170.7880,24186.4265,24153.0185,24163.2295,1758
1775504100,24163.1010,24172.2320,24159.1105,24160.1420,1609
1775504400,24160.3810,24166.9645,24155.0700,24163.8540,1483
1775504700,24163.6055,24178.4365,24160.0755,24170.4885,1527
1775505000,24170.4635,24181.9040,24168.6955,24176.8770,1454
1775505300,24176.5070,24181.9355,24173.7845,24178.8560,1434
1775505600,24178.8370,24182.5370,24169.5990,24180.3210,1586
1775505900,24180.5585,24182.4605,24164.1005,24166.3700,1527
1775506200,24165.7515,24174.9800,24159.0710,24173.1035,1496
1775506500,24173.4775,24176.4345,24161.1900,24168.8565,1519
1775506800,24168.9590,24177.2930,24163.5560,24167.8415,1397
1775507100,24167.7435,24174.1255,24164.2190,24164.7160,1309
1775507400,24164.3735,24175.6300,24161.0990,24171.2900,1397
1775507700,24171.5400,24177.1100,24167.7100,24172.1190,1328
1775508000,24172.0055,24175.0810,24155.2290,24171.8065,1450
1775508300,24171.5345,24194.4840,24169.9160,24193.4445,1544
1775508600,24193.9345,24201.1300,24170.8170,24171.6100,1765
1775508900,24171.2425,24197.7135,24164.7010,24191.2880,1924
1775509200,24191.7975,24197.8275,24184.4575,24187.3300,1423
1775509500,24187.0900,24187.0900,24173.4975,24174.0810,1018
1775509800,24173.3420,24179.8055,24171.5000,24174.1680,1023
1775516400,24177.8990,24204.6140,24170.1360,24203.8525,603
1775516700,24204.1300,24213.8745,24197.9240,24201.7555,739
1775517000,24202.0000,24205.2390,24196.6520,24204.6230,407
1775517300,24204.2500,24208.1080,24198.6520,24199.0275,410
1775517600,24198.6025,24200.8715,24132.9725,24144.2845,1060
1775517900,24144.5110,24155.5330,24140.8415,24152.3580,785
1775518200,24152.7500,24158.6025,24133.4780,24136.6190,686
1775518500,24136.7830,24149.0140,24136.7830,24143.6410,542
