ts,open,high,low,close
1773130800,25097.547,25108.9335,25082.961,25097.45
1773131400,25096.716500000002,25119.569,25085.826999999997,25110.3465
1773132000,25110.9335,25113.744,25097.457000000002,25098.2275
1773132600,25097.95,25099.58,25053.244,25059.862999999998
1773133200,25059.939,25102.324500000002,25054.439,25098.852
1773133800,25098.667,25107.716500000002,25080.808,25083.7055
1773134400,25083.8795,25086.45,25067.1725,25081.716500000002
1773135000,25081.4115,25100.341,25071.852,25077.319
1773135600,25077.45,25092.2385,25064.699999999997,25068.319
1773136200,25068.3105,25090.307999999997,25058.6835,25063.3795
1773136800,25063.786,25068.6835,25027.194499999998,25048.95
1773137400,25049.297,25051.161500000002,25019.961000000003,25025.558
1773138000,25025.707000000002,25054.8135,25018.852,25051.972
1773138600,25052.0305,25064.939,24994.3355,25008.8465
1773139200,25008.9555,25037.599000000002,25005.588,25023.057999999997
1773139800,25023.618499999997,25046.681,25019.124,25039.699999999997
1773140400,25039.428,25078.5965,25003.0965,25008.558
1773141000,25009.0965,25015.961000000003,24969.069000000003,24971.0855
1773141600,24971.0565,25002.222,24967.699999999997,24996.551
1773142200,24996.8065,25000.0415,24967.906,24971.214
1773142800,24971.4665,24979.1725,24931.9365,24943.8105
1773143400,24943.942,24965.319,24932.196,24944.2915
1773144000,24944.411500000002,24947.428,24874.552499999998,24884.8105
1773144600,24884.819,24910.95,24878.2915,24890.5635
1773145200,24890.439,24923.824500000002,24889.9225,24892.33
1773145800,24892.472,24922.716500000002,24865.928,24908.569000000003
1773146400,24908.7055,24959.797,24906.939,24957.602
1773147000,24957.175499999998,24972.4335,24934.552499999998,24942.3355
1773147600,24941.5855,24964.3105,24932.547,24948.3355
1773148200,24950.483,24960.6835,24935.45,24945.216500000002
1773148800,24951.6295,24981.08,24949.0455,24964.1075
1773149400,24962.7275,25054.04,24962.7275,24988.8465
1773150000,24987.807999999997,25028.9225,24933.0855,25018.83
1773150600,25020.9995,25022.341,24920.9625,24936.824999999997
1773151200,24940.233,24969.9225,24868.7385,24874.411500000002
1773151800,24875.308,24932.428,24869.7,24925.3025
1773152400,24925.569,24997.834,24917.466500000002,24976.0305
1773153000,24976.457000000002,25064.964,24975.95,25064.5965
1773153600,25064.8465,25088.05,25047.374,25086.677000000003
1773154200,25087.214,25123.8865,25080.606,25123.3865
1773154800,25123.022,25153.3765,25098.05,25102.6875
1773155400,25102.711,25143.674,25090.1575,25141.6495
1773156000,25141.517,25149.016499999998,25110.713499999998,25114.9465
1773156600,25115.413500000002,25118.333,25082.373,25105.138
1773157200,25105.518,25143.879,25094.4745,25109.834
1773157800,25109.461,25135.0755,25100.569,25120.8645
1773158400,25121.5245,25121.5245,25052.5515,25071.913500000002
1773159000,25072.0445,25119.868000000002,25066.898999999998,25107.4245
1773159600,25108.18,25132.8655,25079.5635,25103.939
1773160200,25104.2275,25136.3635,25104.2275,25133.394500000002
1773160800,25133.497,25135.3645,25090.2345,25101.637000000002
1773161400,25103.1875,25140.886,25094.0355,25127.847999999998
1773162000,25127.609,25150.911,25117.7565,25134.952
1773162600,25134.9765,25171.4655,25119.1875,25169.624499999998
1773163200,25169.93,25189.345999999998,25154.300000000003,25184.646
1773163800,25184.809999999998,25184.809999999998,25075.6045,25108.089
1773164400,25108.0465,25152.8975,25096.59,25135.288
1773165000,25135.082,25160.862500000003,25128.819,25142.610999999997
1773165600,25142.8335,25153.7585,25113.142,25119.837
1773166200,25119.75,25139.057500000003,24975.1365,24990.5585
1773166800,24990.516,25076.8875,24961.5295,25039.3885
1773167400,25040.400999999998,25079.5055,25001.2315,25020.362
1773168000,25021.2035,25043.58,24997.648,25020.332000000002
1773168600,25020.4245,25059.153,25000.508,25002.762499999997
1773169200,25002.5415,25022.403,24982.6135,25012.148999999998
1773169800,25011.252500000002,25045.83,24986.8005,25036.9455
1773170400,25036.6735,25041.419,24960.5435,24962.8965
1773171000,24962.242,24975.9705,24931.019,24968.65
1773171600,24967.922,24996.2465,24925.8005,24937.0
1773172200,24937.119,24963.212,24913.9,24958.194499999998
1773172800,24958.682,24990.6575,24958.466500000002,24982.172
1773173400,24982.014499999997,25011.109,24975.6435,25006.108
1773180000,24989.186,24989.186,24959.807,24964.539
1773180600,24964.7505,24993.9465,24961.408,24969.213
1773181200,24969.3275,24979.311,24944.528,24947.288999999997
1773181800,24948.8,24953.2975,24931.550000000003,24935.9245
1773182400,24936.033499999998,24939.072,24927.6415,24932.951999999997
1773183000,24933.0445,24946.283499999998,24931.5665,24946.1965
1773183600,24945.441,24952.0775,24939.658,24952.0775
1773184200,24952.169,24966.213000000003,24948.663500000002,24962.43
1773184800,24962.2725,24970.0995,24954.305500000002,24960.4465
1773185400,24961.0335,24962.191,24950.300000000003,24959.158
1773186000,24958.9435,24977.050000000003,24952.05,24976.952
1773186600,24976.800000000003,25000.974000000002,24976.055500000002,24992.1965
1773187200,24995.5115,25048.033499999998,24986.5665,25034.419
1773187800,25034.583,25056.538999999997,25009.658000000003,25044.094
1773188400,25043.9245,25061.4355,25027.2905,25045.641499999998
1773189000,25045.6785,25051.811,25031.4355,25038.278
1773189600,25038.218500000003,25052.396999999997,25028.416,25031.525500000003
1773190200,25032.094,25044.3275,25028.3015,25037.283499999998
1773190800,25037.43,25048.3385,25027.18,25038.684
1773191400,25037.8,25057.278,25036.4355,25056.2725
1773192000,25056.561,25058.4575,25046.941,25051.5335
1773192600,25051.6305,25064.028,25048.669,25059.1565
1773193200,25059.4245,25073.451999999997,25057.3275,25064.5445
1773193800,25064.396999999997,25069.8385,25058.441,25067.141499999998
1773194400,25066.919,25069.05,25055.017,25057.805500000002
1773195000,25058.158000000003,25077.05,25051.146999999997,25075.050000000003
1773195600,25075.201999999997,25075.419,25063.050000000003,25063.397
1773196200,25064.039,25064.1855,25050.0225,25052.7975
1773196800,25053.017,25068.4355,25051.506,25067.413500000002
1773197400,25067.3,25074.6965,25066.160499999998,25070.055500000002
1773198000,25070.1745,25075.8125,25062.2615,25064.3915
1773198600,25064.311,25075.452,25062.8165,25072.300000000003
