timestamp,open,high,low,close
1546300800000,0.89803,0.8997,0.89742,0.89861
1546387200000,0.89862,0.91122,0.89812,0.9038
1546473600000,0.90379,0.90637,0.90073,0.90191
1546560000000,0.90191,0.90291,0.89437,0.89524
1546646400000,0.89524,0.89524,0.89524,0.89524
1546732800000,0.89554,0.89645,0.89491,0.89609
1546819200000,0.89608,0.89913,0.89516,0.89778
1546905600000,0.89778,0.90061,0.89478,0.89932
1546992000000,0.89935,0.9041,0.89749,0.90269
1547078400000,0.90268,0.90594,0.90111,0.90231
1547164800000,0.90232,0.90622,0.89221,0.89283
1547251200000,0.89283,0.89283,0.89283,0.89283
1547337600000,0.8913,0.892,0.89093,0.89192
1547424000000,0.8919,0.89521,0.8875,0.89102
1547510400000,0.89101,0.89847,0.88551,0.88671
1547596800000,0.88671,0.88892,0.88355,0.88445
1547683200000,0.88444,0.887,0.87632,0.87741
1547769600000,0.87739,0.88382,0.87706,0.88246
1547856000000,0.88246,0.88246,0.88246,0.88246
1547942400000,0.88196,0.88447,0.88168,0.88426
1548028800000,0.88426,0.88622,0.88061,0.88192
1548115200000,0.88191,0.88283,0.87599,0.87702
1548201600000,0.87701,0.8782,0.86979,0.87032
1548288000000,0.87033,0.87248,0.86176,0.86221
1548374400000,0.86221,0.86813,0.86178,0.86373
1548460800000,0.86373,0.86373,0.86373,0.86373
1548547200000,0.8644,0.86454,0.86355,0.86404
1548633600000,0.86403,0.86949,0.86396,0.86848
1548720000000,0.86849,0.8756,0.86558,0.87421
1548806400000,0.87421,0.87633,0.87142,0.87561
1548892800000,0.8756,0.87666,0.87109,0.87327
1548979200000,0.87327,0.87931,0.87267,0.87553
1549065600000,0.87553,0.87553,0.87553,0.87553
1549152000000,0.87586,0.87635,0.87535,0.87586
1549238400000,0.87586,0.87777,0.87259,0.87775
1549324800000,0.87774,0.88214,0.87476,0.88047
1549411200000,0.88047,0.88072,0.87719,0.87873
1549497600000,0.87875,0.88138,0.8728,0.87559
1549584000000,0.87556,0.87648,0.87419,0.87437
1549670400000,0.87437,0.87437,0.87437,0.87437
1549756800000,0.8748,0.87556,0.87445,0.87528
1549843200000,0.87526,0.87764,0.87449,0.87672
1549929600000,0.87673,0.87918,0.87561,0.87914
1550016000000,0.87917,0.87926,0.87431,0.87628
1550102400000,0.87626,0.884,0.87604,0.88247
1550188800000,0.88247,0.88274,0.87521,0.87613
1550275200000,0.87613,0.87613,0.87613,0.87613
1550361600000,0.87445,0.87529,0.87439,0.87523
1550448000000,0.87523,0.87675,0.87418,0.87525
1550534400000,0.87524,0.87626,0.86719,0.86829
1550620800000,0.86828,0.87141,0.86729,0.86981
1550707200000,0.86983,0.87037,0.86659,0.86954
1550793600000,0.86953,0.87283,0.86761,0.86783
1550880000000,0.86783,0.86783,0.86783,0.86783
1550966400000,0.86714,0.86844,0.86712,0.8681
1551052800000,0.8681,0.86994,0.8638,0.86572
1551139200000,0.86573,0.86575,0.8562,0.85923
1551225600000,0.85924,0.85962,0.85289,0.85443
1551312000000,0.85444,0.85861,0.85422,0.85737
1551398400000,0.85736,0.86227,0.85711,0.86011
1551484800000,0.86011,0.86011,0.86011,0.86011
1551571200000,0.85881,0.85999,0.8585,0.85927
1551657600000,0.85926,0.86085,0.85576,0.86019
1551744000000,0.86019,0.86453,0.85766,0.85935
1551830400000,0.85935,0.86191,0.85798,0.85828
1551916800000,0.85826,0.86245,0.8536,0.8554
1552003200000,0.8554,0.86544,0.85477,0.86276
1552089600000,0.86276,0.86276,0.86276,0.86276
1552176000000,0.86584,0.86597,0.86474,0.86504
1552262400000,0.86494,0.86758,0.84751,0.84998
1552348800000,0.84998,0.86541,0.84985,0.86388
1552435200000,0.86387,0.86396,0.84717,0.85268
1552521600000,0.8527,0.85618,0.84986,0.85282
1552608000000,0.85282,0.85745,0.85088,0.85159
1552694400000,0.85159,0.85159,0.85159,0.85159
1552780800000,0.85124,0.8521,0.85092,0.85126
1552867200000,0.85126,0.85945,0.85122,0.85458
1552953600000,0.85456,0.85695,0.85332,0.85561
1553040000000,0.85562,0.86659,0.85558,0.86544
1553126400000,0.86544,0.87227,0.86371,0.86623
1553212800000,0.86623,0.8671,0.85325,0.85529
1553299200000,0.85529,0.85529,0.85529,0.85529
1553385600000,0.85398,0.85571,0.85398,0.85532
1553472000000,0.85532,0.85983,0.85451,0.8564
1553558400000,0.8564,0.85958,0.85188,0.85341
1553644800000,0.85341,0.85594,0.84832,0.85551
1553731200000,0.85549,0.86087,0.85272,0.86022
1553817600000,0.86023,0.86491,0.85507,0.86042
1553904000000,0.86042,0.86042,0.86042,0.86042
1553990400000,0.86069,0.86216,0.86038,0.86192
1554076800000,0.86189,0.86265,0.85246,0.85743
1554163200000,0.85742,0.86077,0.85186,0.85345
1554249600000,0.85344,0.8558,0.85026,0.85336
1554336000000,0.85335,0.85929,0.85179,0.85836
1554422400000,0.85837,0.86367,0.85564,0.86022
1554508800000,0.86022,0.86022,0.86022,0.86022
1554595200000,0.85992,0.86082,0.85947,0.86035
1554681600000,0.86034,0.8645,0.85901,0.86169
1554768000000,0.8617,0.86517,0.85933,0.86288
1554854400000,0.86288,0.86319,0.85909,0.86086
1554940800000,0.86086,0.86347,0.86047,0.86248
1555027200000,0.86248,0.86565,0.86211,0.86436
1555113600000,0.86436,0.86436,0.86436,0.86436
1555200000000,0.86368,0.86455,0.8627,0.86388
1555286400000,0.86386,0.8649,0.86182,0.86292
1555372800000,0.86292,0.86595,0.86252,0.86507
1555459200000,0.86504,0.86808,0.86504,0.86638
1555545600000,0.86638,0.8666,0.86339,0.86468
1555632000000,0.86468,0.86568,0.86423,0.86507
1555718400000,0.86507,0.86507,0.86507,0.86507
1555804800000,0.86451,0.86568,0.86425,0.8654
1555891200000,0.86543,0.86758,0.86466,0.86725
1555977600000,0.86726,0.86816,0.86356,0.86749
1556064000000,0.8675,0.86781,0.86302,0.86433
1556150400000,0.86433,0.86543,0.86264,0.86354
1556236800000,0.86354,0.86391,0.86216,0.86227
1556323200000,0.86227,0.86227,0.86227,0.86227
1556409600000,0.86252,0.86314,0.86208,0.8629
1556496000000,0.8629,0.86498,0.86204,0.86482
1556582400000,0.86481,0.86489,0.85901,0.86007
1556668800000,0.86008,0.86059,0.85755,0.85823
1556755200000,0.85823,0.8599,0.85679,0.85736
1556841600000,0.85736,0.8587,0.84968,0.8501
1556928000000,0.8501,0.8501,0.8501,0.8501
1557014400000,0.84968,0.85067,0.84899,0.85047
1557100800000,0.85048,0.85565,0.85043,0.85517
1557187200000,0.85515,0.85811,0.85376,0.85624
1557273600000,0.85626,0.86237,0.85601,0.86081
1557360000000,0.8608,0.86482,0.85967,0.86233
1557446400000,0.86232,0.86419,0.86191,0.86383
1557532800000,0.86383,0.86383,0.86383,0.86383
1557619200000,0.86365,0.86419,0.86339,0.86372
1557705600000,0.8637,0.86804,0.86241,0.86638
1557792000000,0.8664,0.86914,0.86615,0.86799
1557878400000,0.868,0.8736,0.86683,0.8723
1557964800000,0.8723,0.87477,0.87209,0.87308
1558051200000,0.87308,0.87784,0.87305,0.87704
1558137600000,0.87704,0.87704,0.87704,0.87704
1558224000000,0.87566,0.87738,0.87566,0.87696
1558310400000,0.87695,0.87844,0.87494,0.87732
1558396800000,0.87734,0.87893,0.87245,0.87854
1558483200000,0.87854,0.88396,0.87719,0.88083
1558569600000,0.88085,0.8838,0.87897,0.88323
1558656000000,0.88324,0.88499,0.88023,0.8812
1558742400000,0.8812,0.8812,0.8812,0.8812
1558828800000,0.88033,0.88151,0.88014,0.8808
1558915200000,0.88082,0.88351,0.87899,0.88266
1559001600000,0.88266,0.88412,0.88056,0.88221
1559088000000,0.88219,0.88323,0.8798,0.88177
