bar_start_ms,open,high,low,close
1717401600000,2632.7,2632.7,2632.7,2632.7
1717416000000,2631.7,2651.7,2630.9,2648.3
1717430400000,2648.3,2662.8,2648.3,2654.3
1717444800000,2654.3,2655.8,2653.1,2653.9
1717459200000,2654.1,2656.3,2645.8,2648.5
1717473600000,2648.5,2655.3,2640.6,2641.5
1717488000000,2641.3,2641.4,2625.2,2628.3
1717502400000,2628.1,2639.9,2614.0,2626.1
1717516800000,2626.7,2630.8,2621.8,2627.3
1717531200000,2627.3,2628.9,2625.9,2628.7
1717545600000,2628.8,2639.3,2625.2,2638.7
1717560000000,2638.4,2643.6,2628.1,2632.0
1717574400000,2631.7,2636.7,2629.3,2632.8
1717588800000,2632.9,2661.5,2632.7,2657.1
1717603200000,2657.1,2660.8,2654.2,2657.7
1717617600000,2657.5,2660.7,2656.2,2657.3
1717632000000,2657.7,2680.4,2656.7,2672.9
1717646400000,2672.9,2676.0,2665.3,2666.3
1717660800000,2666.1,2667.4,2661.2,2662.8
1717675200000,2662.7,2684.1,2655.4,2679.3
1717689600000,2679.4,2682.3,2673.2,2677.5
1717704000000,2677.1,2683.2,2676.9,2681.5
1717718400000,2681.5,2687.2,2673.6,2685.3
1717732800000,2685.2,2693.9,2677.0,2677.8
1717747200000,2677.6,2678.4,2629.3,2636.3
1717761600000,2636.1,2639.0,2599.2,2600.1
1717776000000,2600.2,2611.1,2580.2,2581.1
1717790400000,2581.1,2587.7,2579.4,2587.3
1717963200000,2586.8,2593.4,2581.2,2592.2
1717977600000,2591.8,2595.1,2586.6,2588.3
1717992000000,2588.4,2591.1,2579.8,2589.9
1718006400000,2590.0,2600.3,2584.5,2599.9
1718020800000,2599.9,2604.2,2594.3,2602.0
1718035200000,2602.6,2609.8,2601.8,2604.2
1718049600000,2604.3,2608.1,2603.7,2604.9
1718064000000,2604.9,2607.3,2592.3,2597.8
1718078400000,2597.5,2599.6,2590.9,2598.7
1718092800000,2598.7,2603.6,2595.3,2602.4
1718107200000,2602.4,2616.2,2602.3,2605.0
1718121600000,2605.3,2611.3,2600.1,2610.8
1718136000000,2611.0,2613.2,2609.1,2610.5
1718150400000,2610.8,2611.9,2605.3,2608.9
1718164800000,2609.0,2613.2,2605.6,2609.4
1718179200000,2609.5,2611.0,2605.6,2608.0
1718193600000,2607.7,2640.5,2606.3,2633.1
1718208000000,2633.3,2638.2,2610.8,2616.7
1718222400000,2616.9,2621.1,2614.7,2615.3
1718236800000,2615.1,2618.1,2601.2,2608.0
1718251200000,2608.0,2612.9,2601.8,2611.2
1718265600000,2611.2,2614.6,2596.2,2599.6
1718280000000,2599.6,2622.1,2589.2,2590.7
1718294400000,2590.6,2597.7,2586.5,2595.8
1718308800000,2596.0,2596.9,2593.7,2594.2
1718323200000,2594.3,2601.2,2593.3,2597.5
1718337600000,2597.5,2610.3,2595.4,2608.7
1718352000000,2608.7,2633.3,2608.2,2627.8
1718366400000,2628.0,2632.0,2618.9,2621.4
1718380800000,2621.4,2632.3,2620.5,2628.4
1718395200000,2628.6,2629.0,2626.8,2629.0
1718568000000,2629.0,2629.1,2622.1,2623.6
1718582400000,2623.5,2623.9,2615.1,2618.7
1718596800000,2618.5,2620.6,2608.3,2610.1
1718611200000,2610.1,2616.5,2609.3,2611.2
1718625600000,2611.3,2622.3,2601.8,2604.9
1718640000000,2605.2,2614.2,2605.2,2613.7
1718654400000,2613.8,2614.7,2611.7,2614.5
1718668800000,2614.5,2620.3,2612.7,2618.5
1718683200000,2618.1,2618.9,2607.7,2608.1
1718697600000,2608.1,2608.1,2597.7,2605.9
1718712000000,2605.7,2624.8,2603.6,2621.3
1718726400000,2621.5,2628.6,2620.8,2624.0
1718740800000,2624.1,2625.5,2621.6,2622.7
1718755200000,2622.8,2626.5,2620.5,2622.6
1718769600000,2622.5,2627.4,2620.9,2626.5
1718784000000,2626.9,2630.2,2619.8,2624.9
1718798400000,2624.8,2627.5,2617.6,2624.2
1718812800000,2624.3,2626.1,2622.3,2622.7
1718827200000,2622.0,2625.1,2622.0,2622.7
1718841600000,2622.6,2634.0,2620.9,2627.8
1718856000000,2627.7,2641.1,2627.7,2632.8
1718870400000,2633.0,2636.1,2625.1,2633.8
1718884800000,2633.8,2663.6,2629.1,2649.8
1718899200000,2649.8,2658.1,2648.7,2655.5
1718913600000,2655.8,2658.2,2654.6,2657.5
1718928000000,2657.5,2662.2,2653.5,2659.3
1718942400000,2659.5,2663.3,2651.4,2660.5
1718956800000,2660.3,2667.0,2658.4,2664.3
1718971200000,2664.2,2666.3,2615.0,2620.4
1718985600000,2620.5,2622.0,2607.5,2613.9
1719000000000,2614.0,2614.5,2612.3,2613.4
1719172800000,2612.7,2614.9,2607.8,2609.6
1719187200000,2609.4,2618.5,2608.3,2617.0
1719201600000,2616.9,2624.3,2612.3,2623.1
1719216000000,2623.0,2625.4,2611.3,2618.0
1719230400000,2617.7,2626.7,2614.5,2619.6
1719244800000,2619.6,2627.8,2618.7,2624.6
1719259200000,2624.5,2628.3,2622.4,2623.2
1719273600000,2623.1,2623.2,2614.1,2615.7
1719288000000,2615.6,2621.7,2613.6,2615.8
1719302400000,2615.7,2630.1,2613.8,2622.3
1719316800000,2622.5,2622.8,2604.9,2615.9
1719331200000,2616.0,2616.4,2605.0,2610.2
1719345600000,2610.2,2611.8,2608.2,2610.2
1719360000000,2610.1,2614.7,2599.0,2606.7
1719374400000,2606.7,2608.1,2598.4,2605.5
1719388800000,2605.5,2608.3,2592.2,2602.3
1719403200000,2602.3,2608.0,2580.0,2587.4
1719417600000,2587.4,2590.7,2583.9,2586.0
1719432000000,2586.0,2586.6,2582.7,2584.7
1719446400000,2584.7,2586.9,2583.0,2585.2
1719460800000,2585.5,2590.4,2582.2,2589.0
1719475200000,2588.8,2606.4,2588.5,2605.5
1719489600000,2605.7,2621.5,2604.5,2617.6
1719504000000,2617.4,2618.5,2611.7,2615.8
1719518400000,2615.6,2618.7,2615.2,2617.4
1719532800000,2617.3,2618.0,2607.8,2610.9
1719547200000,2610.8,2619.0,2608.6,2617.0
1719561600000,2617.0,2627.9,2616.1,2624.3
1719576000000,2624.3,2631.5,2611.8,2618.4
1719590400000,2618.4,2623.1,2611.8,2614.2
1719604800000,2614.1,2616.1,2611.8,2615.9
1719777600000,2615.0,2616.7,2611.2,2613.9
1719792000000,2613.8,2618.0,2610.6,2613.8
1719806400000,2613.7,2617.9,2606.3,2612.2
1719820800000,2612.0,2628.8,2610.0,2628.7
1719835200000,2628.9,2629.1,2607.1,2616.9
1719849600000,2617.0,2621.7,2615.7,2620.5
1719864000000,2620.5,2622.4,2620.4,2621.3
1719878400000,2621.2,2623.6,2614.0,2614.2
1719892800000,2614.3,2620.5,2610.9,2619.5
1719907200000,2619.5,2621.6,2606.8,2607.7
1719921600000,2608.0,2626.2,2605.6,2612.1
1719936000000,2612.1,2619.8,2607.7,2619.3
1719950400000,2619.2,2620.0,2616.8,2618.8
1719964800000,2618.8,2621.4,2614.8,2620.3
1719979200000,2620.4,2638.2,2620.4,2635.9
1719993600000,2635.9,2640.6,2632.4,2635.7
1720008000000,2636.1,2658.0,2635.4,2655.9
1720022400000,2655.8,2656.0,2645.1,2645.7
1720036800000,2645.9,2650.7,2645.7,2649.8
1720051200000,2649.9,2654.3,2647.2,2649.0
1720065600000,2649.0,2650.8,2640.8,2648.5
1720080000000,2648.5,2651.1,2646.2,2649.6
