ts,o,h,l,c,v
1779229800,4515.2,4521.8,4512.9,4520.0,321.0
1779231600,4519.5,4524.8,4516.0,4521.6,250.0
1779233400,4522.6,4532.6,4522.6,4525.0,244.0
1779235200,4524.4,4537.4,4515.7,4537.4,527.0
1779237000,4538.1,4546.0,4534.2,4537.2,529.0
1779238800,4536.6,4542.3,4508.8,4508.8,759.0
1779240600,4509.4,4523.9,4490.9,4517.2,1299.0
1779242400,4517.4,4522.2,4511.2,4516.5,407.0
1779244200,4517.7,4518.6,4493.4,4500.4,701.0
1779246000,4499.6,4502.1,4487.7,4496.7,619.0
1779247800,4494.9,4501.1,4492.4,4498.9,428.0
1779249600,4498.4,4504.9,4497.1,4499.7,358.0
1779251400,4500.2,4500.2,4492.0,4496.5,260.0
1779253200,4497.4,4510.3,4497.4,4505.3,463.0
1779255000,4504.1,4514.4,4498.3,4508.0,424.0
1779256800,4506.7,4513.3,4502.4,4507.3,599.0
1779258600,4507.3,4514.1,4496.9,4509.8,894.0
1779260400,4508.9,4520.4,4507.2,4519.0,562.0
1779262200,4517.9,4521.4,4511.0,4514.3,476.0
1779264000,4513.7,4522.0,4512.3,4520.3,467.0
1779265800,4522.1,4525.9,4512.6,4520.5,419.0
1779267600,4519.5,4522.0,4508.4,4509.8,376.0
1779269400,4510.0,4526.6,4508.5,4520.6,474.0
1779271200,4520.9,4528.5,4520.9,4524.8,379.0
1779273000,4524.6,4533.2,4524.6,4530.2,376.0
1779274800,4530.6,4536.9,4526.8,4535.9,286.0
1779276600,4535.6,4536.0,4526.5,4534.9,501.0
1779278400,4534.1,4536.6,4528.6,4534.5,422.0
1779280200,4535.5,4540.9,4529.9,4532.1,772.0
1779282000,4531.8,4542.4,4525.5,4525.5,977.0
1779283800,4525.6,4529.3,4518.0,4519.0,1085.0
1779285600,4519.5,4547.2,4502.8,4542.1,2137.0
1779287400,4543.0,4574.0,4543.0,4568.4,1818.0
1779289200,4567.6,4590.5,4560.2,4566.6,1496.0
1779291000,4566.0,4576.5,4563.9,4565.7,767.0
1779292800,4565.8,4571.8,4560.7,4562.7,602.0
1779294600,4562.7,4572.7,4561.2,4571.6,380.0
1779296400,4571.7,4576.1,4568.2,4569.4,447.0
1779298200,4571.2,4573.3,4567.1,4569.3,238.0
1779300000,4565.9,4573.7,4565.9,4572.3,239.0
1779301800,4572.5,4581.8,4572.5,4580.4,250.0
1779303600,4579.7,4583.0,4579.5,4582.4,218.0
1779305400,4582.4,4586.6,4581.8,4582.7,468.0
1779307200,4582.4,4586.6,4580.0,4582.8,191.0
1779309000,4582.9,4582.9,4578.5,4581.2,99.0
1779314400,4580.0,4583.0,4570.0,4573.9,569.0
1779316200,4574.2,4579.0,4572.0,4575.2,406.0
1779318000,4574.7,4578.2,4570.0,4573.5,344.0
1779319800,4573.3,4582.0,4573.1,4581.4,303.0
1779321600,4582.3,4588.2,4572.6,4579.4,688.0
1779323400,4579.3,4584.5,4575.2,4580.5,314.0
1779325200,4581.7,4603.0,4575.4,4602.9,1488.0
1779327000,4601.3,4606.0,4594.4,4596.2,442.0
1779328800,4597.2,4599.8,4574.9,4575.6,465.0
1779330600,4574.6,4577.2,4566.7,4567.9,477.0
1779332400,4567.8,4575.3,4566.0,4570.5,255.0
1779334200,4572.3,4572.3,4561.7,4562.6,234.0
1779336000,4562.6,4574.4,4562.6,4574.4,187.0
1779337800,4575.0,4575.0,4568.3,4573.2,106.0
1779339600,4573.9,4575.0,4556.0,4557.9,365.0
1779341400,4557.4,4564.3,4552.6,4562.4,328.0
1779343200,4563.2,4574.0,4561.9,4565.9,582.0
1779345000,4567.6,4569.3,4553.5,4556.5,329.0
1779346800,4555.2,4559.2,4546.7,4548.0,542.0
1779348600,4548.2,4557.5,4547.4,4554.1,273.0
1779350400,4554.6,4571.4,4552.8,4571.2,522.0
1779352200,4570.0,4570.0,4561.5,4567.7,319.0
1779354000,4567.2,4577.2,4566.8,4572.2,453.0
1779355800,4572.3,4578.0,4562.5,4565.3,178.0
1779357600,4566.0,4571.0,4544.9,4552.9,549.0
1779359400,4551.3,4552.8,4539.5,4545.6,453.0
1779361200,4545.8,4555.5,4545.5,4547.9,274.0
1779363000,4548.8,4552.0,4543.0,4548.0,218.0
1779364800,4550.4,4553.6,4536.8,4540.8,336.0
1779366600,4540.8,4552.3,4534.9,4538.3,647.0
1779368400,4537.3,4547.0,4529.7,4534.7,654.0
1779370200,4535.5,4555.8,4522.2,4548.1,1343.0
1779372000,4547.2,4549.9,4533.0,4542.5,644.0
1779373800,4542.6,4546.6,4537.1,4545.0,468.0
1779375600,4545.3,4551.1,4530.0,4538.7,486.0
1779377400,4538.0,4547.7,4538.0,4546.3,233.0
1779379200,4547.4,4556.0,4547.4,4551.9,598.0
1779381000,4551.8,4555.5,4551.2,4554.7,230.0
1779382800,4554.8,4582.0,4549.1,4577.4,1255.0
1779384600,4578.1,4595.0,4574.5,4587.6,585.0
1779386400,4586.4,4591.5,4578.6,4585.4,451.0
1779388200,4583.9,4585.1,4562.3,4566.3,533.0
1779390000,4569.3,4577.0,4565.7,4574.0,247.0
1779391800,4574.1,4580.0,4569.6,4577.6,292.0
1779393600,4579.0,4579.6,4575.1,4575.9,119.0
1779395400,4577.0,4578.7,4575.0,4578.6,66.0
1779400800,4580.0,4581.5,4574.9,4575.6,197.0
1779402600,4576.7,4578.9,4574.9,4578.3,138.0
1779404400,4579.0,4580.3,4571.8,4575.7,224.0
1779406200,4575.7,4575.7,4567.0,4570.8,256.0
1779408000,4570.3,4572.5,4564.9,4571.5,286.0
1779409800,4572.0,4576.1,4561.0,4562.4,387.0
1779411600,4561.5,4571.1,4558.6,4564.3,483.0
1779413400,4562.3,4567.0,4556.8,4561.1,319.0
1779415200,4561.0,4563.7,4556.7,4558.0,184.0
1779417000,4557.8,4561.9,4554.3,4556.9,266.0
1779418800,4557.8,4560.0,4554.4,4556.2,163.0
1779420600,4557.0,4564.5,4556.4,4563.9,275.0
1779422400,4564.5,4567.7,4562.6,4567.0,103.0
1779424200,4566.2,4566.4,4560.6,4562.3,150.0
1779426000,4562.9,4564.5,4558.6,4562.7,155.0
1779427800,4560.0,4569.0,4542.5,4544.8,643.0
1779429600,4545.0,4560.3,4545.0,4560.0,602.0
1779431400,4560.2,4563.1,4556.4,4561.2,242.0
1779433200,4560.8,4562.0,4555.7,4559.3,188.0
1779435000,4560.4,4560.4,4551.0,4556.6,201.0
1779436800,4556.5,4566.1,4556.5,4561.2,281.0
1779438600,4562.0,4562.0,4552.0,4556.6,221.0
1779440400,4555.5,4560.0,4549.7,4552.4,200.0
1779442200,4552.2,4570.4,4549.2,4567.1,357.0
1779444000,4566.7,4571.8,4559.2,4559.4,302.0
1779445800,4559.7,4559.7,4545.2,4549.7,443.0
1779447600,4550.1,4552.2,4546.2,4547.5,159.0
1779449400,4546.4,4559.2,4545.8,4555.0,382.0
1779451200,4554.5,4571.0,4552.9,4555.8,766.0
1779453000,4556.4,4563.1,4549.5,4563.1,624.0
1779454800,4563.8,4569.0,4555.0,4555.2,716.0
1779456600,4555.2,4561.5,4543.9,4547.2,692.0
1779458400,4545.6,4547.5,4523.4,4532.4,1200.0
1779460200,4532.7,4541.6,4531.4,4535.8,504.0
1779462000,4535.2,4553.4,4534.3,4553.4,664.0
1779463800,4553.2,4557.2,4548.9,4554.3,553.0
1779465600,4552.3,4559.0,4551.0,4558.4,289.0
1779467400,4558.5,4561.5,4545.7,4549.6,422.0
1779469200,4549.9,4560.6,4547.8,4560.2,723.0
1779471000,4560.0,4564.1,4553.3,4553.6,298.0
1779472800,4553.4,4553.4,4546.9,4550.4,253.0
1779474600,4550.0,4556.4,4548.5,4550.0,289.0
1779476400,4549.6,4550.7,4541.3,4542.1,286.0
1779478200,4542.0,4545.9,4539.1,4543.2,218.0
1779480000,4543.2,4545.0,4540.0,4544.9,171.0
1779481800,4545.2,4545.2,4538.9,4543.7,180.0
1779660000,4558.8,4594.0,4558.8,4587.4,2007.0
1779661800,4587.1,4601.2,4586.4,4600.8,848.0
1779663600,4601.4,4613.9,4601.4,4611.0,998.0
1779665400,4610.6,4616.1,4601.4,4602.8,879.0
1779667200,4602.5,4611.7,4601.9,4606.7,752.0
1779669000,4609.0,4615.0,4600.2,4604.7,641.0
1779670800,4603.8,4611.0,4595.0,4607.8,1297.0
1779672600,4608.1,4609.2,4594.8,4596.3,751.0
1779674400,4597.3,4602.3,4592.6,4597.0,568.0
1779676200,4596.5,4604.5,4593.4,4595.3,761.0
1779678000,4595.5,4598.8,4594.2,4594.5,368.0
1779679800,4594.7,4598.2,4590.4,4593.4,479.0
1779681600,4594.0,4599.5,4593.2,4598.9,365.0
1779683400,4599.0,4599.8,4594.0,4598.3,274.0
1779685200,4598.2,4600.5,4588.1,4588.6,646.0
1779687000,4588.8,4594.6,4585.4,4588.0,601.0
1779688800,4586.5,4591.2,4584.0,4587.8,416.0
1779690600,4587.9,4597.2,4587.3,4596.4,404.0
1779692400,4596.4,4598.8,4586.3,4588.1,690.0
1779694200,4588.5,4599.5,4588.4,4598.7,347.0
1779696000,4599.3,4599.3,4588.0,4589.0,436.0
1779697800,4588.5,4592.1,4587.8,4590.4,234.0
1779699600,4590.2,4593.5,4589.2,4593.2,303.0
1779701400,4593.1,4603.5,4592.6,4602.3,472.0
1779703200,4602.5,4608.3,4602.5,4605.5,449.0
1779705000,4605.0,4607.5,4603.2,4603.8,450.0
1779706800,4603.2,4610.3,4602.2,4606.7,454.0
1779708600,4606.9,4612.0,4603.9,4603.9,442.0
1779710400,4603.9,4603.9,4587.0,4595.1,1229.0
1779712200,4594.9,4605.0,4594.5,4602.5,837.0
1779714000,4601.5,4606.1,4595.0,4596.7,627.0
1779715800,4596.4,4600.0,4594.3,4597.7,598.0
1779717600,4597.4,4605.2,4596.6,4602.6,702.0
1779719400,4601.8,4602.9,4599.5,4601.0,424.0
1779721200,4600.9,4609.2,4600.0,4608.4,664.0
1779723000,4607.3,4607.3,4600.9,4605.2,554.0
1779724800,4604.7,4605.0,4602.1,4602.1,169.0
1779726600,4602.0,4608.8,4601.9,4607.7,311.0
1779728400,4607.8,4613.0,4605.0,4605.8,391.0
1779730200,4605.7,4606.0,4598.0,4600.5,327.0
1779732000,4600.2,4606.4,4599.0,4605.5,295.0
1779746400,4603.0,4609.7,4602.6,4607.3,613.0
1779748200,4607.3,4611.0,4603.6,4609.4,661.0
1779750000,4609.1,4615.4,4601.3,4602.4,1281.0
1779751800,4602.6,4603.2,4589.1,4593.8,2208.0
1779753600,4593.0,4593.0,4574.4,4582.7,2577.0
1779755400,4583.0,4586.2,4572.3,4583.0,1664.0
1779757200,4583.7,4584.5,4575.1,4576.5,1016.0
1779759000,4576.8,4576.8,4560.3,4570.8,2057.0
1779760800,4570.7,4572.9,4568.5,4570.1,767.0
1779762600,4570.3,4571.9,4563.2,4566.0,970.0
1779764400,4565.2,4577.0,4565.2,4575.7,722.0
1779766200,4575.5,4578.5,4573.5,4575.5,523.0
1779768000,4575.3,4576.1,4565.5,4565.7,803.0
1779769800,4565.7,4566.3,4556.2,4558.2,1374.0
1779771600,4558.2,4564.4,4555.6,4563.9,820.0
1779773400,4564.0,4568.0,4556.3,4560.0,990.0
1779775200,4561.5,4569.4,4561.3,4564.0,877.0
1779777000,4563.0,4567.4,4562.0,4564.8,749.0
1779778800,4565.0,4567.8,4555.3,4563.0,1020.0
1779780600,4562.9,4572.5,4554.6,4571.6,1518.0
1779782400,4571.7,4572.4,4553.7,4556.0,1277.0
1779784200,4555.5,4560.9,4553.0,4557.5,800.0
1779786000,4557.3,4559.5,4551.4,4557.8,887.0
1779787800,4558.3,4558.3,4545.2,4556.0,1524.0
1779789600,4555.9,4568.8,4553.0,4566.5,1116.0
1779791400,4567.0,4573.7,4564.8,4568.4,827.0
1779793200,4568.0,4569.7,4556.0,4557.1,734.0
1779795000,4556.7,4556.9,4536.4,4540.0,2586.0
1779796800,4539.6,4548.7,4537.0,4538.9,1708.0
1779798600,4538.7,4556.7,4533.1,4553.7,2736.0
1779800400,4553.1,4561.5,4549.5,4555.8,2245.0
1779802200,4556.2,4565.2,4545.6,4547.5,2997.0
1779804000,4547.7,4554.3,4541.5,4550.9,2280.0
1779805800,4550.9,4558.4,4545.8,4548.6,1764.0
1779807600,4548.5,4548.5,4537.6,4539.0,2034.0
1779809400,4539.3,4543.2,4535.0,4538.8,1594.0
1779811200,4538.8,4542.2,4531.3,4541.2,1709.0
1779813000,4541.0,4545.3,4535.7,4537.9,1153.0
1779814800,4537.3,4540.5,4533.3,4534.1,962.0
1779816600,4534.1,4534.9,4520.0,4523.2,2349.0
1779818400,4522.9,4528.5,4513.0,4527.7,2136.0
1779820200,4527.9,4532.2,4526.4,4531.8,904.0
1779822000,4532.0,4537.2,4529.7,4534.6,951.0
1779823800,4535.1,4542.7,4533.2,4541.8,1194.0
1779825600,4541.9,4544.1,4539.2,4539.8,747.0
1779827400,4540.0,4543.7,4537.5,4541.4,551.0
1779832800,4541.4,4545.2,4536.2,4538.5,3816.0
1779834600,4538.8,4545.9,4531.7,4544.2,4452.0
1779836400,4544.4,4547.3,4537.8,4545.4,3836.0
1779838200,4545.0,4561.1,4544.0,4552.7,6915.0
1779840000,4552.2,4558.9,4546.8,4550.7,3840.0
1779841800,4550.8,4555.0,4547.0,4547.6,3244.0
1779843600,4547.5,4553.7,4545.0,4548.5,4059.0
1779845400,4548.4,4549.7,4538.6,4539.8,3649.0
1779847200,4540.2,4541.8,4531.1,4538.0,4605.0
1779849000,4537.7,4539.7,4530.0,4538.0,3335.0
1779850800,4538.1,4544.0,4537.2,4539.1,2917.0
1779852600,4539.0,4539.3,4528.4,4528.9,2982.0
1779854400,4528.8,4535.5,4527.6,4531.4,2740.0
1779856200,4531.3,4549.1,4529.5,4542.0,4430.0
1779858000,4542.1,4545.9,4536.1,4539.4,3133.0
1779859800,4539.2,4540.9,4523.2,4529.7,8243.0
1779861600,4529.4,4530.9,4515.6,4518.1,7007.0
1779863400,4517.7,4522.1,4511.0,4517.1,6419.0
1779865200,4517.3,4521.2,4511.9,4518.1,4174.0
1779867000,4518.1,4520.5,4506.9,4513.3,4491.0
1779868800,4513.3,4524.2,4512.0,4520.3,3994.0
1779870600,4520.3,4529.5,4517.3,4528.8,4770.0
1779872400,4528.6,4528.7,4519.8,4521.3,3423.0
1779874200,4521.4,4525.1,4517.9,4521.9,2425.0
1779876000,4521.7,4522.3,4507.8,4508.3,4898.0
1779877800,4508.1,4508.7,4472.5,4476.3,17434.0
1779879600,4476.4,4483.6,4469.2,4471.1,9309.0
1779881400,4471.1,4474.9,4454.5,4458.2,10716.0
1779883200,4458.1,4496.7,4457.0,4484.7,18867.0
1779885000,4484.8,4490.6,4468.0,4469.3,10595.0
1779886800,4469.1,4469.6,4430.9,4433.9,23381.0
1779888600,4433.7,4465.3,4432.6,4458.3,20236.0
1779890400,4458.6,4487.2,4457.0,4477.0,16028.0
1779892200,4476.8,4481.0,4464.5,4465.3,9425.0
1779894000,4465.1,4470.1,4459.3,4467.5,7554.0
1779895800,4467.6,4473.1,4462.3,4468.0,6560.0
1779897600,4467.8,4479.2,4465.5,4478.4,5435.0
1779899400,4478.2,4485.0,4476.5,4482.3,4771.0
1779901200,4482.6,4483.1,4472.7,4481.3,6193.0
1779903000,4481.5,4486.1,4481.5,4481.8,4001.0
1779904800,4481.6,4490.0,4478.9,4487.2,3663.0
1779906600,4487.3,4487.8,4482.9,4486.0,1836.0
1779908400,4486.0,4486.4,4481.1,4482.6,2151.0
1779910200,4482.6,4486.8,4480.8,4482.9,2247.0
1779912000,4482.9,4490.5,4481.7,4486.5,1673.0
1779913800,4486.8,4488.5,4483.2,4488.4,1264.0
1779919200,4487.7,4502.4,4479.1,4490.3,2873.0
1779921000,4490.1,4493.0,4485.2,4488.1,2186.0
1779922800,4487.7,4488.5,4479.3,4481.1,2707.0
1779924600,4481.1,4484.4,4474.2,4477.5,4010.0
1779926400,4477.8,4484.9,4474.6,4477.2,4120.0
1779928200,4477.2,4488.6,4473.9,4487.6,4220.0
1779930000,4487.6,4489.7,4447.6,4449.9,12116.0
1779931800,4449.8,4457.4,4437.3,4440.6,10075.0
1779933600,4440.5,4443.3,4427.0,4436.7,9577.0
1779935400,4436.7,4441.0,4422.7,4424.6,8163.0
1779937200,4424.4,4428.2,4411.8,4417.5,9478.0
1779939000,4417.7,4417.8,4398.1,4404.8,10863.0
1779940800,4404.4,4411.6,4395.8,4398.0,7289.0
1779942600,4398.2,4404.6,4397.3,4402.0,4441.0
1779944400,4402.3,4408.8,4396.1,4407.4,5157.0
1779946200,4407.6,4425.2,4403.7,4417.3,8893.0
1779948000,4417.3,4419.7,4403.6,4410.0,7491.0
1779949800,4409.9,4415.0,4406.5,4413.4,3486.0
1779951600,4413.5,4426.1,4413.5,4422.1,6147.0
1779953400,4422.4,4423.5,4412.4,4417.5,5172.0
1779955200,4417.2,4424.6,4415.9,4419.0,3909.0
1779957000,4419.1,4424.8,4415.5,4416.6,3052.0
1779958800,4416.4,4429.1,4415.9,4426.4,4234.0
