ts,o,h,l,c,v
1781620200,4340.5,4349.3,4333.5,4345.2,7183.0
1781621100,4345.2,4348.4,4342.1,4344.5,3443.0
1781622000,4344.5,4347.6,4342.9,4345.5,2557.0
1781622900,4345.3,4349.7,4341.6,4346.7,3308.0
1781623800,4346.7,4349.8,4343.6,4347.4,2743.0
1781624700,4347.0,4364.4,4342.6,4356.0,7006.0
1781625600,4355.6,4368.0,4355.3,4366.8,4445.0
1781626500,4366.9,4367.6,4361.9,4365.4,2656.0
1781627400,4365.4,4366.5,4360.9,4365.0,2210.0
1781628300,4364.9,4367.5,4360.3,4361.8,2262.0
1781629200,4361.5,4362.3,4355.0,4356.4,3439.0
1781630100,4356.3,4357.0,4346.1,4356.0,5677.0
1781631000,4356.1,4361.4,4355.3,4359.9,3057.0
1781631900,4359.9,4362.1,4356.8,4361.5,1615.0
1781632800,4361.7,4364.2,4360.4,4363.2,1675.0
1781633700,4362.8,4363.5,4360.4,4362.9,1115.0
1781634600,4362.8,4364.5,4359.2,4360.0,1293.0
1781635500,4360.1,4361.4,4357.2,4359.8,1197.0
1781636400,4359.8,4364.2,4359.1,4360.4,1308.0
1781637300,4360.6,4362.5,4357.7,4361.2,1341.0
1781638200,4361.0,4361.5,4358.5,4360.0,1149.0
1781639100,4360.2,4361.3,4352.4,4355.4,2355.0
1781640000,4355.3,4355.8,4352.3,4352.7,991.0
1781640900,4352.5,4355.5,4352.5,4354.3,505.0
1781641800,4354.3,4356.7,4352.9,4355.4,703.0
1781642700,4355.1,4355.3,4350.9,4353.3,953.0
1781647200,4353.2,4355.8,4349.7,4352.2,955.0
1781648100,4352.0,4353.2,4348.4,4349.8,918.0
1781649000,4350.2,4353.1,4350.1,4352.4,636.0
1781649900,4352.3,4355.8,4351.7,4355.0,889.0
1781650800,4355.2,4358.4,4353.6,4356.2,906.0
1781651700,4356.2,4357.3,4355.1,4355.8,406.0
1781652600,4356.1,4356.2,4352.6,4354.3,700.0
1781653500,4354.2,4354.9,4349.0,4350.6,1228.0
1781654400,4350.9,4360.1,4346.8,4357.4,3120.0
1781655300,4357.6,4361.5,4356.2,4357.2,1718.0
1781656200,4357.2,4359.0,4354.2,4354.9,1525.0
1781657100,4355.0,4357.6,4351.6,4356.7,2163.0
1781658000,4356.4,4369.8,4354.0,4367.7,5197.0
1781658900,4367.5,4367.7,4359.1,4363.4,2940.0
1781659800,4363.2,4364.2,4357.5,4359.8,2534.0
1781660700,4359.4,4363.8,4356.7,4361.0,2149.0
1781661600,4360.9,4364.4,4359.5,4362.3,1657.0
1781662500,4362.5,4364.7,4359.5,4360.7,1247.0
1781663400,4360.6,4363.8,4357.5,4358.7,1642.0
1781664300,4358.6,4358.8,4349.6,4351.0,3521.0
1781665200,4351.1,4354.0,4349.0,4350.1,1654.0
1781666100,4349.7,4352.4,4348.1,4351.7,1605.0
1781667000,4351.3,4353.3,4349.7,4352.8,1049.0
1781667900,4352.7,4353.8,4350.1,4351.9,800.0
1781668800,4352.0,4352.1,4347.7,4350.3,1033.0
1781669700,4350.2,4353.6,4343.5,4343.9,2464.0
1781670600,4344.0,4345.5,4337.0,4342.6,2687.0
1781671500,4342.7,4346.4,4341.8,4346.1,940.0
1781672400,4346.4,4347.5,4340.6,4342.1,1524.0
1781673300,4342.2,4347.1,4340.6,4346.6,1404.0
1781674200,4346.8,4352.8,4346.3,4349.4,2683.0
1781675100,4349.4,4353.9,4343.9,4346.2,1859.0
1781676000,4346.5,4349.6,4343.9,4348.6,1654.0
1781676900,4348.3,4349.1,4340.0,4343.9,2170.0
1781677800,4343.7,4348.8,4342.1,4347.2,1270.0
1781678700,4347.2,4351.4,4346.0,4351.3,909.0
1781679600,4351.1,4352.4,4346.6,4347.0,1896.0
1781680500,4347.0,4352.4,4346.0,4348.6,1630.0
1781681400,4348.5,4351.3,4344.9,4348.3,1561.0
1781682300,4348.5,4349.0,4344.0,4344.8,1233.0
1781683200,4344.4,4347.5,4341.3,4342.1,1600.0
1781684100,4342.1,4344.3,4338.8,4342.8,1778.0
1781685000,4342.8,4343.9,4337.7,4339.2,1446.0
1781685900,4339.1,4345.0,4335.6,4344.1,2066.0
1781686800,4344.2,4345.4,4340.6,4344.7,1178.0
1781687700,4344.7,4353.0,4344.7,4351.4,2086.0
1781688600,4351.5,4355.3,4347.7,4348.2,1918.0
1781689500,4348.2,4349.2,4345.2,4349.1,980.0
1781690400,4349.1,4350.5,4346.9,4350.2,946.0
1781691300,4350.5,4350.5,4346.1,4348.4,782.0
1781692200,4348.6,4350.9,4346.9,4350.7,695.0
1781693100,4350.4,4355.1,4350.0,4351.0,1751.0
1781694000,4351.1,4351.6,4347.2,4348.7,1365.0
1781694900,4348.7,4351.5,4347.5,4348.1,905.0
1781695800,4348.4,4348.5,4343.7,4345.0,1764.0
1781696700,4345.0,4346.5,4340.0,4342.5,1777.0
1781697600,4342.5,4344.4,4339.0,4342.7,2857.0
1781698500,4342.7,4347.0,4341.0,4344.4,2198.0
1781699400,4344.5,4351.7,4342.8,4351.2,2621.0
1781700300,4351.4,4355.1,4350.7,4353.4,2478.0
1781701200,4353.3,4354.1,4343.9,4351.6,4201.0
1781702100,4351.6,4359.0,4350.6,4355.5,3214.0
1781703000,4355.5,4362.0,4352.5,4361.8,5667.0
1781703900,4361.7,4365.4,4359.2,4360.1,5975.0
1781704800,4359.7,4366.6,4355.8,4362.3,6470.0
1781705700,4362.3,4382.4,4360.9,4380.2,9822.0
1781706600,4380.1,4384.5,4366.4,4372.0,9005.0
1781707500,4372.0,4375.5,4350.1,4364.1,12993.0
1781708400,4363.9,4368.4,4363.3,4367.8,2758.0
1781709300,4367.6,4380.0,4366.7,4375.2,5127.0
1781710200,4375.1,4381.3,4374.5,4378.3,2716.0
1781711100,4378.2,4385.9,4377.0,4383.4,3026.0
1781712000,4383.5,4386.0,4380.6,4382.4,2638.0
1781712900,4382.5,4387.5,4380.8,4385.3,2116.0
1781713800,4385.3,4385.5,4375.3,4377.9,2749.0
1781714700,4378.0,4380.2,4376.2,4380.1,1797.0
1781715600,4379.9,4381.5,4375.3,4379.5,3306.0
1781716500,4379.3,4384.5,4378.0,4381.8,3010.0
1781717400,4381.6,4402.9,4381.2,4397.1,9510.0
1781718300,4397.0,4403.1,4394.5,4400.7,3066.0
1781719200,4400.7,4401.9,4296.1,4303.9,38006.0
1781720100,4303.9,4328.0,4302.2,4312.1,16894.0
1781721000,4311.9,4347.6,4288.7,4343.6,33032.0
1781721900,4343.8,4352.4,4297.0,4305.2,19917.0
1781722800,4304.8,4314.7,4277.7,4283.0,21965.0
1781723700,4282.9,4283.8,4244.7,4245.9,19871.0
1781724600,4245.7,4254.9,4237.6,4249.4,17378.0
1781725500,4249.4,4265.7,4247.7,4254.4,11806.0
1781726400,4254.3,4279.1,4253.3,4276.1,6353.0
1781727300,4276.2,4288.7,4272.6,4277.4,4539.0
1781728200,4277.4,4284.6,4277.3,4279.5,2199.0
1781729100,4279.4,4281.7,4274.7,4276.5,1394.0
1781733600,4275.0,4287.4,4273.4,4284.6,2999.0
1781734500,4284.9,4290.6,4283.7,4285.8,3355.0
1781735400,4285.7,4287.8,4282.4,4282.9,2087.0
1781736300,4283.1,4290.0,4278.6,4285.6,2340.0
1781737200,4285.6,4301.6,4283.1,4301.0,2986.0
1781738100,4300.9,4303.3,4294.3,4298.8,3654.0
1781739000,4299.3,4301.7,4287.2,4295.5,3290.0
1781739900,4295.3,4298.9,4291.5,4297.2,2900.0
1781740800,4297.3,4318.7,4295.8,4316.8,6819.0
1781741700,4317.0,4321.6,4313.9,4319.8,4760.0
1781742600,4320.1,4331.0,4319.1,4330.2,4956.0
1781743500,4330.3,4334.9,4327.5,4328.2,4761.0
1781744400,4328.0,4348.6,4326.1,4343.1,9201.0
1781745300,4342.8,4343.7,4334.4,4339.1,4128.0
1781746200,4339.3,4345.2,4336.9,4342.4,3580.0
1781747100,4342.3,4346.0,4337.0,4337.6,2686.0
1781748000,4337.9,4350.3,4335.9,4347.6,3320.0
1781748900,4347.3,4349.9,4343.4,4344.5,2300.0
1781749800,4344.4,4345.4,4336.0,4336.4,3195.0
1781750700,4336.5,4338.9,4330.5,4331.0,3839.0
1781751600,4331.0,4336.2,4328.5,4331.6,2724.0
1781752500,4331.6,4336.8,4330.3,4334.6,1892.0
1781753400,4334.7,4342.9,4333.2,4339.1,2971.0
1781754300,4339.2,4341.0,4336.6,4339.9,1346.0
1781755200,4340.0,4344.4,4334.7,4337.2,1877.0
1781756100,4337.6,4339.4,4331.6,4333.8,1415.0
1781757000,4333.7,4338.7,4330.0,4330.4,1778.0
1781757900,4330.2,4337.4,4329.9,4336.0,1482.0
1781758800,4336.0,4338.8,4332.5,4336.0,1389.0
1781759700,4336.3,4343.3,4335.7,4343.3,1819.0
1781760600,4343.2,4345.0,4329.4,4330.5,3226.0
1781761500,4330.6,4332.1,4321.3,4328.2,4718.0
1781762400,4328.8,4330.2,4316.4,4319.1,4350.0
1781763300,4319.0,4325.6,4315.8,4325.3,2693.0
1781764200,4325.1,4325.6,4319.1,4321.4,1561.0
1781765100,4321.5,4327.7,4321.5,4326.8,2189.0
1781766000,4326.4,4329.5,4320.3,4327.1,2230.0
1781766900,4326.9,4329.5,4324.0,4327.6,1524.0
1781767800,4327.3,4327.5,4312.9,4317.0,3198.0
1781768700,4317.6,4318.5,4307.0,4308.5,2531.0
1781769600,4308.6,4312.7,4303.5,4306.5,3192.0
1781770500,4306.6,4309.4,4302.9,4304.2,1878.0
1781771400,4304.1,4309.1,4300.2,4301.1,2858.0
1781772300,4301.0,4301.0,4284.6,4286.2,4883.0
1781773200,4286.2,4288.4,4278.5,4286.6,4886.0
1781774100,4286.7,4292.5,4284.5,4285.4,3269.0
1781775000,4285.3,4288.2,4282.5,4287.8,2876.0
1781775900,4287.8,4292.7,4286.5,4287.6,2000.0
1781776800,4287.5,4289.0,4280.6,4287.2,2482.0
1781777700,4287.0,4291.8,4282.2,4288.2,2434.0
1781778600,4288.2,4289.7,4282.1,4282.8,1394.0
1781779500,4282.9,4285.4,4273.0,4274.3,3279.0
1781780400,4274.4,4274.5,4258.6,4266.1,5599.0
1781781300,4265.9,4269.3,4262.2,4268.2,3268.0
1781782200,4267.8,4269.8,4260.8,4262.4,3152.0
1781783100,4262.3,4264.8,4258.1,4260.7,3106.0
1781784000,4260.5,4277.2,4259.2,4275.3,5664.0
1781784900,4275.7,4288.5,4273.0,4273.9,8094.0
1781785800,4273.9,4277.6,4259.6,4261.7,7473.0
1781786700,4261.9,4266.9,4259.4,4265.3,4909.0
1781787600,4265.1,4278.2,4263.4,4278.1,5212.0
1781788500,4278.1,4282.4,4271.6,4282.1,5552.0
1781789400,4282.2,4296.0,4281.9,4283.5,11429.0
1781790300,4283.7,4284.7,4269.7,4275.5,8054.0
1781791200,4275.4,4277.0,4256.8,4260.1,12206.0
1781792100,4259.8,4275.0,4254.9,4263.7,9941.0
1781793000,4263.5,4271.7,4260.2,4263.5,6336.0
1781793900,4263.4,4274.4,4258.9,4271.6,4954.0
1781794800,4271.6,4274.1,4265.4,4265.9,4070.0
1781795700,4266.2,4268.5,4253.0,4254.6,6139.0
1781796600,4254.5,4255.7,4242.5,4250.5,8692.0
1781797500,4250.2,4250.5,4241.6,4245.2,4882.0
1781798400,4245.6,4252.5,4244.7,4246.6,4592.0
1781799300,4246.9,4247.9,4241.0,4244.2,4025.0
1781800200,4244.6,4248.8,4234.0,4240.8,6645.0
1781801100,4241.3,4241.7,4232.6,4238.6,4017.0
1781802000,4238.7,4247.8,4237.5,4247.3,4059.0
1781802900,4246.9,4251.4,4244.6,4245.1,4164.0
1781803800,4245.3,4249.4,4241.3,4249.1,3317.0
1781804700,4248.8,4252.3,4246.1,4249.2,2110.0
1781805600,4249.3,4252.3,4246.2,4247.5,1910.0
1781806500,4247.4,4248.9,4244.4,4245.2,1547.0
1781807400,4245.4,4245.4,4239.2,4243.9,2085.0
1781808300,4243.7,4244.4,4237.1,4237.6,2014.0
1781809200,4237.8,4238.4,4223.1,4226.7,4961.0
1781810100,4226.5,4227.9,4221.0,4224.2,3662.0
1781811000,4224.3,4234.0,4220.1,4233.4,3549.0
1781811900,4233.3,4237.6,4232.4,4235.8,3131.0
1781812800,4236.1,4237.3,4234.0,4235.9,1083.0
1781813700,4236.1,4238.8,4233.9,4237.9,727.0
1781814600,4238.0,4238.0,4231.7,4231.8,1049.0
1781815500,4231.9,4232.4,4226.6,4228.0,1379.0
1781820000,4228.0,4232.1,4221.6,4226.7,1520.0
1781820900,4226.9,4228.9,4220.9,4222.5,1145.0
1781821800,4222.5,4224.5,4221.5,4223.7,983.0
1781822700,4223.8,4229.3,4222.9,4226.2,1274.0
1781823600,4226.1,4226.9,4211.8,4214.4,3076.0
1781824500,4214.4,4218.0,4212.0,4216.0,2010.0
1781825400,4215.8,4218.7,4211.7,4212.6,1437.0
1781826300,4212.6,4213.0,4205.1,4207.0,2830.0
1781827200,4206.9,4216.8,4202.4,4204.0,4040.0
1781828100,4204.0,4207.5,4201.9,4203.2,1912.0
1781829000,4203.7,4210.2,4202.7,4207.3,2024.0
1781829900,4207.0,4211.1,4205.9,4208.9,1487.0
1781830800,4208.8,4213.4,4202.2,4204.9,2945.0
1781831700,4204.9,4210.1,4200.8,4208.9,2321.0
1781832600,4208.7,4209.1,4202.2,4203.8,1717.0
1781833500,4203.7,4205.4,4201.2,4202.6,1441.0
1781834400,4202.4,4204.0,4196.0,4197.2,3910.0
1781835300,4197.6,4197.8,4192.5,4197.0,2555.0
1781836200,4197.1,4201.3,4194.6,4197.4,1848.0
1781837100,4197.7,4198.3,4189.2,4193.7,2464.0
1781838000,4194.0,4195.0,4183.7,4183.9,3441.0
1781838900,4184.0,4188.5,4182.6,4184.9,1971.0
1781839800,4185.3,4185.5,4175.2,4179.8,3592.0
1781840700,4179.9,4180.0,4162.6,4170.9,4491.0
1781841600,4170.9,4172.8,4160.7,4163.1,4772.0
1781842500,4163.0,4167.9,4158.8,4164.4,3185.0
1781843400,4164.9,4165.1,4151.0,4153.4,3992.0
1781844300,4153.1,4154.7,4142.7,4143.3,4802.0
1781845200,4143.5,4149.5,4139.2,4148.2,5233.0
1781846100,4148.0,4152.4,4143.2,4151.4,3388.0
1781847000,4151.6,4157.4,4148.3,4152.8,3759.0
1781847900,4152.8,4159.6,4150.5,4157.3,2769.0
1781848800,4157.4,4165.8,4151.2,4164.6,4416.0
1781849700,4164.6,4165.0,4156.7,4159.4,3097.0
1781850600,4159.6,4162.9,4150.1,4153.2,3156.0
1781851500,4153.3,4169.4,4152.0,4165.0,3698.0
1781852400,4165.2,4177.4,4165.2,4174.5,4605.0
1781853300,4174.6,4179.0,4169.4,4170.2,2800.0
1781854200,4170.3,4175.3,4168.5,4171.9,2109.0
1781855100,4171.9,4181.1,4168.9,4175.9,2248.0
1781856000,4176.0,4185.2,4173.0,4183.8,4200.0
1781856900,4183.5,4196.1,4183.2,4194.5,4801.0
1781857800,4194.4,4196.8,4184.5,4187.4,3110.0
1781858700,4187.5,4187.7,4182.9,4187.2,2004.0
1781859600,4187.6,4189.3,4181.5,4182.1,1857.0
1781860500,4182.2,4187.0,4180.2,4181.2,2040.0
1781861400,4181.0,4184.4,4180.6,4181.1,1803.0
1781862300,4181.1,4185.7,4179.0,4181.1,1242.0
1781863200,4181.3,4181.7,4171.2,4173.6,3226.0
1781864100,4173.6,4176.9,4170.5,4172.3,1802.0
1781865000,4172.4,4173.6,4168.2,4169.6,2028.0
1781865900,4169.6,4173.7,4166.4,4168.2,2215.0
1781866800,4168.0,4168.5,4160.5,4164.5,2828.0
1781867700,4164.8,4167.5,4161.2,4162.1,2067.0
1781868600,4161.8,4168.4,4159.7,4167.7,2691.0
1781869500,4167.7,4173.0,4166.3,4170.5,2342.0
1781870400,4170.5,4178.1,4170.2,4173.3,3163.0
1781871300,4173.4,4173.8,4168.8,4169.5,2108.0
1781872200,4169.3,4172.9,4165.2,4170.2,3562.0
1781873100,4170.1,4197.9,4164.9,4196.8,9067.0
1781874000,4196.9,4200.6,4182.1,4187.6,8854.0
1781874900,4187.5,4190.6,4179.4,4181.7,3667.0
1781875800,4182.1,4186.1,4175.5,4176.4,4075.0
1781876700,4176.1,4179.2,4168.3,4169.3,4565.0
1781877600,4169.1,4172.4,4165.5,4167.2,4165.0
1781878500,4167.3,4168.7,4161.3,4167.3,4188.0
1781879400,4167.2,4168.8,4160.7,4162.0,3394.0
1781880300,4162.4,4169.6,4160.1,4167.2,3405.0
1781881200,4167.2,4171.3,4165.9,4169.0,3117.0
1781882100,4169.3,4171.9,4167.4,4169.0,1743.0
1781883000,4169.1,4170.7,4165.2,4165.8,1979.0
1781883900,4165.8,4171.4,4165.7,4168.9,1355.0
1781884800,4168.7,4168.7,4162.0,4162.8,1924.0
1781885700,4163.0,4167.0,4162.0,4164.6,1178.0
1781886600,4164.6,4171.3,4164.5,4169.4,1519.0
1781887500,4169.2,4175.7,4168.2,4173.2,2622.0
1782079200,4165.2,4176.7,4150.0,4167.9,4426.0
1782080100,4168.0,4171.6,4164.3,4168.9,1957.0
1782081000,4168.7,4171.9,4166.7,4170.6,1297.0
1782081900,4170.6,4173.6,4168.9,4172.8,946.0
1782082800,4172.9,4181.7,4171.6,4175.0,3067.0
1782083700,4174.9,4175.9,4170.0,4173.5,2670.0
1782084600,4173.1,4173.5,4157.8,4162.3,3840.0
1782085500,4162.1,4163.7,4153.0,4156.9,4627.0
1782086400,4157.1,4180.3,4156.6,4178.1,6451.0
1782087300,4177.9,4188.5,4177.8,4184.8,5175.0
1782088200,4185.0,4193.9,4182.4,4193.2,3626.0
1782089100,4193.2,4218.2,4192.5,4218.2,8051.0
1782090000,4218.2,4238.4,4217.9,4229.3,12819.0
1782090900,4229.1,4232.5,4222.6,4225.1,5607.0
1782091800,4224.9,4225.1,4212.2,4218.3,6040.0
1782092700,4218.1,4219.4,4206.8,4208.3,4384.0
1782093600,4208.4,4212.7,4201.1,4201.9,3842.0
1782094500,4201.9,4207.7,4201.0,4206.4,2577.0
1782095400,4206.1,4218.0,4204.1,4209.2,4390.0
1782096300,4209.1,4210.0,4205.0,4205.8,2405.0
1782097200,4206.1,4207.6,4195.8,4195.8,3226.0
1782098100,4196.0,4198.5,4191.1,4197.6,3212.0
