ts_unix,symbol,side,engine,entry_px,exit_px,pnl,mfe,mae,hold_sec,exit_reason,spread_at_entry,latency_ms,regime
1776970568,XAUUSD,SHORT,CandleFlowEngine,4705.44,4706.01,-0.85,0,0,36,IMB_EXIT,0.22,0,CANDLE_FLOW
1776970911,XAUUSD,SHORT,XAUUSD_BRACKET,4698.32,4698.32,-0.27,4.695,158.5,199,BE_HIT,0.21,0,NEUTRAL
1776971422,XAUUSD,SHORT,CompBreakout,4694.96,4696.21,-1.53,206,0,65,REENTER_COMP,0.22,0,CBE
1776971439,XAUUSD,SHORT,XAUUSD_BRACKET,4692.91,4699.28,-6.65,0.01,632,370,SL_HIT,0.22,0,NEUTRAL
1776972797,XAUUSD,SHORT,CompBreakout,4697.64,4692.96,4.41,565,0,115,TRAIL_HIT,0.21,0,CBE
1776972912,XAUUSD,SHORT,TurtleTick,4692.73,4691.73,2.16,309,-61,36,SL_HIT,0.22,6.963,IMPULSE
1776974304,XAUUSD,LONG,CandleFlowEngine,4697.48,4696.27,-1.27,0,0,29,IMB_EXIT,0,0,CANDLE_FLOW
1776974334,XAUUSD,SHORT,CompBreakout,4696.22,4697.92,-1.98,73,0,26,REENTER_COMP,0.22,0,CBE
1776975195,XAUUSD,SHORT,CompBreakout,4693.89,4695.17,-1.55,10.5,0,5,REENTER_COMP,0.21,0,CBE
1776975225,XAUUSD,LONG,CandleFlowEngine,4692.32,4690.9,-1.48,0,0,20,IMB_EXIT,0,0,CANDLE_FLOW
1776975243,XAUUSD,SHORT,XAUUSD_BRACKET,4691,4691,-0.28,4.555,78,287,BE_HIT,0.22,0,NEUTRAL
1776977496,XAUUSD,SHORT,CompBreakout,4688.86,4690.79,-2.21,55.5,0,36,REENTER_COMP,0.22,0,CBE
1776983640,XAUUSD,SHORT,EMACross,4692.93,4696.1,-3.45,60,0,79,SL,0.22,0,EMA_CROSS
1776984060,XAUUSD,SHORT,EMACross,4691.45,4694.8,-3.63,0,0,55,SL,0.22,0,EMA_CROSS
1776988620,XAUUSD,SHORT,EMACross,4694.33,4694.34,-0.29,145,0,67,BE,0.22,0,EMA_CROSS
1776989520,XAUUSD,SHORT,EMACross,4695.23,4698.96,-4.01,127,0,167,SL,0.22,0,EMA_CROSS
1776997694,XAUUSD,SHORT,TurtleTick,4682.23,4687.23,-10.56,15,-497,115,SL_HIT,0.22,5.341,COMPRESSION
1777014039,XAUUSD,SHORT,AsianRange,4671.02,4676.02,-5.28,0,-446.5,142,SL_HIT,0.22,5.304,COMPRESSION
1777014639,XAUUSD,LONG,AsianRange,4678.93,4679.93,0.72,346.5,-64,521,SL_HIT,0.22,5.414,COMPRESSION
