1546387200,-17.1298
1546819200,7.7450
1546992000,0.1106
1547424000,-4.8254
1547596800,0.0678
1548028800,-3.3825
1548201600,0.8261
1548633600,-10.2621
1548806400,15.8274
1549238400,5.4554
1549411200,-1.3711
1549843200,0.6128
1550016000,0.8558
1550448000,-0.6321
1550620800,2.4276
1551052800,0.6957
1551225600,1.7010
1551657600,-5.1212
1551830400,-6.8415
1552262400,15.7801
1552435200,8.0781
1552867200,3.5883
1553040000,-2.1802
1553472000,-0.5564
1553644800,-6.0205
1554076800,10.9445
1554249600,3.8174
1554681600,0.0420
1554854400,5.2222
1555286400,-0.9906
1555459200,-2.3338
1555891200,0.5912
1556064000,-2.4142
1556496000,-0.4722
1556668800,-11.5803
1557100800,-10.0430
1557273600,-1.7255
1557705600,-29.0375
1557878400,3.2152
1558310400,-4.6051
1558483200,-4.7017
1558915200,0.2592
1559088000,-8.2962
1559520000,-0.6361
1559692800,3.2505
1560124800,3.9409
1560297600,-0.4423
1560729600,0.3884
1560902400,4.0076
1561334400,0.3089
1561507200,-1.0573
1561939200,3.0202
1562112000,7.1636
1562544000,-5.5233
1562716800,4.9717
1563148800,1.3944
1563321600,-8.3260
1563753600,3.9351
1563926400,5.0278
1564358400,-0.1007
1564531200,-14.3650
1564963200,-51.2885
1565136000,1.5773
1565568000,-11.3002
1565740800,-29.4739
1566172800,8.8980
1566345600,12.1185
1566777600,6.5924
1566950400,3.3843
1567382400,-6.4992
1567555200,11.8234
1567987200,0.3033
1568160000,13.3731
1568592000,-1.9301
1568764800,-0.3002
1569196800,5.8250
1569369600,2.8597
1569801600,6.2470
1569974400,-20.4019
1570406400,-4.5381
1570579200,2.3585
1571011200,0.9112
1571184000,-2.5041
1571616000,5.5220
1571788800,5.3170
1572220800,6.2218
1572393600,4.0802
1572825600,6.2606
1572998400,0.1579
1573430400,-1.6884
1573603200,1.6127
1574035200,0.1848
1574208000,-3.4782
1574640000,6.2904
1574812800,0.3408
1575244800,-10.2841
1575417600,4.5834
1575849600,-3.9194
1576022400,3.5021
1576454400,5.6663
1576627200,1.1167
1577059200,1.0104
1577232000,-0.0139
1577664000,-3.8793
1577836800,0.7279
1578268800,1.9205
1578441600,17.7191
1578873600,8.5724
1579046400,5.2554
1579478400,-0.6823
1579651200,-1.8868
1580083200,-14.1332
1580256000,-0.8547
1580688000,3.9505
1580860800,11.9378
1581292800,7.3586
1581465600,1.4810
1581897600,-1.7998
1582070400,3.8706
1582502400,-30.0517
1582675200,-15.6171
1583107200,38.0860
1583280000,38.4451
1583712000,-56.2660
1583884800,-33.8292
1584316800,-94.5615
1584489600,13.4156
1584921600,-15.8544
1585094400,19.2544
1585526400,35.3597
1585699200,-27.0885
1586131200,72.2664
1586304000,36.4244
1586736000,-4.5085
1586908800,-27.5254
1587340800,-18.2037
1587513600,13.1769
1587945600,13.2764
1588118400,25.4290
1588550400,3.2970
1588723200,-11.9192
1589155200,-4.3409
1589328000,-4.9277
1589760000,36.1238
1589932800,13.6343
1590364800,9.9104
1590537600,17.4026
1590969600,-5.4387
1591142400,11.5366
1591574400,11.2508
1591747200,-16.2063
1592179200,20.4162
1592352000,-11.1711
1592784000,20.1324
1592956800,-24.0432
1593388800,14.7385
1593561600,6.4007
1593993600,19.2519
1594166400,8.0530
1594598400,-7.7614
1594771200,2.2735
1595203200,9.2095
1595376000,0.9641
1595808000,9.9671
1595980800,10.2504
1596412800,6.9286
1596585600,5.7601
1597017600,1.8635
1597190400,10.4601
1597622400,6.7794
1597795200,-8.0352
1598227200,11.5597
1598400000,9.1108
1598832000,-2.4539
1599004800,13.0000
1599436800,5.9998
1599609600,25.9529
1600041600,14.5955
1600214400,-3.4033
1600646400,-10.3012
1600819200,-26.1231
1601251200,19.9913
1601424000,7.3639
1601856000,14.4610
1602028800,19.7678
1602460800,16.4398
1602633600,-7.3685
1603065600,-6.5267
1603238400,-9.2631
1603670400,-17.1131
1603843200,-25.1585
1604275200,10.9575
1604448000,14.4580
1604880000,11.5189
1605052800,8.4731
1605484800,11.6878
1605657600,-13.3219
1606089600,13.3381
1606262400,-2.9488
1606694400,0.1691
1606867200,2.2006
1607299200,-2.5448
1607472000,-8.8055
1607904000,-2.5243
1608076800,2.3714
