entryTs,symbol,side,engine,entryPrice,exitPrice,pnl,mfe,mae,hold_sec,exitReason,spreadAtEntry,latencyMs,regime
1716225834,XAUUSD,LONG,GoldFlowEngine,2431.45000,2435.05000,0.0972,0.1458,0.0000,1571,TRAIL_HIT,0.4200,0.00,FLOW
1716227439,XAUUSD,SHORT,GoldFlowEngine,2434.74000,2434.71000,0.0012,0.1112,0.0000,3600,MAX_HOLD_TIMEOUT,0.4200,0.00,FLOW
1716231424,XAUUSD,LONG,GoldFlowEngine,2434.53000,2427.03000,-0.3000,0.0370,0.0000,3435,SL_HIT,0.4400,0.00,FLOW
1716234907,XAUUSD,SHORT,GoldFlowEngine,2425.94000,2425.15000,0.0316,0.1022,0.0000,3600,MAX_HOLD_TIMEOUT,0.4500,0.00,FLOW
1716238735,XAUUSD,LONG,GoldFlowEngine,2426.45000,2427.01000,0.0224,0.1684,0.0000,7200,MAX_HOLD_TIMEOUT,0.4500,0.00,FLOW
1716253236,XAUUSD,SHORT,GoldFlowEngine,2427.70000,2422.59000,0.0664,0.0690,0.0000,3342,PARTIAL_1R,0.3500,0.00,FLOW
1716253236,XAUUSD,SHORT,GoldFlowEngine,2427.70000,2423.96000,0.1010,0.1539,0.0000,3358,TRAIL_HIT,0.3500,0.00,FLOW
1716256644,XAUUSD,SHORT,GoldFlowEngine,2421.39000,2416.53000,0.0632,0.0664,0.0000,1030,PARTIAL_1R,0.3700,0.00,FLOW
1716256644,XAUUSD,SHORT,GoldFlowEngine,2421.39000,2418.07000,0.0896,0.1385,0.0000,1044,TRAIL_HIT,0.3700,0.00,FLOW
1716257707,XAUUSD,LONG,GoldFlowEngine,2419.55000,2412.03000,-0.3008,0.0746,0.0000,2429,SL_HIT,0.3500,0.00,FLOW
1716260474,XAUUSD,LONG,GoldFlowEngine,2415.34000,2407.80000,-0.3016,0.0762,0.0000,1568,SL_HIT,0.4100,0.00,FLOW
1716262098,XAUUSD,SHORT,GoldFlowEngine,2406.72000,2414.28000,-0.3024,0.0000,0.0000,1667,SL_HIT,0.4200,0.00,FLOW
1716264802,XAUUSD,SHORT,GoldFlowEngine,2412.72000,2416.70000,-0.1592,0.0788,0.0000,6398,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1716271234,XAUUSD,SHORT,GoldFlowEngine,2415.74000,2410.91000,0.0628,0.0651,0.0000,3047,PARTIAL_1R,0.3500,0.00,FLOW
1716271234,XAUUSD,SHORT,GoldFlowEngine,2415.74000,2412.18000,0.0961,0.1617,0.0000,3346,TRAIL_HIT,0.3500,0.00,FLOW
1716274592,XAUUSD,LONG,GoldFlowEngine,2412.43000,2417.24000,0.0625,0.0651,0.0000,2106,PARTIAL_1R,0.4400,0.00,FLOW
1716274592,XAUUSD,LONG,GoldFlowEngine,2412.43000,2418.99000,0.1771,0.2111,0.0000,2570,TRAIL_HIT,0.4400,0.00,FLOW
1716277287,XAUUSD,LONG,GoldFlowEngine,2421.36000,2414.89000,-0.2588,0.0364,0.0000,3600,MAX_HOLD_TIMEOUT,0.4800,0.00,FLOW
1716281035,XAUUSD,LONG,GoldFlowEngine,2416.01000,2413.97000,-0.0816,0.1700,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1716284815,XAUUSD,LONG,GoldFlowEngine,2415.36000,2420.18000,0.0627,0.0652,0.0000,4461,PARTIAL_1R,0.4100,0.00,FLOW
1716284815,XAUUSD,LONG,GoldFlowEngine,2415.36000,2421.68000,0.1706,0.2083,0.0000,4760,TRAIL_HIT,0.4100,0.00,FLOW
1716293142,XAUUSD,LONG,GoldFlowEngine,2424.51000,2429.37000,0.0632,0.0653,0.0000,1912,PARTIAL_1R,0.4000,0.00,FLOW
1716293142,XAUUSD,LONG,GoldFlowEngine,2424.51000,2428.07000,0.0961,0.1488,0.0000,2172,TRAIL_HIT,0.4000,0.00,FLOW
1716295327,XAUUSD,SHORT,GoldFlowEngine,2427.61000,2422.39000,0.0679,0.0696,0.0000,1108,PARTIAL_1R,0.4000,0.00,FLOW
1716295327,XAUUSD,SHORT,GoldFlowEngine,2427.61000,2423.67000,0.1064,0.1678,0.0000,1132,TRAIL_HIT,0.4000,0.00,FLOW
1716296475,XAUUSD,SHORT,GoldFlowEngine,2421.45000,2428.97000,-0.3008,0.0356,0.0000,681,SL_HIT,0.4700,0.00,FLOW
1716297353,XAUUSD,LONG,GoldFlowEngine,2429.45000,2428.07000,-0.0552,0.0862,0.0000,3600,MAX_HOLD_TIMEOUT,0.3900,0.00,FLOW
1716301028,XAUUSD,SHORT,GoldFlowEngine,2427.36000,2431.53000,-0.1668,0.0774,0.0000,3600,MAX_HOLD_TIMEOUT,0.4200,0.00,FLOW
1716304665,XAUUSD,SHORT,GoldFlowEngine,2430.24000,2425.39000,0.0630,0.0653,0.0000,1563,PARTIAL_1R,0.4000,0.00,FLOW
1716304665,XAUUSD,SHORT,GoldFlowEngine,2430.24000,2425.47000,0.1288,0.1971,0.0000,1737,TRAIL_HIT,0.4000,0.00,FLOW
1716306458,XAUUSD,SHORT,GoldFlowEngine,2423.41000,2418.47000,0.0642,0.0666,0.0000,968,PARTIAL_1R,0.3900,0.00,FLOW
1716306458,XAUUSD,SHORT,GoldFlowEngine,2423.41000,2419.88000,0.0953,0.1436,0.0000,988,TRAIL_HIT,0.3900,0.00,FLOW
1716307529,XAUUSD,LONG,GoldFlowEngine,2420.18000,2422.53000,0.0940,0.1480,0.0000,3600,MAX_HOLD_TIMEOUT,0.4000,0.00,FLOW
1716311452,XAUUSD,SHORT,GoldFlowEngine,2420.61000,2419.35000,0.0504,0.1272,0.0000,3600,MAX_HOLD_TIMEOUT,0.4000,0.00,FLOW
1716315617,XAUUSD,SHORT,GoldFlowEngine,2418.80000,2424.24000,-0.2176,0.0124,0.0000,3600,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716319623,XAUUSD,SHORT,GoldFlowEngine,2423.61000,2421.78000,0.0732,0.0956,0.0000,3601,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1716339841,XAUUSD,LONG,GoldFlowEngine,2423.33000,2415.71000,-0.3048,0.1310,0.0000,6826,SL_HIT,0.5500,0.00,FLOW
1716348358,XAUUSD,LONG,GoldFlowEngine,2419.54000,2411.97000,-0.3028,0.0000,0.0000,5068,SL_HIT,0.5600,0.00,FLOW
1716354958,XAUUSD,SHORT,GoldFlowEngine,2411.73000,2415.60000,-0.1548,0.0084,0.0000,3600,MAX_HOLD_TIMEOUT,0.5900,0.00,FLOW
1716358777,XAUUSD,LONG,GoldFlowEngine,2416.26000,2417.54000,0.0512,0.0916,0.0000,3600,MAX_HOLD_TIMEOUT,0.5800,0.00,FLOW
1716362488,XAUUSD,SHORT,GoldFlowEngine,2416.57000,2414.22000,0.0940,0.1690,0.0000,3600,MAX_HOLD_TIMEOUT,0.5800,0.00,FLOW
1716366271,XAUUSD,SHORT,GoldFlowEngine,2411.99000,2417.66000,-0.2268,0.0534,0.0000,3600,MAX_HOLD_TIMEOUT,0.5900,0.00,FLOW
1716369963,XAUUSD,SHORT,GoldFlowEngine,2416.16000,2414.66000,0.0600,0.1706,0.0000,7200,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1716379205,XAUUSD,LONG,GoldFlowEngine,2409.33000,2414.51000,0.0622,0.0640,0.0000,1539,PARTIAL_1R,0.3000,0.00,FLOW
1716379205,XAUUSD,LONG,GoldFlowEngine,2409.33000,2413.20000,0.1006,0.1433,0.0000,1599,TRAIL_HIT,0.3000,0.00,FLOW
1716381074,XAUUSD,SHORT,GoldFlowEngine,2413.46000,2408.54000,0.0640,0.0657,0.0000,2274,PARTIAL_1R,0.4000,0.00,FLOW
1716381074,XAUUSD,SHORT,GoldFlowEngine,2413.46000,2409.82000,0.0983,0.1401,0.0000,2386,TRAIL_HIT,0.4000,0.00,FLOW
1716383730,XAUUSD,SHORT,GoldFlowEngine,2409.05000,2404.17000,0.0634,0.0660,0.0000,3113,PARTIAL_1R,0.3600,0.00,FLOW
1716383730,XAUUSD,SHORT,GoldFlowEngine,2409.05000,2402.90000,0.1661,0.2039,0.0000,3152,TRAIL_HIT,0.3600,0.00,FLOW
1716386893,XAUUSD,SHORT,GoldFlowEngine,2401.22000,2396.38000,0.0629,0.0651,0.0000,218,PARTIAL_1R,0.3900,0.00,FLOW
1716386893,XAUUSD,SHORT,GoldFlowEngine,2401.22000,2397.66000,0.0961,0.1354,0.0000,227,TRAIL_HIT,0.3900,0.00,FLOW
1716387275,XAUUSD,SHORT,GoldFlowEngine,2395.24000,2390.07000,0.0672,0.0690,0.0000,280,PARTIAL_1R,0.4600,0.00,FLOW
1716387275,XAUUSD,SHORT,GoldFlowEngine,2395.24000,2391.22000,0.1085,0.1764,0.0000,335,TRAIL_HIT,0.4600,0.00,FLOW
1716387621,XAUUSD,LONG,GoldFlowEngine,2391.51000,2383.97000,-0.3016,0.1266,0.0000,493,SL_HIT,0.4400,0.00,FLOW
1716388171,XAUUSD,LONG,GoldFlowEngine,2386.98000,2391.80000,0.0627,0.0653,0.0000,2090,PARTIAL_1R,0.3000,0.00,FLOW
1716388171,XAUUSD,LONG,GoldFlowEngine,2386.98000,2393.49000,0.1758,0.2107,0.0000,2222,TRAIL_HIT,0.3000,0.00,FLOW
1716390516,XAUUSD,LONG,GoldFlowEngine,2394.70000,2387.14000,-0.3024,0.0278,0.0000,1398,SL_HIT,0.3600,0.00,FLOW
1716392166,XAUUSD,SHORT,GoldFlowEngine,2386.72000,2394.30000,-0.3032,0.0020,0.0000,1528,SL_HIT,0.4000,0.00,FLOW
1716393878,XAUUSD,SHORT,GoldFlowEngine,2392.28000,2393.15000,-0.0348,0.1100,0.0000,3600,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
1716397611,XAUUSD,LONG,GoldFlowEngine,2394.64000,2387.11000,-0.3012,0.0000,0.0000,1817,SL_HIT,0.4400,0.00,FLOW
1716399490,XAUUSD,LONG,GoldFlowEngine,2388.66000,2381.15000,-0.3004,0.0854,0.0000,2630,SL_HIT,0.4000,0.00,FLOW
1716402188,XAUUSD,LONG,GoldFlowEngine,2383.14000,2375.61000,-0.3012,0.0470,0.0000,1685,SL_HIT,0.4000,0.00,FLOW
1716404097,XAUUSD,LONG,GoldFlowEngine,2376.79000,2377.73000,0.0376,0.1346,0.0000,3600,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716407731,XAUUSD,LONG,GoldFlowEngine,2379.13000,2378.00000,-0.0452,0.0610,0.0000,3601,MAX_HOLD_TIMEOUT,0.3900,0.00,FLOW
1716411571,XAUUSD,LONG,GoldFlowEngine,2379.12000,2380.55000,0.0572,0.0906,0.0000,7200,MAX_HOLD_TIMEOUT,0.4600,0.00,FLOW
1716426008,XAUUSD,LONG,GoldFlowEngine,2381.37000,2373.71000,-0.3064,0.0252,0.0000,1579,SL_HIT,0.3800,0.00,FLOW
1716427635,XAUUSD,SHORT,GoldFlowEngine,2370.76000,2370.78000,-0.0008,0.1572,0.0000,7200,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716440805,XAUUSD,SHORT,GoldFlowEngine,2371.31000,2366.39000,0.0640,0.0662,0.0000,1919,PARTIAL_1R,0.3100,0.00,FLOW
1716440805,XAUUSD,SHORT,GoldFlowEngine,2371.31000,2367.55000,0.1015,0.1754,0.0000,2070,TRAIL_HIT,0.3100,0.00,FLOW
1716443234,XAUUSD,SHORT,GoldFlowEngine,2365.64000,2360.74000,0.0637,0.0657,0.0000,606,PARTIAL_1R,0.4100,0.00,FLOW
1716443234,XAUUSD,SHORT,GoldFlowEngine,2365.64000,2358.22000,0.2003,0.2357,0.0000,831,TRAIL_HIT,0.4100,0.00,FLOW
1716444078,XAUUSD,SHORT,GoldFlowEngine,2356.89000,2364.39000,-0.3000,0.0736,0.0000,1237,SL_HIT,0.3700,0.00,FLOW
1716445576,XAUUSD,LONG,GoldFlowEngine,2365.17000,2364.05000,-0.0448,0.0836,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1716449310,XAUUSD,SHORT,GoldFlowEngine,2362.64000,2357.80000,0.0629,0.0652,0.0000,1026,PARTIAL_1R,0.4300,0.00,FLOW
1716449310,XAUUSD,SHORT,GoldFlowEngine,2362.64000,2357.89000,0.1282,0.2003,0.0000,1906,TRAIL_HIT,0.4300,0.00,FLOW
1716451228,XAUUSD,LONG,GoldFlowEngine,2357.21000,2359.64000,0.0972,0.1870,0.0000,3600,MAX_HOLD_TIMEOUT,0.4300,0.00,FLOW
1716454976,XAUUSD,LONG,GoldFlowEngine,2360.72000,2365.53000,0.0625,0.0650,0.0000,4186,PARTIAL_1R,0.4400,0.00,FLOW
1716454976,XAUUSD,LONG,GoldFlowEngine,2360.72000,2365.03000,0.1164,0.1847,0.0000,4642,TRAIL_HIT,0.4400,0.00,FLOW
1716466039,XAUUSD,LONG,GoldFlowEngine,2368.90000,2361.36000,-0.3016,0.0184,0.0000,2690,SL_HIT,0.3700,0.00,FLOW
1716468892,XAUUSD,SHORT,GoldFlowEngine,2360.97000,2368.49000,-0.3008,0.0144,0.0000,1057,SL_HIT,0.4400,0.00,FLOW
1716470048,XAUUSD,SHORT,GoldFlowEngine,2366.61000,2361.36000,0.0683,0.0736,0.0000,1852,PARTIAL_1R,0.3800,0.00,FLOW
1716470048,XAUUSD,SHORT,GoldFlowEngine,2366.61000,2359.36000,0.1958,0.2303,0.0000,1925,TRAIL_HIT,0.3800,0.00,FLOW
1716472001,XAUUSD,LONG,GoldFlowEngine,2360.74000,2353.09000,-0.3060,0.0270,0.0000,245,SL_HIT,0.3800,0.00,FLOW
1716472307,XAUUSD,SHORT,GoldFlowEngine,2351.22000,2358.82000,-0.3040,0.0210,0.0000,398,SL_HIT,0.2500,0.00,FLOW
1716472784,XAUUSD,LONG,GoldFlowEngine,2359.47000,2351.96000,-0.3004,0.1798,0.0000,945,SL_HIT,0.5200,0.00,FLOW
1716473833,XAUUSD,SHORT,GoldFlowEngine,2350.09000,2345.24000,0.0631,0.0655,0.0000,969,PARTIAL_1R,0.3800,0.00,FLOW
1716473833,XAUUSD,SHORT,GoldFlowEngine,2350.09000,2343.57000,0.1760,0.2106,0.0000,1023,TRAIL_HIT,0.3800,0.00,FLOW
1716474915,XAUUSD,LONG,GoldFlowEngine,2345.53000,2343.76000,-0.0708,0.1584,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1716478546,XAUUSD,SHORT,GoldFlowEngine,2342.63000,2350.14000,-0.3004,0.0344,0.0000,983,SL_HIT,0.3400,0.00,FLOW
1716479701,XAUUSD,SHORT,GoldFlowEngine,2346.78000,2341.91000,0.0633,0.0655,0.0000,2948,PARTIAL_1R,0.3800,0.00,FLOW
1716479701,XAUUSD,SHORT,GoldFlowEngine,2346.78000,2342.31000,0.1207,0.1893,0.0000,4686,TRAIL_HIT,0.3800,0.00,FLOW
1716484544,XAUUSD,LONG,GoldFlowEngine,2343.11000,2335.00000,-0.3244,0.0000,0.0000,817,SL_HIT,0.4000,0.00,FLOW
1716485464,XAUUSD,LONG,GoldFlowEngine,2337.89000,2334.86000,-0.1212,0.0484,0.0000,3600,MAX_HOLD_TIMEOUT,0.4200,0.00,FLOW
1716489415,XAUUSD,SHORT,GoldFlowEngine,2332.55000,2333.92000,-0.0548,0.0000,0.0000,3600,MAX_HOLD_TIMEOUT,0.4100,0.00,FLOW
1716495738,XAUUSD,SHORT,GoldFlowEngine,2331.41000,2331.74000,-0.0132,0.1738,0.0000,7200,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1716512413,XAUUSD,SHORT,GoldFlowEngine,2328.46000,2330.49000,-0.0812,0.1204,0.0000,7201,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1716520118,XAUUSD,SHORT,GoldFlowEngine,2328.61000,2334.49000,-0.2352,0.0016,0.0000,7200,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1716528622,XAUUSD,LONG,GoldFlowEngine,2336.21000,2336.86000,0.0260,0.1374,0.0000,3600,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1716532515,XAUUSD,SHORT,GoldFlowEngine,2335.36000,2337.32000,-0.0784,0.0032,0.0000,3604,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716536292,XAUUSD,LONG,GoldFlowEngine,2339.11000,2339.24000,0.0052,0.0310,0.0000,3601,MAX_HOLD_TIMEOUT,0.3900,0.00,FLOW
1716540010,XAUUSD,LONG,GoldFlowEngine,2340.68000,2338.55000,-0.0852,0.1054,0.0000,3601,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716543807,XAUUSD,SHORT,GoldFlowEngine,2337.79000,2340.32000,-0.1012,0.0300,0.0000,7200,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1716552179,XAUUSD,LONG,GoldFlowEngine,2340.18000,2339.05000,-0.0452,0.0314,0.0000,3600,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716555928,XAUUSD,LONG,GoldFlowEngine,2341.30000,2346.11000,0.0625,0.0651,0.0000,1533,PARTIAL_1R,0.3700,0.00,FLOW
1716555928,XAUUSD,LONG,GoldFlowEngine,2341.30000,2344.97000,0.0991,0.1679,0.0000,1681,TRAIL_HIT,0.3700,0.00,FLOW
1716557633,XAUUSD,SHORT,GoldFlowEngine,2344.73000,2339.86000,0.0633,0.0660,0.0000,843,PARTIAL_1R,0.4300,0.00,FLOW
1716557633,XAUUSD,SHORT,GoldFlowEngine,2344.73000,2338.18000,0.1769,0.2115,0.0000,1527,TRAIL_HIT,0.4300,0.00,FLOW
1716559202,XAUUSD,LONG,GoldFlowEngine,2339.30000,2338.64000,-0.0264,0.1588,0.0000,3600,MAX_HOLD_TIMEOUT,0.5200,0.00,FLOW
1716563095,XAUUSD,LONG,GoldFlowEngine,2339.62000,2333.09000,-0.2612,0.0278,0.0000,3600,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716566749,XAUUSD,LONG,GoldFlowEngine,2334.59000,2333.90000,-0.0276,0.0982,0.0000,3600,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1716572009,XAUUSD,SHORT,GoldFlowEngine,2332.78000,2335.65000,-0.1148,0.0316,0.0000,3608,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716575733,XAUUSD,LONG,GoldFlowEngine,2336.51000,2331.88000,-0.1852,0.0138,0.0000,3601,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1716579618,XAUUSD,LONG,GoldFlowEngine,2333.42000,2333.97000,0.0220,0.0714,0.0000,3600,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1716771727,XAUUSD,SHORT,GoldFlowEngine,2335.20000,2342.70000,-0.3000,0.0210,0.0000,6296,SL_HIT,0.3900,0.00,FLOW
1716778090,XAUUSD,LONG,GoldFlowEngine,2343.73000,2341.95000,-0.0712,0.1584,0.0000,7200,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1716788286,XAUUSD,SHORT,GoldFlowEngine,2340.24000,2344.01000,-0.1508,0.0000,0.0000,3600,MAX_HOLD_TIMEOUT,0.4000,0.00,FLOW
1716792468,XAUUSD,SHORT,GoldFlowEngine,2342.61000,2339.07000,0.1416,0.1760,0.0000,3600,MAX_HOLD_TIMEOUT,0.4200,0.00,FLOW
1716797203,XAUUSD,LONG,GoldFlowEngine,2339.81000,2344.64000,0.0628,0.0656,0.0000,2089,PARTIAL_1R,0.3600,0.00,FLOW
1716797203,XAUUSD,LONG,GoldFlowEngine,2339.81000,2343.32000,0.0948,0.1478,0.0000,2340,TRAIL_HIT,0.3600,0.00,FLOW
1716799560,XAUUSD,SHORT,GoldFlowEngine,2343.26000,2344.57000,-0.0524,0.0000,0.0000,3600,MAX_HOLD_TIMEOUT,0.4400,0.00,FLOW
1716811726,XAUUSD,LONG,GoldFlowEngine,2345.62000,2345.14000,-0.0192,0.1722,0.0000,3600,MAX_HOLD_TIMEOUT,0.4000,0.00,FLOW
1716815363,XAUUSD,LONG,GoldFlowEngine,2346.26000,2351.07000,0.0625,0.0650,0.0000,814,PARTIAL_1R,0.4400,0.00,FLOW
1716815363,XAUUSD,LONG,GoldFlowEngine,2346.26000,2349.78000,0.0950,0.1480,0.0000,952,TRAIL_HIT,0.4400,0.00,FLOW
1716816331,XAUUSD,SHORT,GoldFlowEngine,2349.76000,2357.26000,-0.3000,0.0356,0.0000,1849,SL_HIT,0.4000,0.00,FLOW
1716818246,XAUUSD,SHORT,GoldFlowEngine,2355.59000,2355.53000,0.0024,0.0580,0.0000,3601,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1716823386,XAUUSD,LONG,GoldFlowEngine,2356.69000,2353.25000,-0.1376,0.0078,0.0000,3601,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1716828518,XAUUSD,LONG,GoldFlowEngine,2355.68000,2354.39000,-0.0516,0.0000,0.0000,3623,MAX_HOLD_TIMEOUT,0.4200,0.00,FLOW
1716833407,XAUUSD,SHORT,GoldFlowEngine,2352.91000,2352.50000,0.0164,0.0860,0.0000,13793,MAX_HOLD_TIMEOUT,0.4300,0.00,FLOW
1716858012,XAUUSD,LONG,GoldFlowEngine,2353.27000,2353.73000,0.0184,0.1260,0.0000,7200,MAX_HOLD_TIMEOUT,0.3900,0.00,FLOW
1716865329,XAUUSD,SHORT,GoldFlowEngine,2352.95000,2352.28000,0.0268,0.1084,0.0000,7201,MAX_HOLD_TIMEOUT,0.4100,0.00,FLOW
1716872735,XAUUSD,LONG,GoldFlowEngine,2353.38000,2348.86000,-0.1808,0.0172,0.0000,3600,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1716876571,XAUUSD,SHORT,GoldFlowEngine,2348.01000,2343.19000,0.0627,0.0653,0.0000,864,PARTIAL_1R,0.3700,0.00,FLOW
1716876571,XAUUSD,SHORT,GoldFlowEngine,2348.01000,2344.47000,0.0956,0.1588,0.0000,938,TRAIL_HIT,0.3700,0.00,FLOW
1716877537,XAUUSD,LONG,GoldFlowEngine,2344.74000,2344.41000,-0.0132,0.0146,0.0000,3600,MAX_HOLD_TIMEOUT,0.4000,0.00,FLOW
1716881484,XAUUSD,LONG,GoldFlowEngine,2344.84000,2341.11000,-0.1492,0.0108,0.0000,3601,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1716885842,XAUUSD,SHORT,GoldFlowEngine,2341.91000,2344.82000,-0.1164,0.0102,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1716897607,XAUUSD,SHORT,GoldFlowEngine,2346.86000,2354.38000,-0.3008,0.0340,0.0000,1462,SL_HIT,0.3200,0.00,FLOW
1716899195,XAUUSD,SHORT,GoldFlowEngine,2353.14000,2360.64000,-0.3000,0.0318,0.0000,3034,SL_HIT,0.3900,0.00,FLOW
1716902376,XAUUSD,LONG,GoldFlowEngine,2361.14000,2353.55000,-0.3036,0.1206,0.0000,2214,SL_HIT,0.3800,0.00,FLOW
1716904804,XAUUSD,SHORT,GoldFlowEngine,2353.18000,2348.36000,0.0627,0.0651,0.0000,1059,PARTIAL_1R,0.3900,0.00,FLOW
1716904804,XAUUSD,SHORT,GoldFlowEngine,2353.18000,2349.62000,0.0961,0.1396,0.0000,1088,TRAIL_HIT,0.3900,0.00,FLOW
1716905906,XAUUSD,LONG,GoldFlowEngine,2349.81000,2354.64000,0.0628,0.0653,0.0000,1009,PARTIAL_1R,0.3200,0.00,FLOW
1716905906,XAUUSD,LONG,GoldFlowEngine,2349.81000,2353.38000,0.0964,0.1484,0.0000,1129,TRAIL_HIT,0.3200,0.00,FLOW
1716907047,XAUUSD,SHORT,GoldFlowEngine,2353.38000,2359.97000,-0.2636,0.0218,0.0000,3601,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1716910736,XAUUSD,LONG,GoldFlowEngine,2360.62000,2357.91000,-0.1084,0.0672,0.0000,3600,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1716914659,XAUUSD,SHORT,GoldFlowEngine,2356.01000,2358.82000,-0.1124,0.1128,0.0000,3600,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1716918385,XAUUSD,SHORT,GoldFlowEngine,2357.43000,2354.68000,0.1100,0.1818,0.0000,3600,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1716922146,XAUUSD,LONG,GoldFlowEngine,2355.47000,2358.57000,0.1240,0.1916,0.0000,3605,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
1716927444,XAUUSD,LONG,GoldFlowEngine,2359.80000,2360.53000,0.0292,0.1160,0.0000,7201,MAX_HOLD_TIMEOUT,0.3900,0.00,FLOW
1716944465,XAUUSD,LONG,GoldFlowEngine,2358.81000,2356.03000,-0.1112,0.0844,0.0000,7200,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1716952253,XAUUSD,SHORT,GoldFlowEngine,2355.95000,2358.01000,-0.0824,0.0224,0.0000,7200,MAX_HOLD_TIMEOUT,0.4300,0.00,FLOW
1716961014,XAUUSD,LONG,GoldFlowEngine,2361.36000,2353.84000,-0.3008,0.0036,0.0000,1877,SL_HIT,0.3900,0.00,FLOW
1716962938,XAUUSD,LONG,GoldFlowEngine,2356.18000,2355.01000,-0.0468,0.0150,0.0000,3601,MAX_HOLD_TIMEOUT,0.4000,0.00,FLOW
1716966579,XAUUSD,SHORT,GoldFlowEngine,2354.59000,2349.68000,0.0638,0.0662,0.0000,3441,PARTIAL_1R,0.3800,0.00,FLOW
1716966579,XAUUSD,SHORT,GoldFlowEngine,2354.59000,2350.93000,0.0988,0.1543,0.0000,3736,TRAIL_HIT,0.3800,0.00,FLOW
1716970330,XAUUSD,LONG,GoldFlowEngine,2351.14000,2343.51000,-0.3052,0.0258,0.0000,3151,SL_HIT,0.3000,0.00,FLOW
1716973619,XAUUSD,SHORT,GoldFlowEngine,2343.26000,2345.99000,-0.1092,0.0928,0.0000,7200,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1716984555,XAUUSD,LONG,GoldFlowEngine,2342.05000,2334.51000,-0.3016,0.0718,0.0000,2686,SL_HIT,0.3700,0.00,FLOW
1716987308,XAUUSD,LONG,GoldFlowEngine,2337.96000,2342.78000,0.0627,0.0658,0.0000,769,PARTIAL_1R,0.4100,0.00,FLOW
1716987308,XAUUSD,LONG,GoldFlowEngine,2337.96000,2342.64000,0.1264,0.1960,0.0000,1111,TRAIL_HIT,0.4100,0.00,FLOW
1716988501,XAUUSD,SHORT,GoldFlowEngine,2342.12000,2344.11000,-0.0796,0.0836,0.0000,3600,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1716992285,XAUUSD,SHORT,GoldFlowEngine,2343.72000,2340.95000,0.1108,0.1846,0.0000,3600,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1716995949,XAUUSD,SHORT,GoldFlowEngine,2339.82000,2337.30000,0.1008,0.1496,0.0000,3600,MAX_HOLD_TIMEOUT,0.4200,0.00,FLOW
1716999584,XAUUSD,LONG,GoldFlowEngine,2337.97000,2340.80000,0.1132,0.1754,0.0000,3600,MAX_HOLD_TIMEOUT,0.3800,0.00,FLOW
1717003490,XAUUSD,SHORT,GoldFlowEngine,2340.16000,2342.05000,-0.0756,0.0006,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1717008063,XAUUSD,SHORT,GoldFlowEngine,2339.51000,2337.67000,0.0736,0.1022,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1717012017,XAUUSD,SHORT,GoldFlowEngine,2336.88000,2337.81000,-0.0372,0.0368,0.0000,3600,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
