entryTs,symbol,side,engine,entryPrice,exitPrice,pnl,mfe,mae,hold_sec,exitReason,spreadAtEntry,latencyMs,regime
1704211756,XAUUSD,LONG,GoldFlowEngine,2065.70000,2065.49000,-0.0084,0.0790,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704215393,XAUUSD,SHORT,GoldFlowEngine,2065.32000,2061.97000,0.1340,0.1506,0.0000,3600,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704219161,XAUUSD,LONG,GoldFlowEngine,2063.47000,2061.91000,-0.0624,0.0632,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704223603,XAUUSD,SHORT,GoldFlowEngine,2060.47000,2060.11000,0.0144,0.0202,0.0000,3600,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704227273,XAUUSD,SHORT,GoldFlowEngine,2059.60000,2059.77000,-0.0068,0.0620,0.0000,9127,MAX_HOLD_TIMEOUT,0.2800,0.00,FLOW
1704244582,XAUUSD,SHORT,GoldFlowEngine,2060.14000,2064.16000,-0.1608,0.0204,0.0000,7200,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704262862,XAUUSD,SHORT,GoldFlowEngine,2063.76000,2062.26000,0.0600,0.1026,0.0000,3600,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704266728,XAUUSD,SHORT,GoldFlowEngine,2061.22000,2061.62000,-0.0160,0.0110,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704270373,XAUUSD,SHORT,GoldFlowEngine,2060.55000,2058.66000,0.0756,0.1056,0.0000,3601,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
1704274280,XAUUSD,SHORT,GoldFlowEngine,2057.89000,2053.05000,0.0629,0.0652,0.0000,3498,PARTIAL_1R,0.3300,0.00,FLOW
1704274280,XAUUSD,SHORT,GoldFlowEngine,2057.89000,2054.30000,0.0969,0.1403,0.0000,3579,TRAIL_HIT,0.3300,0.00,FLOW
1704283273,XAUUSD,SHORT,GoldFlowEngine,2046.45000,2047.68000,-0.0492,0.1836,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704287030,XAUUSD,SHORT,GoldFlowEngine,2046.28000,2041.30000,0.0647,0.0666,0.0000,2505,PARTIAL_1R,0.3200,0.00,FLOW
1704287030,XAUUSD,SHORT,GoldFlowEngine,2046.28000,2041.39000,0.1320,0.2022,0.0000,2891,TRAIL_HIT,0.3200,0.00,FLOW
1704290235,XAUUSD,SHORT,GoldFlowEngine,2039.54000,2034.69000,0.0631,0.0653,0.0000,2323,PARTIAL_1R,0.3300,0.00,FLOW
1704290235,XAUUSD,SHORT,GoldFlowEngine,2039.54000,2033.11000,0.1736,0.2083,0.0000,2406,TRAIL_HIT,0.3300,0.00,FLOW
1704292750,XAUUSD,LONG,GoldFlowEngine,2034.69000,2039.55000,0.0632,0.0653,0.0000,1052,PARTIAL_1R,0.3200,0.00,FLOW
1704292750,XAUUSD,LONG,GoldFlowEngine,2034.69000,2038.29000,0.0972,0.1361,0.0000,1088,TRAIL_HIT,0.3200,0.00,FLOW
1704293947,XAUUSD,SHORT,GoldFlowEngine,2037.64000,2045.16000,-0.3008,0.0760,0.0000,231,SL_HIT,0.3100,0.00,FLOW
1704294224,XAUUSD,LONG,GoldFlowEngine,2047.03000,2039.26000,-0.3108,0.0726,0.0000,687,SL_HIT,0.3800,0.00,FLOW
1704295024,XAUUSD,SHORT,GoldFlowEngine,2038.51000,2033.66000,0.0631,0.0651,0.0000,1296,PARTIAL_1R,0.3400,0.00,FLOW
1704295024,XAUUSD,SHORT,GoldFlowEngine,2038.51000,2034.48000,0.1088,0.1770,0.0000,2041,TRAIL_HIT,0.3400,0.00,FLOW
1704297088,XAUUSD,LONG,GoldFlowEngine,2034.64000,2031.79000,-0.1140,0.0588,0.0000,3600,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1704300885,XAUUSD,LONG,GoldFlowEngine,2032.97000,2031.36000,-0.0644,0.0344,0.0000,3601,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1704304652,XAUUSD,LONG,GoldFlowEngine,2032.93000,2035.31000,0.0952,0.1372,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704308413,XAUUSD,LONG,GoldFlowEngine,2037.78000,2037.02000,-0.0304,0.1838,0.0000,3600,MAX_HOLD_TIMEOUT,0.5200,0.00,FLOW
1704312157,XAUUSD,LONG,GoldFlowEngine,2038.12000,2041.89000,0.1508,0.1692,0.0000,10650,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704340887,XAUUSD,SHORT,GoldFlowEngine,2043.81000,2043.99000,-0.0072,0.0524,0.0000,7113,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1704348285,XAUUSD,LONG,GoldFlowEngine,2045.04000,2047.78000,0.1096,0.1480,0.0000,3600,MAX_HOLD_TIMEOUT,0.2700,0.00,FLOW
1704352122,XAUUSD,LONG,GoldFlowEngine,2048.72000,2047.79000,-0.0372,0.0354,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704357585,XAUUSD,SHORT,GoldFlowEngine,2045.65000,2050.03000,-0.1752,0.0056,0.0000,3602,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1704361243,XAUUSD,LONG,GoldFlowEngine,2051.02000,2047.73000,-0.1316,0.0000,0.0000,7201,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
1704370055,XAUUSD,SHORT,GoldFlowEngine,2043.62000,2046.85000,-0.1292,0.0086,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704374059,XAUUSD,LONG,GoldFlowEngine,2047.40000,2039.78000,-0.3048,0.0000,0.0000,1561,SL_HIT,0.3900,0.00,FLOW
1704375757,XAUUSD,SHORT,GoldFlowEngine,2038.91000,2039.98000,-0.0428,0.0576,0.0000,3600,MAX_HOLD_TIMEOUT,0.2800,0.00,FLOW
1704379530,XAUUSD,SHORT,GoldFlowEngine,2038.60000,2046.12000,-0.3008,0.0912,0.0000,2611,SL_HIT,0.3600,0.00,FLOW
1704382188,XAUUSD,LONG,GoldFlowEngine,2047.23000,2045.44000,-0.0716,0.0220,0.0000,3600,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1704386245,XAUUSD,LONG,GoldFlowEngine,2046.49000,2042.42000,-0.1628,0.0074,0.0000,3600,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704389931,XAUUSD,LONG,GoldFlowEngine,2043.33000,2043.44000,0.0044,0.0394,0.0000,3601,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704394065,XAUUSD,SHORT,GoldFlowEngine,2042.05000,2043.63000,-0.0632,0.0000,0.0000,3608,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704397804,XAUUSD,LONG,GoldFlowEngine,2044.55000,2044.16000,-0.0156,0.0160,0.0000,3600,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704417087,XAUUSD,LONG,GoldFlowEngine,2047.19000,2045.28000,-0.0764,0.0454,0.0000,7200,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704435449,XAUUSD,SHORT,GoldFlowEngine,2043.46000,2046.04000,-0.1032,0.1002,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704439115,XAUUSD,LONG,GoldFlowEngine,2046.53000,2042.02000,-0.1804,0.0220,0.0000,3601,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704443514,XAUUSD,SHORT,GoldFlowEngine,2041.52000,2042.18000,-0.0264,0.0036,0.0000,3606,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1704447729,XAUUSD,SHORT,GoldFlowEngine,2041.01000,2038.91000,0.0840,0.1522,0.0000,7207,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704456285,XAUUSD,LONG,GoldFlowEngine,2040.85000,2040.03000,-0.0328,0.0160,0.0000,3600,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704459975,XAUUSD,LONG,GoldFlowEngine,2041.55000,2034.03000,-0.3008,0.0118,0.0000,1427,SL_HIT,0.3400,0.00,FLOW
1704461449,XAUUSD,SHORT,GoldFlowEngine,2028.24000,2035.74000,-0.3000,0.1506,0.0000,1168,SL_HIT,0.3500,0.00,FLOW
1704462683,XAUUSD,LONG,GoldFlowEngine,2036.78000,2041.68000,0.0637,0.0660,0.0000,141,PARTIAL_1R,0.3200,0.00,FLOW
1704462683,XAUUSD,LONG,GoldFlowEngine,2036.78000,2040.37000,0.0969,0.1401,0.0000,166,TRAIL_HIT,0.3200,0.00,FLOW
1704462861,XAUUSD,SHORT,GoldFlowEngine,2039.45000,2047.01000,-0.3024,0.0566,0.0000,2017,SL_HIT,0.3600,0.00,FLOW
1704464927,XAUUSD,LONG,GoldFlowEngine,2048.01000,2053.66000,0.0734,0.0772,0.0000,1873,PARTIAL_1R,0.3300,0.00,FLOW
1704464927,XAUUSD,LONG,GoldFlowEngine,2048.01000,2050.64000,0.0710,0.1604,0.0000,1873,TRAIL_HIT,0.3300,0.00,FLOW
1704466811,XAUUSD,LONG,GoldFlowEngine,2054.39000,2059.24000,0.0630,0.0652,0.0000,357,PARTIAL_1R,0.5000,0.00,FLOW
1704466811,XAUUSD,LONG,GoldFlowEngine,2054.39000,2057.96000,0.0964,0.1408,0.0000,402,TRAIL_HIT,0.5000,0.00,FLOW
1704467263,XAUUSD,LONG,GoldFlowEngine,2059.41000,2052.99000,-0.2568,0.1840,0.0000,3600,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704471068,XAUUSD,LONG,GoldFlowEngine,2054.32000,2046.76000,-0.3024,0.0798,0.0000,2646,SL_HIT,0.3500,0.00,FLOW
1704473762,XAUUSD,SHORT,GoldFlowEngine,2046.24000,2041.36000,0.0634,0.0657,0.0000,849,PARTIAL_1R,0.3900,0.00,FLOW
1704473762,XAUUSD,SHORT,GoldFlowEngine,2046.24000,2042.65000,0.0969,0.1399,0.0000,871,TRAIL_HIT,0.3900,0.00,FLOW
1704474668,XAUUSD,SHORT,GoldFlowEngine,2041.38000,2041.48000,-0.0040,0.0354,0.0000,3601,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704479102,XAUUSD,LONG,GoldFlowEngine,2042.93000,2047.82000,0.0636,0.0655,0.0000,1942,PARTIAL_1R,0.3100,0.00,FLOW
1704479102,XAUUSD,LONG,GoldFlowEngine,2042.93000,2047.74000,0.1299,0.2007,0.0000,3175,TRAIL_HIT,0.3100,0.00,FLOW
1704482292,XAUUSD,SHORT,GoldFlowEngine,2047.33000,2044.16000,0.1268,0.1368,0.0000,3601,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1704487200,XAUUSD,SHORT,GoldFlowEngine,2043.16000,2046.36000,-0.1280,0.0086,0.0000,181202,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704677901,XAUUSD,SHORT,GoldFlowEngine,2043.98000,2039.84000,0.1656,0.1768,0.0000,7202,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704685308,XAUUSD,SHORT,GoldFlowEngine,2038.04000,2033.03000,0.0651,0.0675,0.0000,6747,PARTIAL_1R,0.2900,0.00,FLOW
1704685308,XAUUSD,SHORT,GoldFlowEngine,2038.04000,2031.64000,0.1728,0.2080,0.0000,6779,TRAIL_HIT,0.2900,0.00,FLOW
1704692117,XAUUSD,SHORT,GoldFlowEngine,2030.99000,2032.76000,-0.0708,0.1548,0.0000,3602,MAX_HOLD_TIMEOUT,0.4700,0.00,FLOW
1704697463,XAUUSD,SHORT,GoldFlowEngine,2031.76000,2030.78000,0.0392,0.1236,0.0000,3600,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704701169,XAUUSD,SHORT,GoldFlowEngine,2029.19000,2028.49000,0.0280,0.0754,0.0000,3600,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1704704881,XAUUSD,LONG,GoldFlowEngine,2029.68000,2025.62000,-0.1624,0.0870,0.0000,7201,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704716064,XAUUSD,LONG,GoldFlowEngine,2021.33000,2020.52000,-0.0324,0.1698,0.0000,3600,MAX_HOLD_TIMEOUT,0.2800,0.00,FLOW
1704719772,XAUUSD,LONG,GoldFlowEngine,2022.44000,2020.08000,-0.0944,0.0800,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704723488,XAUUSD,SHORT,GoldFlowEngine,2019.23000,2026.80000,-0.3028,0.0276,0.0000,2413,SL_HIT,0.3300,0.00,FLOW
1704725984,XAUUSD,LONG,GoldFlowEngine,2027.40000,2032.27000,0.0633,0.0653,0.0000,1902,PARTIAL_1R,0.3300,0.00,FLOW
1704725984,XAUUSD,LONG,GoldFlowEngine,2027.40000,2030.89000,0.0942,0.1633,0.0000,2141,TRAIL_HIT,0.3300,0.00,FLOW
1704728139,XAUUSD,SHORT,GoldFlowEngine,2030.54000,2032.74000,-0.0880,0.0138,0.0000,3600,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1704731966,XAUUSD,SHORT,GoldFlowEngine,2031.38000,2029.61000,0.0708,0.1090,0.0000,3601,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1704735797,XAUUSD,SHORT,GoldFlowEngine,2027.91000,2027.54000,0.0148,0.0566,0.0000,3602,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704741076,XAUUSD,LONG,GoldFlowEngine,2028.09000,2027.06000,-0.0412,0.0700,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704744715,XAUUSD,SHORT,GoldFlowEngine,2027.01000,2028.63000,-0.0648,0.0344,0.0000,10086,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704764428,XAUUSD,SHORT,GoldFlowEngine,2031.14000,2034.21000,-0.1228,0.0000,0.0000,7203,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704772921,XAUUSD,LONG,GoldFlowEngine,2035.12000,2032.66000,-0.0984,0.0000,0.0000,7079,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704780136,XAUUSD,SHORT,GoldFlowEngine,2031.86000,2032.66000,-0.0320,0.0246,0.0000,3600,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704784060,XAUUSD,LONG,GoldFlowEngine,2034.43000,2033.55000,-0.0352,0.1536,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704788131,XAUUSD,SHORT,GoldFlowEngine,2032.01000,2033.65000,-0.0656,0.0268,0.0000,3604,MAX_HOLD_TIMEOUT,0.3700,0.00,FLOW
1704792327,XAUUSD,LONG,GoldFlowEngine,2035.34000,2035.33000,-0.0004,0.1302,0.0000,7200,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704804122,XAUUSD,SHORT,GoldFlowEngine,2034.24000,2042.05000,-0.3124,0.1016,0.0000,3386,SL_HIT,0.3200,0.00,FLOW
1704807595,XAUUSD,SHORT,GoldFlowEngine,2038.33000,2035.40000,0.1172,0.1316,0.0000,3600,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704811442,XAUUSD,LONG,GoldFlowEngine,2036.62000,2032.56000,-0.1624,0.0108,0.0000,3600,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704815820,XAUUSD,SHORT,GoldFlowEngine,2030.87000,2031.38000,-0.0204,0.1878,0.0000,3603,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704819912,XAUUSD,SHORT,GoldFlowEngine,2030.24000,2028.59000,0.0660,0.1224,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704823561,XAUUSD,SHORT,GoldFlowEngine,2027.31000,2029.30000,-0.0796,0.0182,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704830088,XAUUSD,LONG,GoldFlowEngine,2029.21000,2029.44000,0.0092,0.0788,0.0000,3600,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
1704848430,XAUUSD,SHORT,GoldFlowEngine,2029.76000,2031.82000,-0.0824,0.0986,0.0000,7200,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704865033,XAUUSD,SHORT,GoldFlowEngine,2028.03000,2026.26000,0.0708,0.1428,0.0000,3600,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704869590,XAUUSD,SHORT,GoldFlowEngine,2024.14000,2031.65000,-0.3004,0.0076,0.0000,3125,SL_HIT,0.2800,0.00,FLOW
1704873735,XAUUSD,LONG,GoldFlowEngine,2032.29000,2034.86000,0.1028,0.1488,0.0000,3600,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704878404,XAUUSD,SHORT,GoldFlowEngine,2034.64000,2034.69000,-0.0020,0.0182,0.0000,7205,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704888351,XAUUSD,LONG,GoldFlowEngine,2035.21000,2031.46000,-0.1500,0.0208,0.0000,3601,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1704891986,XAUUSD,LONG,GoldFlowEngine,2032.30000,2030.67000,-0.0652,0.0706,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704895807,XAUUSD,SHORT,GoldFlowEngine,2029.90000,2025.07000,0.0628,0.0650,0.0000,3288,PARTIAL_1R,0.3200,0.00,FLOW
1704895807,XAUUSD,SHORT,GoldFlowEngine,2029.90000,2026.32000,0.0967,0.1359,0.0000,3344,TRAIL_HIT,0.3200,0.00,FLOW
1704899211,XAUUSD,LONG,GoldFlowEngine,2026.97000,2027.71000,0.0296,0.1150,0.0000,3600,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704903077,XAUUSD,SHORT,GoldFlowEngine,2026.66000,2027.53000,-0.0348,0.0754,0.0000,3600,MAX_HOLD_TIMEOUT,0.2800,0.00,FLOW
1704907428,XAUUSD,SHORT,GoldFlowEngine,2025.97000,2022.18000,0.1516,0.1576,0.0000,3600,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1704911472,XAUUSD,SHORT,GoldFlowEngine,2021.76000,2022.92000,-0.0464,0.0486,0.0000,3605,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1704915297,XAUUSD,LONG,GoldFlowEngine,2023.88000,2023.21000,-0.0268,0.0482,0.0000,3603,MAX_HOLD_TIMEOUT,0.3400,0.00,FLOW
1704919633,XAUUSD,SHORT,GoldFlowEngine,2022.35000,2025.46000,-0.1244,0.0182,0.0000,7968,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1704937985,XAUUSD,LONG,GoldFlowEngine,2029.96000,2030.70000,0.0296,0.0810,0.0000,7208,MAX_HOLD_TIMEOUT,0.3200,0.00,FLOW
1704952693,XAUUSD,SHORT,GoldFlowEngine,2032.88000,2033.88000,-0.0400,0.0266,0.0000,3601,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
1704958031,XAUUSD,LONG,GoldFlowEngine,2035.86000,2033.04000,-0.1128,0.0000,0.0000,3600,MAX_HOLD_TIMEOUT,0.2800,0.00,FLOW
1704962477,XAUUSD,SHORT,GoldFlowEngine,2031.86000,2031.97000,-0.0044,0.0630,0.0000,3600,MAX_HOLD_TIMEOUT,0.2800,0.00,FLOW
1704974474,XAUUSD,LONG,GoldFlowEngine,2035.06000,2033.24000,-0.0728,0.0006,0.0000,3600,MAX_HOLD_TIMEOUT,0.2900,0.00,FLOW
1704978120,XAUUSD,LONG,GoldFlowEngine,2034.05000,2038.93000,0.0634,0.0656,0.0000,1370,PARTIAL_1R,0.3200,0.00,FLOW
1704978120,XAUUSD,LONG,GoldFlowEngine,2034.05000,2037.68000,0.0980,0.1508,0.0000,1418,TRAIL_HIT,0.3200,0.00,FLOW
1704979554,XAUUSD,SHORT,GoldFlowEngine,2037.30000,2044.86000,-0.3024,0.0096,0.0000,246,SL_HIT,0.3200,0.00,FLOW
1704979848,XAUUSD,SHORT,GoldFlowEngine,2028.54000,2036.07000,-0.3012,0.1358,0.0000,201,SL_HIT,0.3600,0.00,FLOW
1704980101,XAUUSD,LONG,GoldFlowEngine,2033.19000,2025.66000,-0.3012,0.1132,0.0000,1868,SL_HIT,0.3200,0.00,FLOW
1704982122,XAUUSD,LONG,GoldFlowEngine,2026.72000,2031.66000,0.0642,0.0662,0.0000,450,PARTIAL_1R,0.3900,0.00,FLOW
1704982122,XAUUSD,LONG,GoldFlowEngine,2026.72000,2030.40000,0.0994,0.1631,0.0000,540,TRAIL_HIT,0.3900,0.00,FLOW
1704982674,XAUUSD,SHORT,GoldFlowEngine,2030.07000,2027.90000,0.0868,0.1922,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704986346,XAUUSD,SHORT,GoldFlowEngine,2026.61000,2026.26000,0.0140,0.0902,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1704990153,XAUUSD,SHORT,GoldFlowEngine,2024.70000,2019.20000,0.0715,0.0747,0.0000,141,PARTIAL_1R,0.3600,0.00,FLOW
1704990153,XAUUSD,SHORT,GoldFlowEngine,2024.70000,2017.55000,0.1931,0.2299,0.0000,219,TRAIL_HIT,0.3600,0.00,FLOW
1704990549,XAUUSD,LONG,GoldFlowEngine,2019.35000,2016.87000,-0.0992,0.0398,0.0000,3600,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
1704994243,XAUUSD,SHORT,GoldFlowEngine,2015.84000,2015.51000,0.0132,0.0974,0.0000,3601,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1704998040,XAUUSD,SHORT,GoldFlowEngine,2014.28000,2021.80000,-0.3008,0.0068,0.0000,2477,SL_HIT,0.3100,0.00,FLOW
1705001244,XAUUSD,LONG,GoldFlowEngine,2021.84000,2026.65000,0.0625,0.0650,0.0000,1679,PARTIAL_1R,0.3700,0.00,FLOW
1705001244,XAUUSD,LONG,GoldFlowEngine,2021.84000,2025.38000,0.0956,0.1512,0.0000,2588,TRAIL_HIT,0.3700,0.00,FLOW
1705003850,XAUUSD,SHORT,GoldFlowEngine,2024.78000,2029.50000,-0.1888,0.0492,0.0000,10150,MAX_HOLD_TIMEOUT,0.3600,0.00,FLOW
1705030321,XAUUSD,SHORT,GoldFlowEngine,2034.24000,2034.76000,-0.0208,0.0548,0.0000,7201,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1705043442,XAUUSD,LONG,GoldFlowEngine,2036.10000,2039.20000,0.1240,0.1460,0.0000,3600,MAX_HOLD_TIMEOUT,0.3000,0.00,FLOW
1705048444,XAUUSD,LONG,GoldFlowEngine,2039.90000,2039.49000,-0.0164,0.0104,0.0000,3600,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
1705052840,XAUUSD,SHORT,GoldFlowEngine,2038.78000,2046.28000,-0.3000,0.0346,0.0000,4315,SL_HIT,0.3500,0.00,FLOW
1705060878,XAUUSD,LONG,GoldFlowEngine,2046.49000,2051.44000,0.0644,0.0662,0.0000,430,PARTIAL_1R,0.3100,0.00,FLOW
1705060878,XAUUSD,LONG,GoldFlowEngine,2046.49000,2051.34000,0.1310,0.1986,0.0000,508,TRAIL_HIT,0.3100,0.00,FLOW
1705061442,XAUUSD,SHORT,GoldFlowEngine,2050.76000,2045.90000,0.0632,0.0652,0.0000,3007,PARTIAL_1R,0.3200,0.00,FLOW
1705061442,XAUUSD,SHORT,GoldFlowEngine,2050.76000,2047.19000,0.0964,0.1485,0.0000,3207,TRAIL_HIT,0.3200,0.00,FLOW
1705064816,XAUUSD,LONG,GoldFlowEngine,2047.19000,2051.97000,0.0621,0.0650,0.0000,1387,PARTIAL_1R,0.3000,0.00,FLOW
1705064816,XAUUSD,LONG,GoldFlowEngine,2047.19000,2050.63000,0.0929,0.1411,0.0000,1388,TRAIL_HIT,0.3000,0.00,FLOW
1705066215,XAUUSD,LONG,GoldFlowEngine,2053.28000,2058.09000,0.0625,0.0652,0.0000,1922,PARTIAL_1R,0.4400,0.00,FLOW
1705066215,XAUUSD,LONG,GoldFlowEngine,2053.28000,2056.84000,0.0961,0.1629,0.0000,2133,TRAIL_HIT,0.4400,0.00,FLOW
1705068494,XAUUSD,SHORT,GoldFlowEngine,2056.66000,2058.24000,-0.0632,0.1310,0.0000,3600,MAX_HOLD_TIMEOUT,0.3100,0.00,FLOW
1705072251,XAUUSD,SHORT,GoldFlowEngine,2056.86000,2052.01000,0.0630,0.0655,0.0000,1982,PARTIAL_1R,0.3200,0.00,FLOW
1705072251,XAUUSD,SHORT,GoldFlowEngine,2056.86000,2053.28000,0.0967,0.1585,0.0000,2347,TRAIL_HIT,0.3200,0.00,FLOW
1705074694,XAUUSD,LONG,GoldFlowEngine,2054.28000,2050.72000,-0.1424,0.0534,0.0000,3600,MAX_HOLD_TIMEOUT,0.3300,0.00,FLOW
1705078340,XAUUSD,SHORT,GoldFlowEngine,2049.78000,2044.90000,0.0634,0.0655,0.0000,1372,PARTIAL_1R,0.3300,0.00,FLOW
1705078340,XAUUSD,SHORT,GoldFlowEngine,2049.78000,2043.09000,0.1806,0.2155,0.0000,2642,TRAIL_HIT,0.3300,0.00,FLOW
1705081585,XAUUSD,SHORT,GoldFlowEngine,2041.52000,2045.88000,-0.1744,0.0000,0.0000,3601,MAX_HOLD_TIMEOUT,0.3500,0.00,FLOW
